# frameNo	x_coordinate(jpg, png, ...)	y_coordinate(jpg, png, ...)	fixation_or_not	fixation_centroid_x	fixation_centroid_y	fixation_duration	nearestWord	RetrievedDocument
0:0:13	-1	-1	--------	-9999	-9999	2	----	
0:0:14	-1	-1	Fixation	-0.5	-0.5	4	----	
0:0:15	-1	-1	Fixation	-0.5	-0.5	6	----	
0:0:16	-1	-1	Fixation	-0.5	-0.5	8	----	
0:0:17	-1	-1	Fixation	-0.5	-0.5	10	----	
0:0:18	-1	-1	Fixation	-0.5	-0.5	12	----	
0:0:19	-1	-1	Fixation	-0.5	-0.5	14	----	
0:0:20	-1	-1	Fixation	-0.5	-0.5	16	----	
0:0:21	-1	-1	Fixation	-0.5	-0.5	18	----	
0:0:22	-1	-1	Fixation	-0.5	-0.5	20	----	
0:0:23	-1	-1	Fixation	-0.5	-0.5	22	----	
0:1:0	-1	-1	Fixation	-0.5	-0.5	24	----	
0:1:1	-1	-1	Fixation	-0.5	-0.5	26	----	
0:1:2	-1	-1	Fixation	-0.5	-0.5	28	----	
0:1:3	287	176	--------	-9999	-9999	0	----	S2
0:1:4	305	199	--------	-9999	-9999	1	----	S2
0:1:5	286	153	--------	-9999	-9999	2	----	S2
0:1:6	325	226	--------	-9999	-9999	3	----	S2
0:1:7	306	174	--------	-9999	-9999	0	----	S2
0:1:8	333	230	--------	-9999	-9999	1	----	S2
0:1:9	287	123	--------	-9999	-9999	0	----	S2
0:1:10	327	253	--------	-9999	-9999	1	----	S2
0:1:11	333	202	--------	-9999	-9999	2	----	S2
0:1:12	339	249	--------	-9999	-9999	3	----	S2
0:1:13	294	167	--------	-9999	-9999	0	----	S2
0:1:14	350	225	--------	-9999	-9999	1	----	S2
0:1:15	340	158	--------	-9999	-9999	2	----	S2
0:1:16	337	125	--------	-9999	-9999	3	----	S2
0:1:17	353	196	--------	-9999	-9999	0	----	S2
0:1:18	370	240	--------	-9999	-9999	1	----	S2
0:1:19	366	172	--------	-9999	-9999	2	----	S2
0:1:20	366	200	--------	-9999	-9999	3	----	S2
0:1:21	393	178	--------	-9999	-9999	0	----	S2
0:1:22	408	229	--------	-9999	-9999	1	----	S2
0:1:23	444	211	--------	-9999	-9999	2	----	S2
0:2:0	507	287	--------	-9999	-9999	3	----	S2
0:2:1	454	208	--------	-9999	-9999	0	----	S2
0:2:2	429	154	--------	-9999	-9999	1	----	S2
0:2:3	-9999	-9999	--------	-9999	-9999	0	----	S2
0:2:4	421	92	--------	-9999	-9999	1	----	S2
0:2:5	437	110	--------	-9999	-9999	2	----	S2
0:2:6	462	203	--------	-9999	-9999	3	----	S2
0:2:7	466	217	--------	-9999	-9999	0	----	S2
0:2:8	472	255	--------	-9999	-9999	1	----	S2
0:2:9	443	164	--------	-9999	-9999	0	----	S2
0:2:10	442	171	--------	-9999	-9999	1	----	S2
0:2:11	447	164	--------	-9999	-9999	2	----	S2
0:2:12	422	148	--------	-9999	-9999	3	----	S2
0:2:13	471	229	--------	-9999	-9999	0	----	S2
0:2:14	468	200	--------	-9999	-9999	1	----	S2
0:2:15	465	162	--------	-9999	-9999	2	----	S2
0:2:16	468	218	--------	-9999	-9999	3	----	S2
0:2:17	441	169	Fixation	460.5	187.25	4	----	S2
0:2:18	460	191	Fixation	460.4	188	5	----	S2
0:2:19	459	213	Fixation	460.167	192.167	6	----	S2
0:2:20	444	153	Fixation	457.857	186.571	7	----	S2
0:2:21	454	173	Fixation	457.375	184.875	8	----	S2
0:2:22	447	133	--------	-9999	-9999	0	----	S2
0:2:23	436	134	--------	-9999	-9999	1	----	S2
0:3:0	456	190	--------	-9999	-9999	2	----	S2
