# frameNo	x_coordinate(jpg, png, ...)	y_coordinate(jpg, png, ...)	fixation_or_not	fixation_centroid_x	fixation_centroid_y	fixation_duration	nearestWord	RetrievedDocument
0:2:8	1354	267	--------	-9999	-9999	1	----	S1
0:2:9	1347	272	--------	-9999	-9999	2	----	S1
0:2:10	1350	283	--------	-9999	-9999	3	----	S1
0:2:11	1341	270	Fixation	1348	273	4	----	S1
0:2:12	1340	285	Fixation	1346.4	275.4	5	----	S1
0:2:13	1348	259	Fixation	1346.67	272.667	6	----	S1
0:2:14	1336	256	Fixation	1345.14	270.286	7	----	S1
0:2:15	1331	237	Fixation	1343.38	266.125	8	----	S1
0:2:16	1217	231	--------	-9999	-9999	0	----	S1
0:2:17	1219	250	--------	-9999	-9999	1	----	S1
0:2:18	1228	240	--------	-9999	-9999	2	----	S1
0:2:19	1231	229	--------	-9999	-9999	3	----	S1
0:2:20	1239	261	Fixation	1229.25	245	4	----	S1
0:2:21	1241	274	Fixation	1231.6	250.8	5	----	S1
0:2:22	1227	262	Fixation	1230.83	252.667	6	----	S1
0:2:23	1211	278	Fixation	1228	256.286	7	----	S1
0:3:0	1225	280	Fixation	1227.63	259.25	8	----	S1
0:3:1	1335	282	--------	-9999	-9999	0	----	S1
0:3:2	1328	271	--------	-9999	-9999	1	----	S1
0:3:3	1320	262	--------	-9999	-9999	2	----	S1
0:3:4	1333	259	--------	-9999	-9999	3	----	S1
0:3:5	1326	262	Fixation	1326.75	263.5	4	----	S1
0:3:6	1327	252	Fixation	1326.8	261.2	5	----	S1
0:3:7	1117	264	--------	-9999	-9999	0	----	S1
0:3:8	1115	257	--------	-9999	-9999	1	----	S1
0:3:9	1114	259	--------	-9999	-9999	2	----	S1
0:3:10	1117	249	--------	-9999	-9999	3	----	S1
0:3:11	1117	249	Fixation	1115.75	253.5	4	----	S1
0:3:12	1118	275	Fixation	1116.2	257.8	5	----	S1
0:3:13	1067	275	--------	-9999	-9999	0	----	S1
0:3:14	-9999	-9999	--------	-9999	-9999	1	----	S1
0:3:15	1196	198	--------	-9999	-9999	0	----	S1
0:3:16	1183	178	--------	-9999	-9999	1	----	S1
0:3:17	1183	191	--------	-9999	-9999	2	----	S1
0:3:18	1191	209	--------	-9999	-9999	3	----	S1
0:3:19	1207	215	Fixation	1191	198.25	4	----	S1
0:3:20	1201	208	Fixation	1193	200.2	5	----	S1
0:3:21	1210	215	Fixation	1195.83	202.667	6	----	S1
0:3:22	1217	219	Fixation	1198.86	205	7	----	S1
0:3:23	1332	241	--------	-9999	-9999	0	----	S1
0:4:0	1336	252	--------	-9999	-9999	1	----	S1
0:4:1	1335	251	--------	-9999	-9999	2	----	S1
0:4:2	1345	266	--------	-9999	-9999	3	----	S1
0:4:3	1339	253	Fixation	1338.75	255.5	4	----	S1
0:4:4	1337	282	Fixation	1338.4	260.8	5	----	S1
0:4:5	1289	277	--------	-9999	-9999	0	----	S1
0:4:6	1248	270	--------	-9999	-9999	1	----	S1
0:4:7	1241	278	--------	-9999	-9999	2	----	S1
0:4:8	1232	258	--------	-9999	-9999	3	----	S1
0:4:9	1232	254	Fixation	1238.25	265	4	----	S1
0:4:10	1231	230	Fixation	1236.8	258	5	----	S1
0:4:11	1245	233	Fixation	1238.17	253.833	6	----	S1
0:4:12	1255	230	Fixation	1240.57	250.429	7	----	S1
0:4:13	1296	230	--------	-9999	-9999	0	----	S1
0:4:14	1301	227	--------	-9999	-9999	1	----	S1
0:4:15	1300	252	--------	-9999	-9999	2	----	S1
0:4:16	1312	255	--------	-9999	-9999	3	----	S1
0:4:17	1314	254	Fixation	1306.75	247	4	----	S1
0:4:18	1308	267	Fixation	1307	251	5	----	S1
0:4:19	1304	264	Fixation	1306.5	253.167	6	----	S1
0:4:20	1314	275	Fixation	1307.57	256.286	7	----	S1
0:4:21	1309	266	Fixation	1307.75	257.5	8	----	S1
0:4:22	1311	259	Fixation	1308.11	257.667	9	----	S1
0:4:23	1312	260	Fixation	1308.5	257.9	10	----	S1
0:5:0	1349	266	Fixation	1312.18	258.636	11	----	S1
0:5:1	1339	243	Fixation	1314.42	257.333	12	----	S1
0:5:2	1335	254	Fixation	1316	257.077	13	----	S1
0:5:3	1341	247	Fixation	1317.79	256.357	14	----	S1
0:5:4	1197	257	--------	-9999	-9999	0	----	S1
0:5:5	1109	244	--------	-9999	-9999	1	----	S1
0:5:6	1121	255	--------	-9999	-9999	2	----	S1
0:5:7	1114	244	--------	-9999	-9999	3	----	S1
0:5:8	1110	264	Fixation	1113.5	251.75	4	----	S1
0:5:9	1110	262	Fixation	1112.8	253.8	5	----	S1
0:5:10	1090	283	Fixation	1109	258.667	6	----	S1
0:5:11	1078	287	Fixation	1104.57	262.714	7	----	S1
0:5:12	1061	276	Fixation	1099.13	264.375	8	----	S1
0:5:13	1045	257	--------	-9999	-9999	0	----	S1
0:5:14	1049	250	--------	-9999	-9999	1	----	S1
0:5:15	1051	228	--------	-9999	-9999	2	----	S1
0:5:16	1080	222	--------	-9999	-9999	3	----	S1
0:5:17	1283	205	--------	-9999	-9999	0	----	S1
0:5:18	1293	223	--------	-9999	-9999	1	----	S1
0:5:19	1297	219	--------	-9999	-9999	2	----	S1
0:5:20	1293	218	--------	-9999	-9999	3	----	S1
0:5:21	1284	215	Fixation	1291.75	218.75	4	----	S1
0:5:22	1294	221	Fixation	1292.2	219.2	5	----	S1
0:5:23	1300	234	Fixation	1293.5	221.667	6	----	S1
0:6:0	1307	259	Fixation	1295.43	227	7	----	S1
0:6:1	1280	258	Fixation	1293.5	230.875	8	----	S1
0:6:2	1280	258	Fixation	1292	233.889	9	----	S1
0:6:3	1142	241	--------	-9999	-9999	0	----	S1
0:6:4	1076	236	--------	-9999	-9999	1	----	S1
0:6:5	1064	198	--------	-9999	-9999	2	----	S1
0:6:6	1030	219	--------	-9999	-9999	3	----	S1
0:6:7	1076	218	Fixation	1061.5	217.75	4	----	S1
0:6:8	1152	231	--------	-9999	-9999	0	----	S1
0:6:9	1221	244	--------	-9999	-9999	1	----	S1
0:6:10	1277	265	--------	-9999	-9999	2	----	S1
0:6:11	1302	269	--------	-9999	-9999	3	----	S1
0:6:12	1315	260	--------	-9999	-9999	0	----	S1
0:6:13	1327	251	--------	-9999	-9999	1	----	S1
0:6:14	1335	254	--------	-9999	-9999	2	----	S1
0:6:15	1325	269	--------	-9999	-9999	3	----	S1
0:6:16	1381	255	Fixation	1342	257.25	4	----	S1
0:6:17	1373	253	Fixation	1348.2	256.4	5	----	S1
0:6:18	1373	253	Fixation	1352.33	255.833	6	----	S1
0:6:19	1361	245	Fixation	1353.57	254.286	7	----	S1
0:6:20	1345	258	Fixation	1352.5	254.75	8	----	S1
0:6:21	1344	246	Fixation	1351.56	253.778	9	----	S1
0:6:22	827	271	--------	-9999	-9999	0	----	S1
0:6:23	413	292	--------	-9999	-9999	1	----	S1
0:7:0	413	292	--------	-9999	-9999	2	----	S1
0:7:1	462	288	--------	-9999	-9999	3	----	S1
0:7:2	480	300	Fixation	442	293	4	----	S1
0:7:3	502	305	--------	-9999	-9999	0	----	S1
0:7:4	533	302	--------	-9999	-9999	1	----	S1
0:7:5	486	309	--------	-9999	-9999	2	----	S1
0:7:6	475	301	--------	-9999	-9999	3	----	S1
0:7:7	457	310	--------	-9999	-9999	0	----	S1
0:7:8	418	313	--------	-9999	-9999	1	----	S1
0:7:9	378	307	--------	-9999	-9999	2	----	S1
0:7:10	330	309	--------	-9999	-9999	3	----	S1
0:7:11	297	307	--------	-9999	-9999	0	----	S1
0:7:12	1274	305	--------	-9999	-9999	1	----	S1
0:7:13	1321	287	--------	-9999	-9999	2	----	S1
0:7:14	1316	283	--------	-9999	-9999	3	----	S1
0:7:15	1317	289	Fixation	1307	291	4	----	S1
0:7:16	1326	271	--------	-9999	-9999	0	----	S1
0:7:17	1313	262	--------	-9999	-9999	1	----	S1
0:7:18	1331	260	--------	-9999	-9999	2	----	S1
0:7:19	1356	254	--------	-9999	-9999	3	----	S1
0:7:20	1364	236	Fixation	1341	253	4	----	S1
0:7:21	1357	258	Fixation	1344.2	254	5	----	S1
0:7:22	1353	262	Fixation	1345.67	255.333	6	----	S1
0:7:23	1356	260	Fixation	1347.14	256	7	----	S1
0:8:0	1356	260	Fixation	1348.25	256.5	8	----	S1
0:8:1	1266	263	--------	-9999	-9999	0	----	S1
0:8:2	1244	274	--------	-9999	-9999	1	----	S1
0:8:3	1246	267	--------	-9999	-9999	2	----	S1
0:8:4	1251	279	--------	-9999	-9999	3	----	S1
0:8:5	1255	272	Fixation	1249	273	4	----	S1
0:8:6	1249	258	Fixation	1249	270	5	----	S1
0:8:7	1248	256	Fixation	1248.83	267.667	6	----	S1
0:8:8	1240	277	Fixation	1247.57	269	7	----	S1
0:8:9	-9999	-9999	--------	-9999	-9999	0	----	S1
0:8:10	-9999	-9999	--------	-9999	-9999	1	----	S1
0:8:11	1283	205	--------	-9999	-9999	0	----	S1
0:8:12	1292	236	--------	-9999	-9999	1	----	S1
0:8:13	1308	245	--------	-9999	-9999	2	----	S1
0:8:14	1302	243	--------	-9999	-9999	3	----	S1
0:8:15	1311	250	Fixation	1303.25	243.5	4	----	S1
0:8:16	1312	257	Fixation	1305	246.2	5	----	S1
0:8:17	1318	263	Fixation	1307.17	249	6	----	S1
0:8:18	1315	254	Fixation	1308.29	249.714	7	----	S1
0:8:19	1309	252	Fixation	1308.38	250	8	----	S1
0:8:20	440	303	--------	-9999	-9999	0	----	S1
0:8:21	231	332	--------	-9999	-9999	1	----	S1
0:8:22	243	312	--------	-9999	-9999	2	----	S1
0:8:23	254	314	--------	-9999	-9999	3	----	S1
0:9:0	254	316	Fixation	245.5	318.5	4	----	S1
0:9:1	255	319	Fixation	247.4	318.6	5	----	S1
0:9:2	257	324	Fixation	249	319.5	6	----	S1
0:9:3	249	314	Fixation	249	318.714	7	----	S1
0:9:4	247	316	Fixation	248.75	318.375	8	----	S1
0:9:5	294	305	--------	-9999	-9999	0	----	S1
0:9:6	302	312	--------	-9999	-9999	1	----	S1
0:9:7	302	312	--------	-9999	-9999	2	----	S1
0:9:8	304	310	--------	-9999	-9999	3	----	S1
0:9:9	299	321	Fixation	301.75	313.75	4	----	S1
0:9:10	368	317	--------	-9999	-9999	0	----	S1
0:9:11	366	318	--------	-9999	-9999	1	----	S1
0:9:12	367	314	--------	-9999	-9999	2	----	S1
0:9:13	367	311	--------	-9999	-9999	3	----	S1
0:9:14	360	317	Fixation	365	315	4	----	S1
0:9:15	364	312	Fixation	364.8	314.4	5	----	S1
0:9:16	466	313	--------	-9999	-9999	0	----	S1
0:9:17	469	319	--------	-9999	-9999	1	----	S1
0:9:18	466	316	--------	-9999	-9999	2	----	S1
0:9:19	473	324	--------	-9999	-9999	3	----	S1
0:9:20	472	311	Fixation	470	317.5	4	----	S1
0:9:21	527	320	--------	-9999	-9999	0	----	S1
0:9:22	531	323	--------	-9999	-9999	1	----	S1
0:9:23	585	325	--------	-9999	-9999	2	----	S1
0:10:0	584	319	--------	-9999	-9999	3	----	S1
0:10:1	581	302	Fixation	570.25	317.25	4	----	S1
0:10:2	579	304	--------	-9999	-9999	0	----	S1
0:10:3	569	305	--------	-9999	-9999	1	----	S1
0:10:4	544	327	--------	-9999	-9999	2	----	S1
0:10:5	547	330	--------	-9999	-9999	3	----	S1
0:10:6	546	329	Fixation	551.5	322.75	4	----	S1
0:10:7	546	338	Fixation	550.4	325.8	5	----	S1
0:10:8	731	345	--------	-9999	-9999	0	----	S1
0:10:9	728	330	--------	-9999	-9999	1	----	S1
0:10:10	730	327	--------	-9999	-9999	2	----	S1
0:10:11	730	349	--------	-9999	-9999	3	----	S1
0:10:12	730	332	Fixation	729.5	334.5	4	----	S1
0:10:13	731	328	Fixation	729.8	333.2	5	----	S1
0:10:14	733	329	Fixation	730.333	332.5	6	----	S1
0:10:15	746	320	Fixation	732.571	330.714	7	----	S1
0:10:16	807	320	--------	-9999	-9999	0	----	S1
0:10:17	816	321	--------	-9999	-9999	1	----	S1
0:10:18	812	315	--------	-9999	-9999	2	----	S1
0:10:19	814	318	--------	-9999	-9999	3	----	S1
0:10:20	814	333	Fixation	814	321.75	4	----	S1
0:10:21	812	328	Fixation	813.6	323	5	----	S1
0:10:22	815	327	Fixation	813.833	323.667	6	----	S1
0:10:23	875	326	--------	-9999	-9999	0	----	S1
0:11:0	959	316	--------	-9999	-9999	1	----	S1
0:11:1	965	322	--------	-9999	-9999	2	----	S1
0:11:2	960	330	--------	-9999	-9999	3	----	S1
0:11:3	961	327	Fixation	961.25	323.75	4	----	S1
0:11:4	966	326	Fixation	962.2	324.2	5	----	S1
0:11:5	963	333	Fixation	962.333	325.667	6	----	S1
0:11:6	966	326	Fixation	962.857	325.714	7	----	S1
0:11:7	990	340	Fixation	966.25	327.5	8	----	S1
0:11:8	1130	331	--------	-9999	-9999	0	----	S1
0:11:9	1129	329	--------	-9999	-9999	1	----	S1
0:11:10	1136	328	--------	-9999	-9999	2	----	S1
0:11:11	1124	319	--------	-9999	-9999	3	----	S1
0:11:12	1128	333	Fixation	1129.25	327.25	4	----	S1
0:11:13	1128	333	Fixation	1129	328.4	5	----	S1
0:11:14	1129	321	Fixation	1129	327.167	6	----	S1
0:11:15	1228	337	--------	-9999	-9999	0	----	S1
0:11:16	1230	322	--------	-9999	-9999	1	----	S1
0:11:17	1232	327	--------	-9999	-9999	2	----	S1
0:11:18	1226	326	--------	-9999	-9999	3	----	S1
0:11:19	1229	327	Fixation	1229.25	325.5	4	----	S1
0:11:20	1224	326	Fixation	1228.2	325.6	5	----	S1
0:11:21	1230	324	Fixation	1228.5	325.333	6	----	S1
0:11:22	1226	322	Fixation	1228.14	324.857	7	----	S1
0:11:23	1226	322	Fixation	1227.88	324.5	8	----	S1
0:12:0	1230	329	Fixation	1228.11	325	9	----	S1
0:12:1	1230	329	Fixation	1228.3	325.4	10	----	S1
0:12:2	1166	335	--------	-9999	-9999	0	----	S1
0:12:3	1180	340	--------	-9999	-9999	1	----	S1
0:12:4	1186	341	--------	-9999	-9999	2	----	S1
0:12:5	1187	340	--------	-9999	-9999	3	----	S1
0:12:6	1189	346	Fixation	1185.5	341.75	4	----	S1
0:12:7	1189	346	Fixation	1186.2	342.6	5	----	S1
0:12:8	1188	347	Fixation	1186.5	343.333	6	----	S1
0:12:9	1176	346	Fixation	1185	343.714	7	----	S1
0:12:10	1327	345	--------	-9999	-9999	0	----	S1
0:12:11	1326	337	--------	-9999	-9999	1	----	S1
0:12:12	1332	333	--------	-9999	-9999	2	----	S1
0:12:13	1325	334	--------	-9999	-9999	3	----	S1
0:12:14	1325	340	Fixation	1327	336	4	----	S1
0:12:15	1329	344	Fixation	1327.4	337.6	5	----	S1
0:12:16	1326	348	Fixation	1327.17	339.333	6	----	S1
0:12:17	1327	348	Fixation	1327.14	340.571	7	----	S1
0:12:18	1324	341	Fixation	1326.75	340.625	8	----	S1
0:12:19	1328	341	Fixation	1326.89	340.667	9	----	S1
0:12:20	1323	343	Fixation	1326.5	340.9	10	----	S1
0:12:21	1168	320	--------	-9999	-9999	0	----	S1
0:12:22	354	387	--------	-9999	-9999	1	----	S1
0:12:23	313	395	--------	-9999	-9999	2	----	S1
0:13:0	330	395	--------	-9999	-9999	3	----	S1
0:13:1	341	402	Fixation	334.5	394.75	4	----	S1
0:13:2	334	396	Fixation	334.4	395	5	----	S1
0:13:3	262	395	--------	-9999	-9999	0	----	S1
0:13:4	254	401	--------	-9999	-9999	1	----	S1
0:13:5	247	396	--------	-9999	-9999	2	----	S1
0:13:6	244	395	--------	-9999	-9999	3	----	S1
0:13:7	245	389	Fixation	247.5	395.25	4	----	S1
0:13:8	253	390	Fixation	248.6	394.2	5	----	S1
0:13:9	247	385	Fixation	248.333	392.667	6	----	S1
0:13:10	255	392	Fixation	249.286	392.571	7	----	S1
0:13:11	366	384	--------	-9999	-9999	0	----	S1
0:13:12	363	384	--------	-9999	-9999	1	----	S1
0:13:13	366	384	--------	-9999	-9999	2	----	S1
0:13:14	364	388	--------	-9999	-9999	3	----	S1
0:13:15	370	390	Fixation	365.75	386.5	4	----	S1
0:13:16	429	389	--------	-9999	-9999	0	----	S1
0:13:17	485	382	--------	-9999	-9999	1	----	S1
0:13:18	485	382	--------	-9999	-9999	2	----	S1
0:13:19	478	379	--------	-9999	-9999	3	----	S1
0:13:20	479	380	Fixation	481.75	380.75	4	----	S1
0:13:21	481	382	Fixation	481.6	381	5	----	S1
0:13:22	477	389	Fixation	480.833	382.333	6	----	S1
0:13:23	477	379	Fixation	480.286	381.857	7	----	S1
0:14:0	567	390	--------	-9999	-9999	0	----	S1
0:14:1	578	386	--------	-9999	-9999	1	----	S1
0:14:2	577	387	--------	-9999	-9999	2	----	S1
0:14:3	582	386	--------	-9999	-9999	3	----	S1
0:14:4	582	376	Fixation	579.75	383.75	4	----	S1
0:14:5	583	375	Fixation	580.4	382	5	----	S1
0:14:6	584	376	Fixation	581	381	6	----	S1
0:14:7	594	381	Fixation	582.857	381	7	----	S1
0:14:8	592	375	Fixation	584	380.25	8	----	S1
0:14:9	678	391	--------	-9999	-9999	0	----	S1
0:14:10	681	388	--------	-9999	-9999	1	----	S1
0:14:11	683	390	--------	-9999	-9999	2	----	S1
0:14:12	684	392	--------	-9999	-9999	3	----	S1
0:14:13	683	386	Fixation	682.75	389	4	----	S1
0:14:14	672	379	Fixation	680.6	387	5	----	S1
0:14:15	669	376	Fixation	678.667	385.167	6	----	S1
0:14:16	682	555	--------	-9999	-9999	0	----	S1
0:14:17	1439	2693	--------	-9999	-9999	1	----	S1
0:14:18	741	381	--------	-9999	-9999	0	----	S1
0:14:19	766	374	--------	-9999	-9999	1	----	S1
0:14:20	762	369	--------	-9999	-9999	2	----	S1
0:14:21	754	377	--------	-9999	-9999	3	----	S1
0:14:22	755	377	Fixation	759.25	374.25	4	----	S1
0:14:23	761	374	Fixation	759.6	374.2	5	----	S1
0:15:0	756	370	Fixation	759	373.5	6	----	S1
0:15:1	756	374	Fixation	758.571	373.571	7	----	S1
0:15:2	761	374	Fixation	758.875	373.625	8	----	S1
0:15:3	757	377	Fixation	758.667	374	9	----	S1
0:15:4	813	359	--------	-9999	-9999	0	----	S1
0:15:5	877	370	--------	-9999	-9999	1	----	S1
0:15:6	874	371	--------	-9999	-9999	2	----	S1
0:15:7	875	359	--------	-9999	-9999	3	----	S1
0:15:8	878	372	Fixation	876	368	4	----	S1
0:15:9	882	367	Fixation	877.2	367.8	5	----	S1
0:15:10	876	365	Fixation	877	367.333	6	----	S1
0:15:11	883	381	Fixation	877.857	369.286	7	----	S1
0:15:12	871	353	Fixation	877	367.25	8	----	S1
0:15:13	872	351	Fixation	876.444	365.444	9	----	S1
0:15:14	870	357	Fixation	875.8	364.6	10	----	S1
0:15:15	868	359	Fixation	875.091	364.091	11	----	S1
0:15:16	868	359	Fixation	874.5	363.667	12	----	S1
0:15:17	849	356	Fixation	872.538	363.077	13	----	S1
0:15:18	858	395	Fixation	871.5	365.357	14	----	S1
0:15:19	852	363	Fixation	870.2	365.2	15	----	S1
0:15:20	854	365	Fixation	869.188	365.188	16	----	S1
0:15:21	857	379	Fixation	868.471	366	17	----	S1
0:15:22	853	373	Fixation	867.611	366.389	18	----	S1
0:15:23	854	364	Fixation	866.895	366.263	19	----	S1
0:16:0	848	374	Fixation	865.95	366.65	20	----	S1
0:16:1	978	368	--------	-9999	-9999	0	----	S1
0:16:2	979	370	--------	-9999	-9999	1	----	S1
0:16:3	981	375	--------	-9999	-9999	2	----	S1
0:16:4	984	376	--------	-9999	-9999	3	----	S1
0:16:5	986	389	Fixation	982.5	377.5	4	----	S1
0:16:6	986	378	Fixation	983.2	377.6	5	----	S1
0:16:7	989	394	Fixation	984.167	380.333	6	----	S1
0:16:8	995	381	Fixation	985.714	380.429	7	----	S1
0:16:9	1029	397	--------	-9999	-9999	0	----	S1
0:16:10	1078	373	--------	-9999	-9999	1	----	S1
0:16:11	1074	382	--------	-9999	-9999	2	----	S1
0:16:12	1075	362	--------	-9999	-9999	3	----	S1
0:16:13	1073	376	Fixation	1075	373.25	4	----	S1
0:16:14	1070	373	Fixation	1074	373.2	5	----	S1
0:16:15	1081	384	Fixation	1075.17	375	6	----	S1
0:16:16	1079	384	Fixation	1075.71	376.286	7	----	S1
0:16:17	1134	400	--------	-9999	-9999	0	----	S1
0:16:18	1159	399	--------	-9999	-9999	1	----	S1
0:16:19	1155	409	--------	-9999	-9999	2	----	S1
0:16:20	1154	400	--------	-9999	-9999	3	----	S1
0:16:21	1159	390	Fixation	1156.75	399.5	4	----	S1
0:16:22	1154	397	Fixation	1156.2	399	5	----	S1
0:16:23	1144	386	Fixation	1154.17	396.833	6	----	S1
0:17:0	1195	385	Fixation	1160	395.143	7	----	S1
0:17:1	1234	382	--------	-9999	-9999	0	----	S1
0:17:2	1235	385	--------	-9999	-9999	1	----	S1
0:17:3	1241	394	--------	-9999	-9999	2	----	S1
0:17:4	1242	395	--------	-9999	-9999	3	----	S1
0:17:5	1245	396	Fixation	1240.75	392.5	4	----	S1
0:17:6	1241	391	Fixation	1240.8	392.2	5	----	S1
0:17:7	1245	387	Fixation	1241.5	391.333	6	----	S1
0:17:8	1243	389	Fixation	1241.71	391	7	----	S1
0:17:9	1242	387	Fixation	1241.75	390.5	8	----	S1
0:17:10	1308	386	--------	-9999	-9999	0	----	S1
0:17:11	1313	387	--------	-9999	-9999	1	----	S1
0:17:12	1320	394	--------	-9999	-9999	2	----	S1
0:17:13	1313	384	--------	-9999	-9999	3	----	S1
0:17:14	1324	407	Fixation	1317.5	393	4	----	S1
0:17:15	1322	392	Fixation	1318.4	392.8	5	----	S1
0:17:16	1324	404	Fixation	1319.33	394.667	6	----	S1
0:17:17	1342	409	Fixation	1322.57	396.714	7	----	S1
0:17:18	1385	403	--------	-9999	-9999	0	----	S1
0:17:19	1372	414	--------	-9999	-9999	1	----	S1
0:17:20	1368	398	--------	-9999	-9999	2	----	S1
0:17:21	1368	387	--------	-9999	-9999	3	----	S1
0:17:22	624	410	--------	-9999	-9999	0	----	S1
0:17:23	257	441	--------	-9999	-9999	1	----	S1
0:18:0	268	449	--------	-9999	-9999	2	----	S1
0:18:1	266	438	--------	-9999	-9999	3	----	S1
0:18:2	263	434	Fixation	263.5	440.5	4	----	S1
0:18:3	267	448	Fixation	264.2	442	5	----	S1
0:18:4	271	458	Fixation	265.333	444.667	6	----	S1
0:18:5	300	438	Fixation	270.286	443.714	7	----	S1
0:18:6	299	438	Fixation	273.875	443	8	----	S1
0:18:7	297	438	Fixation	276.444	442.444	9	----	S1
0:18:8	291	423	Fixation	277.9	440.5	10	----	S1
0:18:9	295	422	Fixation	279.455	438.818	11	----	S1
0:18:10	291	427	Fixation	280.417	437.833	12	----	S1
0:18:11	288	429	Fixation	281	437.154	13	----	S1
0:18:12	285	430	Fixation	281.286	436.643	14	----	S1
0:18:13	296	433	Fixation	282.267	436.4	15	----	S1
0:18:14	292	432	Fixation	282.875	436.125	16	----	S1
0:18:15	291	429	Fixation	283.353	435.706	17	----	S1
0:18:16	295	426	Fixation	284	435.167	18	----	S1
0:18:17	395	436	--------	-9999	-9999	0	----	S1
0:18:18	389	428	--------	-9999	-9999	1	----	S1
0:18:19	387	431	--------	-9999	-9999	2	----	S1
0:18:20	397	433	--------	-9999	-9999	3	----	S1
0:18:21	393	426	Fixation	391.5	429.5	4	----	S1
0:18:22	488	419	--------	-9999	-9999	0	----	S1
0:18:23	521	439	--------	-9999	-9999	1	----	S1
0:19:0	519	428	--------	-9999	-9999	2	----	S1
0:19:1	523	434	--------	-9999	-9999	3	----	S1
0:19:2	517	432	Fixation	520	433.25	4	----	S1
0:19:3	521	443	Fixation	520.2	435.2	5	----	S1
0:19:4	526	442	Fixation	521.167	436.333	6	----	S1
0:19:5	476	443	Fixation	514.714	437.286	7	----	S1
0:19:6	467	445	--------	-9999	-9999	0	----	S1
0:19:7	461	433	--------	-9999	-9999	1	----	S1
0:19:8	466	429	--------	-9999	-9999	2	----	S1
0:19:9	462	434	--------	-9999	-9999	3	----	S1
0:19:10	610	440	--------	-9999	-9999	0	----	S1
0:19:11	639	440	--------	-9999	-9999	1	----	S1
0:19:12	647	453	--------	-9999	-9999	2	----	S1
0:19:13	653	453	--------	-9999	-9999	3	----	S1
0:19:14	647	453	Fixation	646.5	449.75	4	----	S1
0:19:15	653	448	Fixation	647.8	449.4	5	----	S1
0:19:16	652	453	Fixation	648.5	450	6	----	S1
0:19:17	686	575	--------	-9999	-9999	0	----	S1
0:19:18	807	459	--------	-9999	-9999	1	----	S1
0:19:19	808	407	--------	-9999	-9999	2	----	S1
0:19:20	802	420	--------	-9999	-9999	3	----	S1
0:19:21	806	418	Fixation	805.75	426	4	----	S1
0:19:22	804	415	Fixation	805.4	423.8	5	----	S1
0:19:23	799	427	Fixation	804.333	424.333	6	----	S1
0:20:0	793	427	Fixation	802.714	424.714	7	----	S1
0:20:1	794	436	Fixation	801.625	426.125	8	----	S1
0:20:2	805	438	Fixation	802	427.444	9	----	S1
