# frameNo	x_coordinate(jpg, png, ...)	y_coordinate(jpg, png, ...)	fixation_or_not	fixation_centroid_x	fixation_centroid_y	fixation_duration	nearestWord	RetrievedDocument
0:0:13	345	245	--------	-9999	-9999	1	----	D2
0:0:14	354	233	--------	-9999	-9999	2	----	D2
0:0:15	410	245	--------	-9999	-9999	3	----	D2
0:0:16	410	245	Fixation	379.75	242	4	----	D2
0:0:17	440	266	--------	-9999	-9999	0	----	D2
0:0:18	440	266	--------	-9999	-9999	1	----	D2
0:0:19	411	252	--------	-9999	-9999	2	----	D2
0:0:20	468	430	--------	-9999	-9999	3	----	D2
0:0:21	439	409	--------	-9999	-9999	0	----	D2
0:0:22	487	385	--------	-9999	-9999	1	----	D2
0:0:23	445	286	--------	-9999	-9999	0	----	D2
0:1:0	435	284	--------	-9999	-9999	1	----	D2
0:1:1	505	332	--------	-9999	-9999	0	----	D2
0:1:2	470	279	--------	-9999	-9999	1	----	D2
0:1:3	429	268	--------	-9999	-9999	2	----	D2
0:1:4	459	292	--------	-9999	-9999	3	----	D2
0:1:5	513	329	--------	-9999	-9999	0	----	D2
0:1:6	456	278	--------	-9999	-9999	1	----	D2
0:1:7	458	265	--------	-9999	-9999	2	----	D2
0:1:8	460	259	--------	-9999	-9999	3	----	D2
0:1:9	429	230	Fixation	450.75	258	4	----	D2
0:1:10	456	259	Fixation	451.8	258.2	5	----	D2
0:1:11	496	313	--------	-9999	-9999	0	----	D2
0:1:12	435	228	--------	-9999	-9999	1	----	D2
0:1:13	431	225	--------	-9999	-9999	2	----	D2
0:1:14	417	207	--------	-9999	-9999	3	----	D2
0:1:15	431	198	Fixation	428.5	214.5	4	----	D2
0:1:16	400	128	--------	-9999	-9999	0	----	D2
0:1:17	424	178	--------	-9999	-9999	1	----	D2
0:1:18	447	221	--------	-9999	-9999	2	----	D2
0:1:19	441	207	--------	-9999	-9999	3	----	D2
0:1:20	469	255	--------	-9999	-9999	0	----	D2
0:1:21	456	243	--------	-9999	-9999	1	----	D2
0:1:22	455	218	--------	-9999	-9999	2	----	D2
0:1:23	493	270	--------	-9999	-9999	3	----	D2
0:2:0	422	129	--------	-9999	-9999	0	----	D2
0:2:1	502	217	--------	-9999	-9999	1	----	D2
0:2:2	471	209	--------	-9999	-9999	2	----	D2
0:2:3	488	239	--------	-9999	-9999	3	----	D2
0:2:4	471	238	Fixation	483	225.75	4	----	D2
0:2:5	482	259	Fixation	482.8	232.4	5	----	D2
0:2:6	515	265	Fixation	488.167	237.833	6	----	D2
0:2:7	469	261	Fixation	485.429	241.143	7	----	D2
0:2:8	408	166	--------	-9999	-9999	0	----	D2
0:2:9	443	198	--------	-9999	-9999	1	----	D2
0:2:10	441	210	--------	-9999	-9999	2	----	D2
0:2:11	449	210	--------	-9999	-9999	3	----	D2
0:2:12	395	164	--------	-9999	-9999	0	----	D2
0:2:13	442	220	--------	-9999	-9999	1	----	D2
0:2:14	467	228	--------	-9999	-9999	2	----	D2
0:2:15	484	246	--------	-9999	-9999	3	----	D2
0:2:16	472	211	Fixation	466.25	226.25	4	----	D2
0:2:17	436	174	--------	-9999	-9999	0	----	D2
0:2:18	398	143	--------	-9999	-9999	1	----	D2
0:2:19	480	204	--------	-9999	-9999	0	----	D2
0:2:20	542	312	--------	-9999	-9999	1	----	D2
0:2:21	543	334	--------	-9999	-9999	2	----	D2
0:2:22	508	350	--------	-9999	-9999	3	----	D2
