# frameNo	x_coordinate(jpg, png, ...)	y_coordinate(jpg, png, ...)	fixation_or_not	fixation_centroid_x	fixation_centroid_y	fixation_duration	nearestWord	RetrievedDocument
0:0:13	-9999	-9999	--------	-9999	-9999	1	----	D1
0:0:14	-9999	-9999	--------	-9999	-9999	2	----	D1
0:0:15	-9999	-9999	--------	-9999	-9999	3	----	D1
0:0:16	-9999	-9999	Fixation	-9999	-9999	4	----	D1
0:0:17	-9999	-9999	Fixation	-9999	-9999	5	----	D1
0:0:18	-9999	-9999	Fixation	-9999	-9999	6	----	D1
0:0:19	5	208	--------	-9999	-9999	0	----	D1
0:0:20	-9999	-9999	--------	-9999	-9999	1	----	D1
0:0:21	-9999	-9999	--------	-9999	-9999	2	----	D1
0:0:22	70	163	--------	-9999	-9999	3	----	D1
0:0:23	63	149	--------	-9999	-9999	0	----	D1
0:1:0	54	138	--------	-9999	-9999	1	----	D1
0:1:1	91	141	--------	-9999	-9999	2	----	D1
0:1:2	89	111	--------	-9999	-9999	3	----	D1
0:1:3	55	136	Fixation	72.25	131.5	4	----	D1
0:1:4	110	133	Fixation	79.8	131.8	5	----	D1
0:1:5	99	137	Fixation	83	132.667	6	----	D1
0:1:6	100	149	Fixation	85.4286	135	7	----	D1
0:1:7	124	212	--------	-9999	-9999	0	----	D1
0:1:8	-9999	-9999	--------	-9999	-9999	1	----	D1
0:1:9	130	220	--------	-9999	-9999	0	----	D1
0:1:10	131	212	--------	-9999	-9999	1	----	D1
0:1:11	129	178	--------	-9999	-9999	2	----	D1
0:1:12	131	178	--------	-9999	-9999	3	----	D1
0:1:13	110	164	Fixation	125.25	183	4	----	D1
0:1:14	95	157	Fixation	119.2	177.8	5	----	D1
0:1:15	115	145	--------	-9999	-9999	0	----	D1
0:1:16	112	154	--------	-9999	-9999	1	----	D1
0:1:17	88	128	--------	-9999	-9999	2	----	D1
0:1:18	105	142	--------	-9999	-9999	3	----	D1
0:1:19	226	157	--------	-9999	-9999	0	----	D1
0:1:20	217	155	--------	-9999	-9999	1	----	D1
0:1:21	219	146	--------	-9999	-9999	2	----	D1
0:1:22	214	133	--------	-9999	-9999	3	----	D1
0:1:23	210	138	Fixation	215	143	4	----	D1
0:2:0	209	133	Fixation	213.8	141	5	----	D1
