# frameNo	x_coordinate(jpg, png, ...)	y_coordinate(jpg, png, ...)	fixation_or_not	fixation_centroid_x	fixation_centroid_y	fixation_duration	nearestWord	RetrievedDocument
0:7:22	-9999	-9999	--------	-9999	-9999	1	----	D2
0:7:23	335	174	--------	-9999	-9999	0	----	D2
0:8:0	346	228	--------	-9999	-9999	1	----	D2
0:8:1	229	266	--------	-9999	-9999	0	----	D2
0:8:2	219	306	--------	-9999	-9999	1	----	D2
0:8:3	234	319	--------	-9999	-9999	2	----	D2
0:8:4	241	342	--------	-9999	-9999	3	----	D2
0:8:5	371	281	--------	-9999	-9999	0	----	D2
0:8:6	194	359	--------	-9999	-9999	1	----	D2
0:8:7	310	288	--------	-9999	-9999	0	----	D2
0:8:8	346	287	--------	-9999	-9999	1	----	D2
0:8:9	306	319	--------	-9999	-9999	2	----	D2
0:8:10	-9999	-9999	--------	-9999	-9999	3	----	D2
0:8:11	-9999	-9999	--------	-9999	-9999	0	----	D2
0:8:12	427	345	--------	-9999	-9999	1	----	D2
0:8:13	361	252	--------	-9999	-9999	0	----	D2
0:8:14	341	231	--------	-9999	-9999	1	----	D2
0:8:15	304	276	--------	-9999	-9999	2	----	D2
0:8:16	262	331	--------	-9999	-9999	3	----	D2
0:8:17	282	319	--------	-9999	-9999	0	----	D2
0:8:18	285	409	--------	-9999	-9999	1	----	D2
0:8:19	279	405	--------	-9999	-9999	2	----	D2
0:8:20	266	371	--------	-9999	-9999	3	----	D2
0:8:21	222	310	--------	-9999	-9999	0	----	D2
0:8:22	216	322	--------	-9999	-9999	1	----	D2
0:8:23	270	367	--------	-9999	-9999	2	----	D2
0:9:0	271	337	--------	-9999	-9999	3	----	D2
0:9:1	259	354	--------	-9999	-9999	0	----	D2
0:9:2	255	361	--------	-9999	-9999	1	----	D2
0:9:3	415	188	--------	-9999	-9999	0	----	D2
0:9:4	427	253	--------	-9999	-9999	1	----	D2
0:9:5	427	247	--------	-9999	-9999	2	----	D2
0:9:6	218	344	--------	-9999	-9999	3	----	D2
0:9:7	-9999	-9999	--------	-9999	-9999	0	----	D2
0:9:8	474	350	--------	-9999	-9999	1	----	D2
0:9:9	461	303	--------	-9999	-9999	2	----	D2
0:9:10	479	271	--------	-9999	-9999	3	----	D2
0:9:11	479	271	--------	-9999	-9999	0	----	D2
0:9:12	466	231	--------	-9999	-9999	1	----	D2
0:9:13	416	194	--------	-9999	-9999	2	----	D2
0:9:14	425	251	--------	-9999	-9999	3	----	D2
0:9:15	410	258	--------	-9999	-9999	0	----	D2
0:9:16	408	246	--------	-9999	-9999	1	----	D2
0:9:17	423	288	--------	-9999	-9999	2	----	D2
0:9:18	365	388	--------	-9999	-9999	3	----	D2
0:9:19	383	374	--------	-9999	-9999	0	----	D2
0:9:20	520	283	--------	-9999	-9999	1	----	D2
0:9:21	504	231	--------	-9999	-9999	2	----	D2
0:9:22	495	257	--------	-9999	-9999	3	----	D2
0:9:23	-9999	-9999	--------	-9999	-9999	0	----	D2
0:10:0	-9999	-9999	--------	-9999	-9999	1	----	D2
0:10:1	-9999	-9999	--------	-9999	-9999	2	----	D2
0:10:2	551	421	--------	-9999	-9999	3	----	D2
0:10:3	612	290	--------	-9999	-9999	0	----	D2
0:10:4	584	248	--------	-9999	-9999	1	----	D2
0:10:5	571	252	--------	-9999	-9999	2	----	
0:10:6	576	271	--------	-9999	-9999	3	----	D2
0:10:7	584	263	Fixation	578.75	258.5	4	----	D2
0:10:8	581	272	Fixation	579.2	261.2	5	----	D2
0:10:9	597	290	Fixation	582.167	266	6	----	D2
0:10:10	660	310	--------	-9999	-9999	0	----	D2
0:10:11	667	283	--------	-9999	-9999	1	----	D2
0:10:12	661	266	--------	-9999	-9999	2	----	D2
0:10:13	661	266	--------	-9999	-9999	3	----	D2
0:10:14	670	299	Fixation	664.75	278.5	4	----	D2
0:10:15	666	312	Fixation	665	285.2	5	----	D2
0:10:16	670	313	Fixation	665.833	289.833	6	----	D2
0:10:17	672	317	Fixation	666.714	293.714	7	----	D2
0:10:18	819	329	--------	-9999	-9999	0	----	D2
0:10:19	817	321	--------	-9999	-9999	1	----	D2
0:10:20	817	321	--------	-9999	-9999	2	----	D2
0:10:21	798	306	--------	-9999	-9999	3	----	D2
0:10:22	787	305	Fixation	804.75	313.25	4	----	D2
0:10:23	820	318	Fixation	807.8	314.2	5	----	D2
0:11:0	836	287	Fixation	812.5	309.667	6	----	D2
0:11:1	848	288	Fixation	817.571	306.571	7	----	D2
0:11:2	820	292	Fixation	817.875	304.75	8	----	D2
0:11:3	800	313	Fixation	815.889	305.667	9	----	D2
0:11:4	800	307	Fixation	814.3	305.8	10	----	D2
0:11:5	953	319	--------	-9999	-9999	0	----	D2
0:11:6	-9999	-9999	--------	-9999	-9999	1	----	D2
0:11:7	929	306	--------	-9999	-9999	0	----	D2
0:11:8	929	306	--------	-9999	-9999	1	----	D2
0:11:9	948	308	--------	-9999	-9999	2	----	
0:11:10	517	298	--------	-9999	-9999	3	----	D2
0:11:11	426	335	--------	-9999	-9999	0	----	D2
0:11:12	336	334	--------	-9999	-9999	1	----	D2
0:11:13	337	322	--------	-9999	-9999	2	----	D2
0:11:14	426	234	--------	-9999	-9999	3	----	D2
0:11:15	398	260	--------	-9999	-9999	0	----	D2
0:11:16	405	288	--------	-9999	-9999	1	----	D2
0:11:17	412	200	--------	-9999	-9999	0	----	D2
0:11:18	259	282	--------	-9999	-9999	1	----	D2
0:11:19	170	455	--------	-9999	-9999	0	----	D2
0:11:20	49	390	--------	-9999	-9999	1	----	D2
0:11:21	261	528	--------	-9999	-9999	0	----	D2
0:11:22	52	385	--------	-9999	-9999	1	----	D2
0:11:23	189	277	--------	-9999	-9999	0	----	D2
0:12:0	319	538	--------	-9999	-9999	1	----	D2
0:12:1	263	275	--------	-9999	-9999	0	----	
0:12:2	262	274	--------	-9999	-9999	1	----	D2
0:12:3	252	281	--------	-9999	-9999	2	----	D2
0:12:4	123	360	--------	-9999	-9999	3	----	D2
0:12:5	277	415	--------	-9999	-9999	0	----	D2
0:12:6	327	326	--------	-9999	-9999	1	----	D2
0:12:7	214	311	--------	-9999	-9999	0	----	D2
0:12:8	212	550	--------	-9999	-9999	1	----	D2
0:12:9	80	319	--------	-9999	-9999	0	----	D2
0:12:10	164	297	--------	-9999	-9999	1	----	D2
0:12:11	181	321	--------	-9999	-9999	2	----	D2
0:12:12	153	290	--------	-9999	-9999	3	----	D2
0:12:13	19	410	--------	-9999	-9999	0	----	D2
0:12:14	110	412	--------	-9999	-9999	1	----	D2
0:12:15	229	358	--------	-9999	-9999	0	----	
0:12:16	190	321	--------	-9999	-9999	1	----	
0:12:17	242	293	--------	-9999	-9999	2	----	
0:12:18	221	293	--------	-9999	-9999	3	----	D2
0:12:19	283	278	--------	-9999	-9999	0	----	D2
0:12:20	327	315	--------	-9999	-9999	1	----	D2
0:12:21	325	315	--------	-9999	-9999	2	----	D2
0:12:22	321	319	--------	-9999	-9999	3	----	D2
0:12:23	323	315	Fixation	324	316	4	----	
0:13:0	204	344	--------	-9999	-9999	0	----	D2
0:13:1	209	373	--------	-9999	-9999	1	----	D2
0:13:2	294	315	--------	-9999	-9999	0	----	D2
0:13:3	335	284	--------	-9999	-9999	1	----	D2
0:13:4	332	279	--------	-9999	-9999	2	----	D2
0:13:5	278	307	--------	-9999	-9999	3	----	D2
0:13:6	303	552	--------	-9999	-9999	0	----	D2
0:13:7	308	548	--------	-9999	-9999	1	----	D2
0:13:8	303	551	--------	-9999	-9999	2	----	D2
0:13:9	264	286	--------	-9999	-9999	3	----	D2
0:13:10	190	342	--------	-9999	-9999	0	----	D2
0:13:11	-9999	-9999	--------	-9999	-9999	1	----	D2
0:13:12	-9999	-9999	--------	-9999	-9999	2	----	D2
0:13:13	386	421	--------	-9999	-9999	3	----	D2
0:13:14	322	270	--------	-9999	-9999	0	----	D2
0:13:15	305	254	--------	-9999	-9999	1	----	D2
0:13:16	305	254	--------	-9999	-9999	2	----	D2
0:13:17	221	359	--------	-9999	-9999	3	----	D2
0:13:18	212	346	--------	-9999	-9999	0	----	D2
0:13:19	237	330	--------	-9999	-9999	1	----	D2
0:13:20	254	318	--------	-9999	-9999	2	----	D2
0:13:21	259	373	--------	-9999	-9999	3	----	D2
0:13:22	246	350	Fixation	249	342.75	4	----	D2
0:13:23	274	372	Fixation	254	348.6	5	----	D2
0:14:0	427	274	--------	-9999	-9999	0	----	D2
0:14:1	420	257	--------	-9999	-9999	1	----	D2
0:14:2	431	225	--------	-9999	-9999	2	----	D2
0:14:3	442	227	--------	-9999	-9999	3	----	D2
0:14:4	442	227	Fixation	433.75	234	4	----	D2
0:14:5	431	190	Fixation	433.2	225.2	5	----	D2
0:14:6	434	239	Fixation	433.333	227.5	6	----	D2
0:14:7	454	234	Fixation	436.286	228.429	7	----	D2
0:14:8	449	265	--------	-9999	-9999	0	----	D2
0:14:9	461	283	--------	-9999	-9999	1	----	D2
0:14:10	471	282	--------	-9999	-9999	2	----	D2
0:14:11	484	273	--------	-9999	-9999	3	----	D2
0:14:12	489	254	Fixation	476.25	273	4	----	D2
0:14:13	487	280	Fixation	478.4	274.4	5	----	D2
0:14:14	501	291	Fixation	482.167	277.167	6	----	D2
0:14:15	510	279	Fixation	486.143	277.429	7	----	D2
0:14:16	537	320	--------	-9999	-9999	0	----	D2
0:14:17	567	285	--------	-9999	-9999	1	----	D2
0:14:18	562	311	--------	-9999	-9999	2	----	D2
0:14:19	-9999	-9999	--------	-9999	-9999	3	----	D2
0:14:20	-9999	-9999	--------	-9999	-9999	0	----	D2
0:14:21	722	559	--------	-9999	-9999	1	----	D2
0:14:22	565	338	--------	-9999	-9999	0	----	D2
0:14:23	534	332	--------	-9999	-9999	1	----	D2
0:15:0	548	294	--------	-9999	-9999	2	----	D2
0:15:1	574	278	--------	-9999	-9999	3	----	D2
0:15:2	619	303	--------	-9999	-9999	0	----	D2
0:15:3	555	280	--------	-9999	-9999	1	----	D2
0:15:4	-9999	-9999	--------	-9999	-9999	0	----	D2
0:15:5	-9999	-9999	--------	-9999	-9999	1	----	D2
0:15:6	492	329	--------	-9999	-9999	0	----	D2
0:15:7	494	157	--------	-9999	-9999	1	----	D2
0:15:8	539	228	--------	-9999	-9999	0	----	D2
0:15:9	526	234	--------	-9999	-9999	1	----	D2
0:15:10	508	258	--------	-9999	-9999	2	----	D2
0:15:11	522	275	--------	-9999	-9999	3	----	D2
0:15:12	538	306	--------	-9999	-9999	0	----	D2
0:15:13	553	313	--------	-9999	-9999	1	----	D2
0:15:14	552	331	--------	-9999	-9999	2	----	D2
0:15:15	554	289	--------	-9999	-9999	3	----	D2
0:15:16	559	309	Fixation	554.5	310.5	4	----	D2
0:15:17	546	320	Fixation	552.8	312.4	5	----	D2
0:15:18	552	310	Fixation	552.667	312	6	----	D2
0:15:19	654	330	--------	-9999	-9999	0	----	D2
0:15:20	670	311	--------	-9999	-9999	1	----	D2
0:15:21	670	309	--------	-9999	-9999	2	----	D2
0:15:22	668	309	--------	-9999	-9999	3	----	D2
0:15:23	727	307	--------	-9999	-9999	0	----	D2
0:16:0	661	369	--------	-9999	-9999	1	----	D2
0:16:1	702	344	--------	-9999	-9999	2	----	D2
0:16:2	608	268	--------	-9999	-9999	3	----	D2
0:16:3	608	268	--------	-9999	-9999	0	----	D2
0:16:4	537	291	--------	-9999	-9999	1	----	D2
0:16:5	537	277	--------	-9999	-9999	2	----	D2
0:16:6	539	277	--------	-9999	-9999	3	----	D2
0:16:7	524	287	Fixation	534.25	283	4	----	D2
0:16:8	524	287	Fixation	532.2	283.8	5	----	D2
0:16:9	537	272	Fixation	533	281.833	6	----	D2
0:16:10	530	274	Fixation	532.571	280.714	7	----	D2
0:16:11	528	276	Fixation	532	280.125	8	----	D2
0:16:12	525	265	Fixation	531.222	278.444	9	----	D2
0:16:13	535	269	Fixation	531.6	277.5	10	----	D2
0:16:14	490	244	--------	-9999	-9999	0	----	D2
0:16:15	494	256	--------	-9999	-9999	1	----	D2
0:16:16	431	271	--------	-9999	-9999	2	----	D2
0:16:17	491	229	--------	-9999	-9999	3	----	D2
0:16:18	459	240	--------	-9999	-9999	0	----	D2
0:16:19	466	222	--------	-9999	-9999	1	----	
0:16:20	430	245	--------	-9999	-9999	2	----	D2
0:16:21	495	189	--------	-9999	-9999	3	----	D2
0:16:22	447	209	--------	-9999	-9999	0	----	D2
0:16:23	446	167	--------	-9999	-9999	1	----	D2
0:17:0	356	250	--------	-9999	-9999	0	----	D2
0:17:1	361	239	--------	-9999	-9999	1	----	D2
0:17:2	329	239	--------	-9999	-9999	2	----	D2
0:17:3	388	233	--------	-9999	-9999	3	----	D2
0:17:4	430	171	--------	-9999	-9999	0	----	D2
0:17:5	442	166	--------	-9999	-9999	1	----	D2
0:17:6	342	197	--------	-9999	-9999	0	----	D2
0:17:7	284	344	--------	-9999	-9999	1	----	D2
0:17:8	-9999	-9999	--------	-9999	-9999	0	----	D2
0:17:9	-9999	-9999	--------	-9999	-9999	1	----	D2
0:17:10	-9999	-9999	--------	-9999	-9999	2	----	D2
0:17:11	530	203	--------	-9999	-9999	3	----	D2
0:17:12	509	208	--------	-9999	-9999	0	----	D2
0:17:13	392	263	--------	-9999	-9999	1	----	D2
0:17:14	455	212	--------	-9999	-9999	0	----	D2
0:17:15	385	231	--------	-9999	-9999	1	----	D2
0:17:16	430	218	--------	-9999	-9999	2	----	D2
0:17:17	494	30	--------	-9999	-9999	3	----	D2
0:17:18	495	21	--------	-9999	-9999	0	----	D2
0:17:19	-9999	-9999	--------	-9999	-9999	1	----	D2
0:17:20	-9999	-9999	--------	-9999	-9999	2	----	D2
0:17:21	-9999	-9999	--------	-9999	-9999	3	----	D2
0:17:22	-9999	-9999	Fixation	-9999	-9999	4	----	D2
0:17:23	-9999	-9999	Fixation	-9999	-9999	5	----	D2
0:18:0	-9999	-9999	Fixation	-9999	-9999	6	----	D2
0:18:1	-9999	-9999	Fixation	-9999	-9999	7	----	D2
0:18:2	-9999	-9999	Fixation	-9999	-9999	8	----	D2
0:18:3	-9999	-9999	Fixation	-9999	-9999	9	----	D2
0:18:4	-9999	-9999	Fixation	-9999	-9999	10	----	D2
0:18:5	484	229	--------	-9999	-9999	0	----	D2
0:18:6	463	213	--------	-9999	-9999	1	----	D2
0:18:7	351	267	--------	-9999	-9999	0	----	D2
0:18:8	386	263	--------	-9999	-9999	1	----	D2
0:18:9	352	300	--------	-9999	-9999	2	----	D2
0:18:10	809	401	--------	-9999	-9999	3	----	D2
0:18:11	962	461	--------	-9999	-9999	0	----	D2
0:18:12	1004	518	--------	-9999	-9999	1	----	D2
0:18:13	1002	508	--------	-9999	-9999	2	----	D2
0:18:14	892	362	--------	-9999	-9999	3	----	D2
0:18:15	1012	302	--------	-9999	-9999	0	----	D2
0:18:16	1014	376	--------	-9999	-9999	1	----	D2
0:18:17	1033	356	--------	-9999	-9999	2	----	D2
0:18:18	920	324	--------	-9999	-9999	3	----	D2
0:18:19	820	315	--------	-9999	-9999	0	----	D2
0:18:20	834	335	--------	-9999	-9999	1	----	D2
0:18:21	822	319	--------	-9999	-9999	2	----	D2
0:18:22	822	306	--------	-9999	-9999	3	----	D2
0:18:23	813	249	--------	-9999	-9999	0	----	D2
0:19:0	830	254	--------	-9999	-9999	1	----	D2
0:19:1	884	290	--------	-9999	-9999	2	----	D2
0:19:2	1096	353	--------	-9999	-9999	3	----	D2
0:19:3	1057	308	--------	-9999	-9999	0	----	D2
0:19:4	1115	325	--------	-9999	-9999	1	----	D2
0:19:5	972	266	--------	-9999	-9999	0	----	D2
0:19:6	1068	285	--------	-9999	-9999	1	----	D2
0:19:7	1076	296	--------	-9999	-9999	2	----	D2
0:19:8	1130	295	--------	-9999	-9999	3	----	D2
0:19:9	1115	318	Fixation	1097.25	298.5	4	----	D2
0:19:10	1080	287	Fixation	1093.8	296.2	5	----	D2
0:19:11	1127	291	Fixation	1099.33	295.333	6	----	D2
0:19:12	1261	391	--------	-9999	-9999	0	----	D2
0:19:13	1151	169	--------	-9999	-9999	1	----	D2
0:19:14	1118	168	--------	-9999	-9999	2	----	D2
0:19:15	1115	167	--------	-9999	-9999	3	----	D2
0:19:16	1309	333	--------	-9999	-9999	0	----	D2
0:19:17	1242	398	--------	-9999	-9999	1	----	D2
0:19:18	1134	170	--------	-9999	-9999	0	----	D2
0:19:19	1241	376	--------	-9999	-9999	1	----	D2
0:19:20	1061	329	--------	-9999	-9999	0	----	D2
0:19:21	1037	306	--------	-9999	-9999	1	----	D2
0:19:22	1038	301	--------	-9999	-9999	2	----	D2
0:19:23	1094	295	--------	-9999	-9999	3	----	D2
0:20:0	1060	296	Fixation	1057.25	299.5	4	----	D2
0:20:1	1075	285	Fixation	1060.8	296.6	5	----	D2
0:20:2	1075	354	--------	-9999	-9999	0	----	D2
0:20:3	1082	288	--------	-9999	-9999	1	----	D2
0:20:4	1123	301	--------	-9999	-9999	2	----	D2
0:20:5	1183	353	--------	-9999	-9999	3	----	D2
0:20:6	1266	346	--------	-9999	-9999	0	----	D2
0:20:7	1259	344	--------	-9999	-9999	1	----	D2
0:20:8	1184	324	--------	-9999	-9999	2	----	D2
0:20:9	1217	309	--------	-9999	-9999	3	----	D2
0:20:10	1162	406	--------	-9999	-9999	0	----	D2
0:20:11	1118	282	--------	-9999	-9999	1	----	D2
0:20:12	1400	528	--------	-9999	-9999	0	----	D2
0:20:13	1206	195	--------	-9999	-9999	1	----	D2
0:20:14	1206	183	--------	-9999	-9999	2	----	D2
0:20:15	1213	186	--------	-9999	-9999	3	----	D2
0:20:16	1539	393	--------	-9999	-9999	0	----	D2
