# frameNo	x_coordinate(jpg, png, ...)	y_coordinate(jpg, png, ...)	fixation_or_not	fixation_centroid_x	fixation_centroid_y	fixation_duration	nearestWord	RetrievedDocument
0:0:13	-1	-1	--------	-9999	-9999	2	----	D2
0:0:14	-1	-1	Fixation	-0.5	-0.5	4	----	
0:0:15	-1	-1	Fixation	-0.5	-0.5	6	----	
0:0:16	-1	-1	Fixation	-0.5	-0.5	8	----	
0:0:17	-1	-1	Fixation	-0.5	-0.5	10	----	D2
0:0:18	-1	-1	Fixation	-0.5	-0.5	12	----	D2
0:0:19	148	213	--------	-9999	-9999	0	----	D2
0:0:20	148	205	--------	-9999	-9999	1	----	D2
0:0:21	152	213	--------	-9999	-9999	2	----	
0:0:22	245	197	--------	-9999	-9999	3	----	
0:0:23	224	149	--------	-9999	-9999	0	----	D2
0:1:0	216	153	--------	-9999	-9999	1	----	D2
0:1:1	225	162	--------	-9999	-9999	2	----	D2
0:1:2	224	149	--------	-9999	-9999	3	----	
0:1:3	229	150	Fixation	223.5	153.5	4	----	
0:1:4	195	177	Fixation	217.8	158.2	5	----	
0:1:5	190	164	Fixation	213.167	159.167	6	----	
0:1:6	199	165	Fixation	211.143	160	7	----	
0:1:7	203	173	Fixation	210.125	161.625	8	----	
0:1:8	195	169	Fixation	208.444	162.444	9	----	
0:1:9	199	156	Fixation	207.5	161.8	10	----	
0:1:10	199	173	Fixation	206.727	162.818	11	----	
0:1:11	207	148	Fixation	206.75	161.583	12	----	
0:1:12	258	145	--------	-9999	-9999	0	----	D2
0:1:13	249	145	--------	-9999	-9999	1	----	
0:1:14	254	149	--------	-9999	-9999	2	----	
0:1:15	258	149	--------	-9999	-9999	3	----	
0:1:16	267	154	Fixation	257	149.25	4	----	D2
0:1:17	262	145	Fixation	258	148.4	5	----	
0:1:18	335	172	--------	-9999	-9999	0	----	
0:1:19	349	154	--------	-9999	-9999	1	----	
0:1:20	347	167	--------	-9999	-9999	2	----	
0:1:21	342	163	--------	-9999	-9999	3	----	
0:1:22	350	158	Fixation	347	160.5	4	----	
0:1:23	464	288	--------	-9999	-9999	0	----	D2
0:2:0	464	284	--------	-9999	-9999	1	----	
0:2:1	619	289	--------	-9999	-9999	0	----	
0:2:2	623	289	--------	-9999	-9999	1	----	D2
0:2:3	630	289	--------	-9999	-9999	2	----	
0:2:4	630	289	--------	-9999	-9999	3	----	
0:2:5	627	285	Fixation	627.5	288	4	----	D2
0:2:6	627	292	Fixation	627.4	288.8	5	----	
