# frameNo	x_coordinate(jpg, png, ...)	y_coordinate(jpg, png, ...)	fixation_or_not	fixation_centroid_x	fixation_centroid_y	fixation_duration	nearestWord	RetrievedDocument
0:5:1	-9999	-9999	--------	-9999	-9999	1	----	S2
0:5:2	926	225	--------	-9999	-9999	0	----	S2
0:5:3	932	152	--------	-9999	-9999	1	----	S2
0:5:4	920	215	--------	-9999	-9999	2	----	S2
0:5:5	926	246	--------	-9999	-9999	3	----	S2
0:5:6	926	213	--------	-9999	-9999	0	----	S2
0:5:7	921	194	--------	-9999	-9999	1	----	S2
0:5:8	942	232	--------	-9999	-9999	2	----	S2
0:5:9	928	276	--------	-9999	-9999	3	----	S2
0:5:10	926	155	--------	-9999	-9999	0	----	S2
0:5:11	919	239	--------	-9999	-9999	1	----	S2
0:5:12	971	228	--------	-9999	-9999	2	----	S2
0:5:13	982	169	--------	-9999	-9999	3	----	S2
0:5:14	985	218	--------	-9999	-9999	0	----	S2
0:5:15	979	198	--------	-9999	-9999	1	----	S2
0:5:16	991	320	--------	-9999	-9999	0	----	S2
0:5:17	959	257	--------	-9999	-9999	1	----	S2
0:5:18	1000	238	--------	-9999	-9999	2	----	S2
0:5:19	1021	225	--------	-9999	-9999	3	----	S2
0:5:20	1000	175	--------	-9999	-9999	0	----	S2
0:5:21	1019	121	--------	-9999	-9999	1	----	S2
0:5:22	1030	146	--------	-9999	-9999	2	----	S2
0:5:23	1040	101	--------	-9999	-9999	3	----	S2
0:6:0	1021	209	--------	-9999	-9999	0	----	S2
0:6:1	998	177	--------	-9999	-9999	1	----	S2
0:6:2	965	197	--------	-9999	-9999	2	----	S2
0:6:3	958	190	--------	-9999	-9999	3	----	S2
0:6:4	970	141	Fixation	972.75	176.25	4	----	S2
0:6:5	977	205	--------	-9999	-9999	0	----	S2
0:6:6	988	183	--------	-9999	-9999	1	----	S2
0:6:7	988	227	--------	-9999	-9999	2	----	S2
0:6:8	1030	148	--------	-9999	-9999	3	----	S2
0:6:9	1020	188	--------	-9999	-9999	0	----	S2
0:6:10	1034	148	--------	-9999	-9999	1	----	S2
0:6:11	987	270	--------	-9999	-9999	0	----	S2
0:6:12	-9999	-9999	--------	-9999	-9999	1	----	S2
0:6:13	936	88	--------	-9999	-9999	0	----	S2
0:6:14	974	261	--------	-9999	-9999	1	----	S2
0:6:15	973	213	--------	-9999	-9999	2	----	S2
0:6:16	963	216	--------	-9999	-9999	3	----	S2
0:6:17	1001	163	--------	-9999	-9999	0	----	S2
0:6:18	995	203	--------	-9999	-9999	1	----	S2
0:6:19	1003	175	--------	-9999	-9999	2	----	S2
0:6:20	993	205	--------	-9999	-9999	3	----	S2
0:6:21	990	124	--------	-9999	-9999	0	----	S2
0:6:22	992	125	--------	-9999	-9999	1	----	S2
0:6:23	1003	249	--------	-9999	-9999	0	----	S2
0:7:0	998	225	--------	-9999	-9999	1	----	S2
0:7:1	1030	60	--------	-9999	-9999	0	----	S2
0:7:2	1011	185	--------	-9999	-9999	1	----	S2
0:7:3	997	158	--------	-9999	-9999	2	----	S2
0:7:4	981	190	--------	-9999	-9999	3	----	S2
0:7:5	974	233	--------	-9999	-9999	0	----	S2
0:7:6	974	233	--------	-9999	-9999	1	----	S2
0:7:7	677	2473	--------	-9999	-9999	0	----	S2
0:7:8	1009	243	--------	-9999	-9999	1	----	S2
0:7:9	1004	213	--------	-9999	-9999	2	----	S2
0:7:10	978	206	--------	-9999	-9999	3	----	S2
0:7:11	977	33	--------	-9999	-9999	0	----	S2
0:7:12	985	145	--------	-9999	-9999	1	----	S2
0:7:13	995	217	--------	-9999	-9999	2	----	S2
0:7:14	997	189	--------	-9999	-9999	3	----	S2
0:7:15	995	217	--------	-9999	-9999	0	----	S2
0:7:16	981	196	--------	-9999	-9999	1	----	S2
0:7:17	989	238	--------	-9999	-9999	2	----	S2
0:7:18	1094	111	--------	-9999	-9999	3	----	S2
0:7:19	1122	97	--------	-9999	-9999	0	----	S2
0:7:20	1092	142	--------	-9999	-9999	1	----	S2
0:7:21	1098	160	--------	-9999	-9999	2	----	S2
0:7:22	1111	171	--------	-9999	-9999	3	----	S2
0:7:23	1147	274	--------	-9999	-9999	0	----	S2
0:8:0	1158	213	--------	-9999	-9999	1	----	S2
0:8:1	1167	227	--------	-9999	-9999	2	----	S2
0:8:2	1164	220	--------	-9999	-9999	3	----	S2
0:8:3	1162	185	Fixation	1162.75	211.25	4	----	S2
0:8:4	1142	257	--------	-9999	-9999	0	----	S2
0:8:5	1127	217	--------	-9999	-9999	1	----	S2
0:8:6	1132	220	--------	-9999	-9999	2	----	S2
0:8:7	1159	220	--------	-9999	-9999	3	----	S2
0:8:8	1145	244	Fixation	1140.75	225.25	4	----	S2
0:8:9	1154	191	Fixation	1143.4	218.4	5	----	S2
0:8:10	1279	160	--------	-9999	-9999	0	----	S2
0:8:11	1248	229	--------	-9999	-9999	1	----	S2
0:8:12	1275	182	--------	-9999	-9999	2	----	S2
0:8:13	1265	176	--------	-9999	-9999	3	----	S2
0:8:14	1237	216	Fixation	1256.25	200.75	4	----	S2
0:8:15	1269	172	Fixation	1258.8	195	5	----	S2
0:8:16	1263	180	Fixation	1259.5	192.5	6	----	S2
0:8:17	1276	166	--------	-9999	-9999	0	----	S2
0:8:18	1279	155	--------	-9999	-9999	1	----	S2
0:8:19	1282	117	--------	-9999	-9999	2	----	S2
0:8:20	1300	162	--------	-9999	-9999	3	----	S2
0:8:21	1252	255	--------	-9999	-9999	0	----	S2
0:8:22	1261	248	--------	-9999	-9999	1	----	S2
0:8:23	1304	180	--------	-9999	-9999	0	----	S2
0:9:0	1278	222	--------	-9999	-9999	1	----	S2
0:9:1	1287	183	--------	-9999	-9999	2	----	S2
0:9:2	1277	227	--------	-9999	-9999	3	----	S2
0:9:3	1257	250	Fixation	1274.75	220.5	4	----	S2
0:9:4	1287	212	Fixation	1277.2	218.8	5	----	S2
0:9:5	1304	189	--------	-9999	-9999	0	----	S2
0:9:6	-9999	-9999	--------	-9999	-9999	1	----	S2
0:9:7	1299	200	--------	-9999	-9999	0	----	S2
0:9:8	1298	202	--------	-9999	-9999	1	----	S2
0:9:9	1300	196	--------	-9999	-9999	2	----	S2
0:9:10	1350	210	--------	-9999	-9999	3	----	S2
0:9:11	1335	256	--------	-9999	-9999	0	----	S2
0:9:12	1362	207	--------	-9999	-9999	1	----	S2
0:9:13	1365	205	--------	-9999	-9999	2	----	S2
0:9:14	1358	214	--------	-9999	-9999	3	----	S2
0:9:15	1359	184	Fixation	1361	202.5	4	----	S2
0:9:16	789	238	--------	-9999	-9999	0	----	S2
0:9:17	363	235	--------	-9999	-9999	1	----	S2
0:9:18	367	245	--------	-9999	-9999	2	----	S2
0:9:19	240	224	--------	-9999	-9999	3	----	S2
0:9:20	255	223	--------	-9999	-9999	0	----	S2
0:9:21	222	193	--------	-9999	-9999	1	----	S2
0:9:22	192	147	--------	-9999	-9999	2	----	S2
0:9:23	256	294	--------	-9999	-9999	3	----	S2
0:10:0	225	203	--------	-9999	-9999	0	----	S2
0:10:1	190	174	--------	-9999	-9999	1	----	S2
0:10:2	219	237	--------	-9999	-9999	2	----	S2
0:10:3	152	139	--------	-9999	-9999	3	----	S2
0:10:4	206	247	--------	-9999	-9999	0	----	S2
0:10:5	217	307	--------	-9999	-9999	1	----	S2
0:10:6	217	271	--------	-9999	-9999	2	----	S2
0:10:7	213	167	--------	-9999	-9999	3	----	S2
0:10:8	229	211	--------	-9999	-9999	0	----	S2
0:10:9	245	246	--------	-9999	-9999	1	----	S2
0:10:10	253	210	--------	-9999	-9999	2	----	S2
0:10:11	290	181	--------	-9999	-9999	3	----	S2
0:10:12	287	203	--------	-9999	-9999	0	----	S2
0:10:13	299	215	--------	-9999	-9999	1	----	S2
0:10:14	259	125	--------	-9999	-9999	0	----	S2
0:10:15	293	209	--------	-9999	-9999	1	----	S2
0:10:16	322	244	--------	-9999	-9999	2	----	S2
0:10:17	293	221	--------	-9999	-9999	3	----	S2
0:10:18	291	188	Fixation	299.75	215.5	4	----	S2
0:10:19	297	212	Fixation	299.2	214.8	5	----	S2
0:10:20	278	177	--------	-9999	-9999	0	----	S2
0:10:21	249	188	--------	-9999	-9999	1	----	S2
0:10:22	227	164	--------	-9999	-9999	2	----	S2
0:10:23	246	192	--------	-9999	-9999	3	----	S2
0:11:0	225	164	Fixation	236.75	177	4	----	S2
0:11:1	259	208	Fixation	241.2	183.2	5	----	S2
0:11:2	273	217	Fixation	246.5	188.833	6	----	S2
0:11:3	211	87	--------	-9999	-9999	0	----	S2
0:11:4	298	186	--------	-9999	-9999	1	----	S2
0:11:5	318	232	--------	-9999	-9999	2	----	S2
0:11:6	299	194	--------	-9999	-9999	3	----	S2
0:11:7	308	196	Fixation	305.75	202	4	----	S2
0:11:8	299	170	Fixation	304.4	195.6	5	----	S2
0:11:9	343	163	--------	-9999	-9999	0	----	S2
0:11:10	378	192	--------	-9999	-9999	1	----	S2
0:11:11	387	240	--------	-9999	-9999	2	----	S2
0:11:12	362	159	--------	-9999	-9999	3	----	S2
0:11:13	361	162	--------	-9999	-9999	0	----	S2
0:11:14	361	162	--------	-9999	-9999	1	----	S2
0:11:15	348	122	--------	-9999	-9999	2	----	S2
0:11:16	380	186	--------	-9999	-9999	3	----	S2
0:11:17	465	232	--------	-9999	-9999	0	----	S2
0:11:18	450	206	--------	-9999	-9999	1	----	S2
0:11:19	439	191	--------	-9999	-9999	2	----	S2
0:11:20	448	217	--------	-9999	-9999	3	----	S2
0:11:21	471	232	Fixation	452	211.5	4	----	S2
0:11:22	461	170	Fixation	453.8	203.2	5	----	S2
0:11:23	483	226	Fixation	458.667	207	6	----	S2
0:12:0	487	220	Fixation	462.714	208.857	7	----	S2
0:12:1	469	192	Fixation	463.5	206.75	8	----	S2
0:12:2	479	195	Fixation	465.222	205.444	9	----	S2
0:12:3	466	170	Fixation	465.3	201.9	10	----	S2
0:12:4	498	129	--------	-9999	-9999	0	----	S2
0:12:5	484	152	--------	-9999	-9999	1	----	S2
0:12:6	492	177	--------	-9999	-9999	2	----	S2
0:12:7	482	183	--------	-9999	-9999	3	----	S2
0:12:8	462	41	--------	-9999	-9999	0	----	S2
0:12:9	527	154	--------	-9999	-9999	1	----	S2
0:12:10	557	236	--------	-9999	-9999	0	----	S2
0:12:11	560	227	--------	-9999	-9999	1	----	S2
0:12:12	535	167	--------	-9999	-9999	2	----	S2
0:12:13	536	208	--------	-9999	-9999	3	----	S2
0:12:14	536	208	Fixation	541.75	202.5	4	----	S2
0:12:15	550	200	Fixation	543.4	202	5	----	S2
0:12:16	556	241	--------	-9999	-9999	0	----	S2
0:12:17	518	120	--------	-9999	-9999	1	----	S2
0:12:18	545	211	--------	-9999	-9999	0	----	S2
0:12:19	534	227	--------	-9999	-9999	1	----	S2
0:12:20	545	193	--------	-9999	-9999	2	----	S2
0:12:21	542	163	--------	-9999	-9999	3	----	S2
0:12:22	616	195	--------	-9999	-9999	0	----	S2
0:12:23	620	160	--------	-9999	-9999	1	----	S2
0:13:0	615	183	--------	-9999	-9999	2	----	S2
0:13:1	593	175	--------	-9999	-9999	3	----	S2
0:13:2	622	220	Fixation	612.5	184.5	4	----	S2
0:13:3	607	176	Fixation	611.4	182.8	5	----	S2
0:13:4	612	209	Fixation	611.5	187.167	6	----	S2
0:13:5	675	179	--------	-9999	-9999	0	----	S2
0:13:6	681	180	--------	-9999	-9999	1	----	S2
0:13:7	663	162	--------	-9999	-9999	2	----	S2
0:13:8	650	51	--------	-9999	-9999	3	----	S2
0:13:9	683	236	--------	-9999	-9999	0	----	S2
0:13:10	665	177	--------	-9999	-9999	1	----	S2
0:13:11	678	176	--------	-9999	-9999	2	----	S2
0:13:12	670	231	--------	-9999	-9999	3	----	S2
0:13:13	689	263	--------	-9999	-9999	0	----	S2
0:13:14	710	427	--------	-9999	-9999	1	----	S2
0:13:15	675	333	--------	-9999	-9999	0	----	S2
0:13:16	708	229	--------	-9999	-9999	1	----	S2
0:13:17	696	155	--------	-9999	-9999	2	----	S2
0:13:18	689	132	--------	-9999	-9999	3	----	S2
0:13:19	705	196	--------	-9999	-9999	0	----	S2
0:13:20	686	205	--------	-9999	-9999	1	----	S2
0:13:21	569	125	--------	-9999	-9999	0	----	S2
0:13:22	593	159	--------	-9999	-9999	1	----	S2
0:13:23	588	176	--------	-9999	-9999	2	----	S2
0:14:0	591	228	--------	-9999	-9999	3	----	S2
0:14:1	601	184	--------	-9999	-9999	0	----	S2
0:14:2	596	217	--------	-9999	-9999	1	----	S2
0:14:3	578	142	--------	-9999	-9999	2	----	S2
0:14:4	602	211	--------	-9999	-9999	3	----	S2
0:14:5	766	162	--------	-9999	-9999	0	----	S2
0:14:6	772	150	--------	-9999	-9999	1	----	S2
0:14:7	750	230	--------	-9999	-9999	0	----	S2
0:14:8	771	175	--------	-9999	-9999	1	----	S2
0:14:9	753	123	--------	-9999	-9999	2	----	S2
0:14:10	771	216	--------	-9999	-9999	3	----	S2
0:14:11	763	167	--------	-9999	-9999	0	----	S2
0:14:12	838	176	--------	-9999	-9999	1	----	S2
0:14:13	843	196	--------	-9999	-9999	2	----	S2
0:14:14	835	54	--------	-9999	-9999	3	----	S2
0:14:15	842	235	--------	-9999	-9999	0	----	S2
0:14:16	813	197	--------	-9999	-9999	1	----	S2
0:14:17	832	211	--------	-9999	-9999	2	----	S2
0:14:18	834	230	--------	-9999	-9999	3	----	S2
0:14:19	897	248	--------	-9999	-9999	0	----	S2
0:14:20	905	181	--------	-9999	-9999	1	----	S2
0:14:21	907	223	--------	-9999	-9999	2	----	S2
0:14:22	910	150	--------	-9999	-9999	3	----	S2
0:14:23	899	180	Fixation	905.25	183.5	4	----	S2
0:15:0	902	145	--------	-9999	-9999	0	----	S2
0:15:1	897	168	--------	-9999	-9999	1	----	S2
0:15:2	896	212	--------	-9999	-9999	2	----	S2
0:15:3	913	189	--------	-9999	-9999	3	----	S2
0:15:4	897	287	--------	-9999	-9999	0	----	S2
0:15:5	919	316	--------	-9999	-9999	1	----	S2
0:15:6	954	314	--------	-9999	-9999	2	----	S2
0:15:7	976	261	--------	-9999	-9999	3	----	S2
0:15:8	974	264	--------	-9999	-9999	0	----	S2
0:15:9	997	216	--------	-9999	-9999	1	----	S2
0:15:10	987	189	--------	-9999	-9999	2	----	S2
0:15:11	997	210	--------	-9999	-9999	3	----	S2
0:15:12	983	257	Fixation	991	218	4	----	S2
0:15:13	1068	87	--------	-9999	-9999	0	----	S2
0:15:14	1023	193	--------	-9999	-9999	1	----	S2
0:15:15	1039	155	--------	-9999	-9999	2	----	S2
0:15:16	1038	212	--------	-9999	-9999	3	----	S2
0:15:17	1022	227	--------	-9999	-9999	0	----	S2
0:15:18	1106	167	--------	-9999	-9999	1	----	S2
0:15:19	1090	186	--------	-9999	-9999	2	----	S2
0:15:20	1105	177	--------	-9999	-9999	3	----	S2
0:15:21	1077	259	--------	-9999	-9999	0	----	S2
0:15:22	1077	259	--------	-9999	-9999	1	----	S2
0:15:23	1089	147	--------	-9999	-9999	0	----	S2
0:16:0	1121	142	--------	-9999	-9999	1	----	S2
0:16:1	1082	243	--------	-9999	-9999	0	----	S2
0:16:2	1166	124	--------	-9999	-9999	1	----	S2
0:16:3	1185	128	--------	-9999	-9999	2	----	S2
0:16:4	1184	173	--------	-9999	-9999	3	----	S2
0:16:5	1175	178	Fixation	1177.5	150.75	4	----	S2
0:16:6	1170	144	Fixation	1176	149.4	5	----	S2
0:16:7	1143	180	Fixation	1170.5	154.5	6	----	S2
0:16:8	1175	131	--------	-9999	-9999	0	----	S2
0:16:9	1301	195	--------	-9999	-9999	1	----	S2
0:16:10	1305	220	--------	-9999	-9999	2	----	S2
0:16:11	1296	206	--------	-9999	-9999	3	----	S2
0:16:12	1298	216	Fixation	1300	209.25	4	----	S2
0:16:13	1288	228	Fixation	1297.6	213	5	----	S2
0:16:14	1325	160	--------	-9999	-9999	0	----	S2
0:16:15	1298	215	--------	-9999	-9999	1	----	S2
0:16:16	1330	190	--------	-9999	-9999	2	----	S2
0:16:17	1322	192	--------	-9999	-9999	3	----	S2
0:16:18	1297	214	Fixation	1311.75	202.75	4	----	S2
0:16:19	1321	172	Fixation	1313.6	196.6	5	----	S2
0:16:20	1298	206	Fixation	1311	198.167	6	----	S2
0:16:21	1296	224	Fixation	1308.86	201.857	7	----	S2
0:16:22	1320	197	Fixation	1310.25	201.25	8	----	S2
0:16:23	1316	188	Fixation	1310.89	199.778	9	----	S2
0:17:0	1264	281	--------	-9999	-9999	0	----	S2
0:17:1	-9999	-9999	--------	-9999	-9999	1	----	S2
0:17:2	-9999	-9999	--------	-9999	-9999	2	----	S2
0:17:3	315	277	--------	-9999	-9999	3	----	S2
0:17:4	300	240	--------	-9999	-9999	0	----	S2
0:17:5	333	285	--------	-9999	-9999	1	----	S2
0:17:6	182	193	--------	-9999	-9999	0	----	S2
0:17:7	177	189	--------	-9999	-9999	1	----	S2
0:17:8	204	212	--------	-9999	-9999	2	----	S2
0:17:9	172	177	--------	-9999	-9999	3	----	S2
0:17:10	165	180	Fixation	179.5	189.5	4	----	S2
0:17:11	167	196	Fixation	177	190.8	5	----	S2
0:17:12	175	180	Fixation	176.667	189	6	----	S2
0:17:13	188	189	Fixation	178.286	189	7	----	S2
0:17:14	194	232	--------	-9999	-9999	0	----	S2
0:17:15	223	225	--------	-9999	-9999	1	----	S2
0:17:16	200	179	--------	-9999	-9999	2	----	S2
0:17:17	219	222	--------	-9999	-9999	3	----	S2
0:17:18	236	240	--------	-9999	-9999	0	----	S2
0:17:19	258	270	--------	-9999	-9999	1	----	S2
0:17:20	240	187	--------	-9999	-9999	0	----	S2
0:17:21	249	200	--------	-9999	-9999	1	----	S2
0:17:22	246	161	--------	-9999	-9999	2	----	S2
0:17:23	247	163	--------	-9999	-9999	3	----	S2
0:18:0	200	103	--------	-9999	-9999	0	----	S2
0:18:1	254	170	--------	-9999	-9999	1	----	S2
0:18:2	250	168	--------	-9999	-9999	2	----	S2
0:18:3	320	207	--------	-9999	-9999	3	----	S2
0:18:4	300	171	--------	-9999	-9999	0	----	S2
0:18:5	318	199	--------	-9999	-9999	1	----	S2
0:18:6	321	201	--------	-9999	-9999	2	----	S2
0:18:7	326	227	--------	-9999	-9999	3	----	S2
0:18:8	333	207	Fixation	324.5	208.5	4	----	S2
0:18:9	338	228	Fixation	327.2	212.4	5	----	S2
0:18:10	328	174	Fixation	327.333	206	6	----	S2
0:18:11	330	240	Fixation	327.714	210.857	7	----	S2
0:18:12	352	163	--------	-9999	-9999	0	----	S2
0:18:13	354	184	--------	-9999	-9999	1	----	S2
0:18:14	377	208	--------	-9999	-9999	2	----	S2
0:18:15	361	192	--------	-9999	-9999	3	----	S2
0:18:16	382	247	--------	-9999	-9999	0	----	S2
0:18:17	375	241	--------	-9999	-9999	1	----	S2
0:18:18	412	367	--------	-9999	-9999	0	----	S2
0:18:19	411	298	--------	-9999	-9999	1	----	S2
0:18:20	399	224	--------	-9999	-9999	2	----	S2
0:18:21	398	203	--------	-9999	-9999	3	----	S2
0:18:22	419	216	--------	-9999	-9999	0	----	S2
0:18:23	418	241	--------	-9999	-9999	1	----	S2
0:19:0	428	250	--------	-9999	-9999	2	----	S2
0:19:1	468	212	--------	-9999	-9999	3	----	S2
0:19:2	490	287	--------	-9999	-9999	0	----	S2
0:19:3	451	168	--------	-9999	-9999	1	----	S2
0:19:4	449	199	--------	-9999	-9999	2	----	S2
0:19:5	466	225	--------	-9999	-9999	3	----	S2
0:19:6	459	193	Fixation	456.25	196.25	4	----	S2
0:19:7	450	172	Fixation	455	191.4	5	----	S2
0:19:8	459	180	Fixation	455.667	189.5	6	----	S2
0:19:9	462	221	Fixation	456.571	194	7	----	S2
0:19:10	474	249	--------	-9999	-9999	0	----	S2
0:19:11	548	205	--------	-9999	-9999	1	----	S2
0:19:12	539	117	--------	-9999	-9999	0	----	S2
0:19:13	563	274	--------	-9999	-9999	1	----	S2
0:19:14	550	190	--------	-9999	-9999	0	----	S2
0:19:15	560	230	--------	-9999	-9999	1	----	S2
0:19:16	574	272	--------	-9999	-9999	2	----	S2
0:19:17	561	224	--------	-9999	-9999	3	----	S2
0:19:18	550	173	--------	-9999	-9999	0	----	S2
0:19:19	554	193	--------	-9999	-9999	1	----	S2
0:19:20	572	230	--------	-9999	-9999	2	----	S2
0:19:21	641	229	--------	-9999	-9999	3	----	S2
0:19:22	627	176	--------	-9999	-9999	0	----	S2
0:19:23	641	287	--------	-9999	-9999	1	----	S2
0:20:0	641	291	--------	-9999	-9999	2	----	S2
0:20:1	646	223	--------	-9999	-9999	3	----	S2
0:20:2	641	213	--------	-9999	-9999	0	----	S2
0:20:3	652	205	--------	-9999	-9999	1	----	S2
0:20:4	663	264	--------	-9999	-9999	2	----	S2
0:20:5	654	222	--------	-9999	-9999	3	----	S2
0:20:6	642	236	Fixation	652.75	231.75	4	----	S2
0:20:7	716	277	--------	-9999	-9999	0	----	S2
0:20:8	716	284	--------	-9999	-9999	1	----	S2
0:20:9	702	243	--------	-9999	-9999	2	----	S2
0:20:10	701	203	--------	-9999	-9999	3	----	S2
0:20:11	711	275	--------	-9999	-9999	0	----	S2
0:20:12	709	195	--------	-9999	-9999	1	----	S2
0:20:13	710	204	--------	-9999	-9999	2	----	S2
0:20:14	709	203	--------	-9999	-9999	3	----	S2
0:20:15	715	205	Fixation	710.75	201.75	4	----	S2
0:20:16	741	454	--------	-9999	-9999	0	----	S2
