# frameNo	x_coordinate(jpg, png, ...)	y_coordinate(jpg, png, ...)	fixation_or_not	fixation_centroid_x	fixation_centroid_y	fixation_duration	nearestWord	RetrievedDocument
0:0:13	-9999	-9999	--------	-9999	-9999	1	----	D2
0:0:14	273	87	--------	-9999	-9999	0	----	D2
0:0:15	400	209	--------	-9999	-9999	1	----	D2
0:0:16	320	99	--------	-9999	-9999	0	----	D2
0:0:17	363	257	--------	-9999	-9999	1	----	D2
0:0:18	-9999	-9999	--------	-9999	-9999	0	----	D2
0:0:19	463	328	--------	-9999	-9999	1	----	D2
0:0:20	421	248	--------	-9999	-9999	0	----	D2
0:0:21	422	231	--------	-9999	-9999	1	----	D2
0:0:22	415	224	--------	-9999	-9999	2	----	D2
0:0:23	369	152	--------	-9999	-9999	3	----	D2
0:1:0	365	142	--------	-9999	-9999	0	----	D2
0:1:1	392	183	--------	-9999	-9999	1	----	D2
0:1:2	310	55	--------	-9999	-9999	0	----	D2
0:1:3	394	177	--------	-9999	-9999	1	----	D2
0:1:4	397	167	--------	-9999	-9999	2	----	D2
0:1:5	391	147	--------	-9999	-9999	3	----	D2
0:1:6	384	143	Fixation	391.5	158.5	4	----	D2
0:1:7	357	119	--------	-9999	-9999	0	----	D2
0:1:8	337	140	--------	-9999	-9999	1	----	D2
0:1:9	-9999	-9999	--------	-9999	-9999	0	----	D2
0:1:10	478	208	--------	-9999	-9999	1	----	D2
0:1:11	441	185	--------	-9999	-9999	2	----	D2
0:1:12	386	112	--------	-9999	-9999	3	----	D2
0:1:13	445	182	--------	-9999	-9999	0	----	D2
0:1:14	455	194	--------	-9999	-9999	1	----	D2
0:1:15	431	167	--------	-9999	-9999	2	----	D2
0:1:16	457	199	--------	-9999	-9999	3	----	D2
0:1:17	862	606	--------	-9999	-9999	0	----	D2
0:1:18	427	489	--------	-9999	-9999	1	----	D2
0:1:19	500	195	--------	-9999	-9999	0	----	D2
0:1:20	476	167	--------	-9999	-9999	1	----	D2
0:1:21	466	162	--------	-9999	-9999	2	----	D2
0:1:22	464	163	--------	-9999	-9999	3	----	D2
0:1:23	469	161	Fixation	468.75	163.25	4	----	D2
0:2:0	483	175	Fixation	471.6	165.6	5	----	D2
0:2:1	447	125	Fixation	467.5	158.833	6	----	D2
0:2:2	445	122	Fixation	464.286	153.571	7	----	D2
0:2:3	445	109	--------	-9999	-9999	0	----	D2
0:2:4	453	149	--------	-9999	-9999	1	----	D2
0:2:5	497	197	--------	-9999	-9999	2	----	D2
0:2:6	438	140	--------	-9999	-9999	3	----	D2
0:2:7	495	148	--------	-9999	-9999	0	----	D2
0:2:8	473	138	--------	-9999	-9999	1	----	D2
0:2:9	508	156	--------	-9999	-9999	2	----	D2
0:2:10	473	134	--------	-9999	-9999	3	----	D2
0:2:11	492	167	Fixation	486.5	148.75	4	----	D2
0:2:12	513	126	Fixation	491.8	144.2	5	----	D2
0:2:13	552	204	--------	-9999	-9999	0	----	D2
0:2:14	555	161	--------	-9999	-9999	1	----	D2
