39,1,1191.24,358.706,17,image-01,14,1
47,2,511.647,639.824,17,image-01,14,1
50,3,750.833,491.0,6,image-01,14,1
54,4,656.0,496.636,11,image-01,14,1
59,5,739.429,465.643,14,image-01,14,1
62,6,782.0,456.4,10,image-01,14,1
73,7,939.724,457.759,29,image-01,14,1
76,8,1022.89,464.444,9,image-01,14,1
78,9,953.6,453.0,5,image-01,14,1
85,10,1034.5,463.167,18,image-01,14,1
104,11,851.778,522.037,54,image-01,14,1
109,12,898.077,517.692,13,image-01,14,1
115,13,842.667,509.556,18,image-01,14,1
119,14,906.4,497.2,10,image-01,14,1
142,15,970.176,507.618,68,image-01,14,1
179,16,853.9,539.109,110,image-01,14,1
188,17,938.04,529.72,25,image-01,14,1
191,18,749.333,553.778,9,image-01,14,1
193,19,746.0,570.25,4,image-01,14,1
200,20,811.045,574.273,22,image-01,14,1
205,21,886.615,555.538,13,image-01,14,1
207,22,1029.5,562.833,6,image-01,14,1
212,23,551.714,438.286,7,image-01,14,1
214,24,703.4,407.6,5,image-01,14,1
218,25,875.778,391.444,9,image-01,14,1
221,26,714.5,385.167,6,image-01,14,1
223,27,886.8,385.4,5,image-01,14,1
224,28,1013.6,389.6,5,image-01,14,1
227,29,1150.13,429.625,8,image-01,14,1
230,30,1212.0,396.375,8,image-01,14,1
234,31,682.125,448.125,8,image-01,14,1
237,32,672.333,446.333,6,image-01,14,1
240,33,681.0,442.545,11,image-01,14,1
252,34,787.212,428.424,33,image-01,14,1
256,35,935.0,436.545,11,image-01,14,1
264,36,1063.22,430.478,23,image-01,14,1
276,37,810.571,468.371,35,image-01,14,1
283,38,1060.14,439.714,21,image-01,14,1
289,39,814.353,471.706,17,image-01,14,1
293,40,885.4,467.9,10,image-01,14,1
299,41,950.5,462.813,16,image-01,14,1
308,42,835.423,500.269,26,image-01,14,1
311,43,921.875,517.375,8,image-01,14,1
313,44,949.8,502.8,5,image-01,14,1
316,45,720.1,533.4,10,image-01,14,1
321,46,796.538,532.615,13,image-01,14,1
325,47,1013.55,543.273,11,image-01,14,1
327,48,872.8,556.4,5,image-01,14,1
333,49,795.813,572.25,16,image-01,14,1
339,50,907.722,573.722,18,image-01,14,1
349,51,547.37,638.741,27,image-01,14,1
352,52,669.3,646.6,10,image-01,14,1
354,53,769.4,638.0,5,image-01,14,1
356,54,832.833,644.167,6,image-01,14,1
358,55,940.8,635.8,5,image-01,14,1
364,56,1049.06,676.0,16,image-01,14,1
366,57,1131.4,713.4,5,image-01,14,1
