2794	693	1654	Fixation	691.5	1658	4	----	image-09
2795	696	1664	Fixation	692.4	1659.2	5	----	image-09
2796	746	1685	Fixation	701.333	1663.5	6	----	image-09
2797	756	1675	Fixation	709.143	1665.14	7	----	
2798	757	1666	Fixation	715.125	1665.25	8	----	
2799	754	1663	Fixation	719.444	1665	9	----	image-09
2800	760	1663	Fixation	723.5	1664.8	10	----	image-09
2801	718	1680	Fixation	723	1666.18	11	----	
2802	238	1681	--------	-9999	-9999	0	----	
2803	238	1678	--------	-9999	-9999	1	----	image-09
2804	238	1672	--------	-9999	-9999	2	----	
2805	239	1687	--------	-9999	-9999	3	----	image-09
2806	239	1690	Fixation	238.5	1681.75	4	----	
2807	239	1684	Fixation	238.6	1682.2	5	----	
2808	238	1675	Fixation	238.5	1681	6	----	image-09
2809	224	1687	Fixation	236.429	1681.86	7	----	image-09
2810	222	1702	Fixation	234.625	1684.38	8	----	
2811	224	1687	Fixation	233.444	1684.67	9	----	image-09
2812	224	1684	Fixation	232.5	1684.6	10	----	
2813	233	1690	Fixation	232.545	1685.09	11	----	image-09
2814	314	1683	--------	-9999	-9999	0	----	
2815	314	1687	--------	-9999	-9999	1	----	
2816	317	1702	--------	-9999	-9999	2	----	image-09
2817	317	1712	--------	-9999	-9999	3	----	
2818	317	1699	Fixation	316.25	1700	4	----	image-09
2819	317	1693	Fixation	316.4	1698.6	5	----	image-09
2820	375	1704	Fixation	326.167	1699.5	6	----	image-09
2821	378	1695	Fixation	333.571	1698.86	7	----	image-09
2822	378	1698	Fixation	339.125	1698.75	8	----	
2823	381	1707	Fixation	343.778	1699.67	9	----	
2824	378	1707	Fixation	347.2	1700.4	10	----	
2825	378	1713	Fixation	350	1701.55	11	----	
2826	449	1746	--------	-9999	-9999	0	----	image-09
2827	456	1703	--------	-9999	-9999	1	----	
2828	461	1704	--------	-9999	-9999	2	----	
2829	458	1716	--------	-9999	-9999	3	----	image-09
2830	458	1716	Fixation	458.25	1709.75	4	----	
2831	461	1716	Fixation	458.8	1711	5	----	image-09
2832	453	1713	Fixation	457.833	1711.33	6	----	
2833	453	1706	Fixation	457.143	1710.57	7	----	image-09
2834	458	1710	Fixation	457.25	1710.5	8	----	
2835	455	1719	Fixation	457	1711.44	9	----	image-09
2836	533	1718	--------	-9999	-9999	0	----	
2837	536	1725	--------	-9999	-9999	1	----	image-09
2838	536	1715	--------	-9999	-9999	2	----	image-09
2839	533	1715	--------	-9999	-9999	3	----	image-09
2840	528	1709	Fixation	533.25	1716	4	----	image-09
2841	528	1709	Fixation	532.2	1714.6	5	----	
2842	530	1712	Fixation	531.833	1714.17	6	----	image-09
2843	587	1735	--------	-9999	-9999	0	----	image-09
2844	615	1748	--------	-9999	-9999	1	----	image-09
2845	616	1730	--------	-9999	-9999	2	----	image-09
2846	616	1727	--------	-9999	-9999	3	----	
2847	619	1730	Fixation	616.5	1733.75	4	----	
2848	614	1715	Fixation	616	1730	5	----	image-09
2849	616	1718	Fixation	616	1728	6	----	
2850	659	1725	Fixation	622.143	1727.57	7	----	
2851	662	1729	Fixation	627.125	1727.75	8	----	image-09
2852	661	1735	Fixation	630.889	1728.56	9	----	
2853	661	1732	Fixation	633.9	1728.9	10	----	
2854	662	1722	Fixation	636.455	1728.27	11	----	image-09
2855	661	1732	Fixation	638.5	1728.58	12	----	
2856	696	1730	--------	-9999	-9999	0	----	
2857	740	1725	--------	-9999	-9999	1	----	
2858	738	1737	--------	-9999	-9999	2	----	
2859	738	1740	--------	-9999	-9999	3	----	
2860	736	1728	Fixation	738	1732.5	4	----	image-09
2861	737	1722	Fixation	737.8	1730.4	5	----	image-09
2862	736	1731	Fixation	737.5	1730.5	6	----	image-09
2863	742	1734	Fixation	738.143	1731	7	----	image-09
2864	741	1740	Fixation	738.5	1732.13	8	----	image-09
2865	658	1738	--------	-9999	-9999	0	----	image-09
2866	653	1728	--------	-9999	-9999	1	----	image-09
2867	654	1722	--------	-9999	-9999	2	----	
2868	654	1713	--------	-9999	-9999	3	----	image-09
2869	650	1728	Fixation	652.75	1722.75	4	----	image-09
2870	300	1723	--------	-9999	-9999	0	----	image-09
2871	222	1709	--------	-9999	-9999	1	----	image-09
2872	220	1715	--------	-9999	-9999	2	----	
2873	217	1715	--------	-9999	-9999	3	----	
2874	220	1712	Fixation	219.75	1712.75	4	----	image-09
2875	214	1711	Fixation	218.6	1712.4	5	----	image-09
2876	208	1717	Fixation	216.833	1713.17	6	----	image-09
2877	205	1708	Fixation	215.143	1712.43	7	----	image-09
2878	203	1717	Fixation	213.625	1713	8	----	image-09
2879	202	1714	Fixation	212.333	1713.11	9	----	image-09
2880	203	1720	Fixation	211.4	1713.8	10	----	
2881	237	1721	Fixation	213.727	1714.45	11	----	
2882	234	1721	Fixation	215.417	1715	12	----	image-09
2883	237	1721	Fixation	217.077	1715.46	13	----	image-09
2884	234	1712	Fixation	218.286	1715.21	14	----	
2885	243	1709	Fixation	219.933	1714.8	15	----	image-09
2886	292	1732	--------	-9999	-9999	0	----	
2887	277	1749	--------	-9999	-9999	1	----	image-09
2888	280	1739	--------	-9999	-9999	2	----	
2889	277	1736	--------	-9999	-9999	3	----	
2890	277	1742	Fixation	277.75	1741.5	4	----	
2891	277	1739	Fixation	277.6	1741	5	----	image-09
2892	277	1739	Fixation	277.5	1740.67	6	----	
2893	280	1739	Fixation	277.857	1740.43	7	----	image-09
2894	280	1746	Fixation	278.125	1741.13	8	----	
2895	280	1749	Fixation	278.333	1742	9	----	image-09
2896	277	1749	Fixation	278.2	1742.7	10	----	image-09
2897	271	1742	Fixation	277.545	1742.64	11	----	
2898	220	1723	--------	-9999	-9999	0	----	image-09
2899	227	1740	--------	-9999	-9999	1	----	image-09
2900	227	1740	--------	-9999	-9999	2	----	
2901	227	1740	--------	-9999	-9999	3	----	
2902	223	1737	Fixation	226	1739.25	4	----	image-09
2903	223	1737	Fixation	225.4	1738.8	5	----	image-09
2904	230	1743	Fixation	226.167	1739.5	6	----	image-09
2905	230	1743	Fixation	226.714	1740	7	----	image-09
2906	280	1771	--------	-9999	-9999	0	----	
2907	316	1770	--------	-9999	-9999	1	----	image-09
2908	316	1760	--------	-9999	-9999	2	----	image-09
2909	313	1757	--------	-9999	-9999	3	----	image-09
2910	316	1767	Fixation	315.25	1763.5	4	----	
2911	316	1754	Fixation	315.4	1761.6	5	----	image-09
2912	313	1770	Fixation	315	1763	6	----	
2913	354	1768	Fixation	320.571	1763.71	7	----	
2914	357	1765	Fixation	325.125	1763.88	8	----	
2915	360	1762	Fixation	329	1763.67	9	----	image-09
2916	360	1762	Fixation	332.1	1763.5	10	----	image-09
2917	360	1775	Fixation	334.636	1764.55	11	----	
2918	363	1759	Fixation	337	1764.08	12	----	
2919	360	1759	Fixation	338.769	1763.69	13	----	image-09
2920	360	1762	Fixation	340.286	1763.57	14	----	image-09
2921	360	1762	Fixation	341.6	1763.47	15	----	
2922	351	1765	Fixation	342.188	1763.56	16	----	
2923	360	1759	Fixation	343.235	1763.29	17	----	image-09
2924	360	1759	Fixation	344.167	1763.06	18	----	image-09
2925	357	1762	Fixation	344.842	1763	19	----	image-09
2926	358	1753	Fixation	345.5	1762.5	20	----	
2927	401	1783	--------	-9999	-9999	0	----	image-09
2928	432	1763	--------	-9999	-9999	1	----	image-09
2929	428	1766	--------	-9999	-9999	2	----	image-09
2930	432	1759	--------	-9999	-9999	3	----	image-09
2931	438	1760	Fixation	432.5	1762	4	----	image-09
2932	434	1766	Fixation	432.8	1762.8	5	----	
2933	434	1766	Fixation	433	1763.33	6	----	
2934	434	1766	Fixation	433.143	1763.71	7	----	
2935	431	1769	Fixation	432.875	1764.38	8	----	image-09
2936	431	1772	Fixation	432.667	1765.22	9	----	image-09
2937	434	1775	Fixation	432.8	1766.2	10	----	
2938	431	1772	Fixation	432.636	1766.73	11	----	image-09
2939	429	1759	Fixation	432.333	1766.08	12	----	image-09
2940	-9999	-9999	--------	-9999	-9999	0	----	
2941	-9999	-9999	--------	-9999	-9999	1	----	
2942	530	1799	--------	-9999	-9999	0	----	image-09
2943	529	1722	--------	-9999	-9999	1	----	image-09
2944	534	1726	--------	-9999	-9999	2	----	
2945	530	1745	--------	-9999	-9999	3	----	image-09
2946	539	1742	Fixation	533	1733.75	4	----	image-09
2947	541	1755	Fixation	534.6	1738	5	----	image-09
2948	539	1749	Fixation	535.333	1739.83	6	----	image-09
2949	562	1750	Fixation	539.143	1741.29	7	----	
2950	584	1776	Fixation	544.75	1745.63	8	----	
2951	585	1764	Fixation	549.222	1747.67	9	----	
2952	582	1763	Fixation	552.5	1749.2	10	----	image-09
2953	582	1763	Fixation	555.182	1750.45	11	----	image-09
2954	584	1773	Fixation	557.583	1752.33	12	----	image-09
2955	579	1760	Fixation	559.231	1752.92	13	----	
2956	579	1770	Fixation	560.643	1754.14	14	----	
2957	584	1773	Fixation	562.2	1755.4	15	----	image-09
2958	585	1770	Fixation	563.625	1756.31	16	----	
2959	581	1773	--------	-9999	-9999	0	----	image-09
2960	581	1779	--------	-9999	-9999	1	----	image-09
2961	579	1773	--------	-9999	-9999	2	----	image-09
2962	576	1773	--------	-9999	-9999	3	----	
2963	575	1776	Fixation	577.75	1775.25	4	----	
2964	516	1786	--------	-9999	-9999	0	----	image-09
2965	429	1756	--------	-9999	-9999	1	----	
2966	431	1775	--------	-9999	-9999	2	----	image-09
2967	423	1743	--------	-9999	-9999	3	----	
2968	426	1759	Fixation	427.25	1758.25	4	----	
2969	426	1762	Fixation	427	1759	5	----	image-09
2970	426	1753	Fixation	426.833	1758	6	----	image-09
2971	426	1762	Fixation	426.714	1758.57	7	----	image-09
2972	426	1756	Fixation	426.625	1758.25	8	----	
2973	423	1756	Fixation	426.222	1758	9	----	image-09
2974	402	1761	Fixation	423.8	1758.3	10	----	image-09
2975	396	1758	Fixation	421.273	1758.27	11	----	
2976	396	1751	Fixation	419.167	1757.67	12	----	image-09
2977	396	1758	Fixation	417.385	1757.69	13	----	image-09
2978	393	1754	Fixation	415.643	1757.43	14	----	image-09
2979	440	1760	Fixation	417.267	1757.6	15	----	
2980	475	1777	--------	-9999	-9999	0	----	image-09
2981	475	1780	--------	-9999	-9999	1	----	
2982	472	1783	--------	-9999	-9999	2	----	image-09
2983	473	1771	--------	-9999	-9999	3	----	image-09
2984	475	1780	Fixation	473.75	1778.5	4	----	
2985	475	1780	Fixation	474	1778.8	5	----	image-09
2986	473	1761	Fixation	473.833	1775.83	6	----	image-09
2987	579	1801	--------	-9999	-9999	0	----	image-09
2988	585	1767	--------	-9999	-9999	1	----	
2989	581	1773	--------	-9999	-9999	2	----	
2990	581	1773	--------	-9999	-9999	3	----	image-09
2991	584	1773	Fixation	582.75	1771.5	4	----	
2992	584	1783	Fixation	583	1773.8	5	----	image-09
2993	581	1776	Fixation	582.667	1774.17	6	----	image-09
2994	631	1782	Fixation	589.571	1775.29	7	----	
2995	628	1781	Fixation	594.375	1776	8	----	image-09
2996	635	1798	Fixation	598.889	1778.44	9	----	image-09
2997	636	1791	Fixation	602.6	1779.7	10	----	image-09
2998	633	1794	Fixation	605.364	1781	11	----	
2999	633	1788	Fixation	607.667	1781.58	12	----	
3000	633	1788	Fixation	609.615	1782.08	13	----	image-09
3001	688	1797	--------	-9999	-9999	0	----	
3002	703	1791	--------	-9999	-9999	1	----	
3003	703	1794	--------	-9999	-9999	2	----	
3004	705	1798	--------	-9999	-9999	3	----	image-09
3005	705	1801	Fixation	704	1796	4	----	
3006	706	1788	Fixation	704.4	1794.4	5	----	
3007	713	1811	Fixation	705.833	1797.17	6	----	image-09
3008	710	1804	Fixation	706.429	1798.14	7	----	image-09
3009	574	1835	--------	-9999	-9999	0	----	image-09
3010	230	1803	--------	-9999	-9999	1	----	image-09
3011	242	1807	--------	-9999	-9999	2	----	image-09
3012	239	1807	--------	-9999	-9999	3	----	image-09
3013	239	1798	Fixation	237.5	1803.75	4	----	image-09
3014	239	1807	Fixation	237.8	1804.4	5	----	image-09
3015	239	1810	Fixation	238	1805.33	6	----	image-09
3016	206	1796	Fixation	233.429	1804	7	----	
3017	171	1798	--------	-9999	-9999	0	----	
3018	171	1794	--------	-9999	-9999	1	----	image-09
3019	174	1798	--------	-9999	-9999	2	----	image-09
3020	174	1801	--------	-9999	-9999	3	----	image-09
3021	174	1801	Fixation	173.25	1798.5	4	----	
3022	177	1801	Fixation	174	1799	5	----	
3023	174	1804	Fixation	174	1799.83	6	----	image-09
3024	174	1801	Fixation	174	1800	7	----	
3025	171	1807	Fixation	173.625	1800.88	8	----	image-09
3026	174	1795	Fixation	173.667	1800.22	9	----	
3027	174	1801	Fixation	173.7	1800.3	10	----	
3028	171	1801	Fixation	173.455	1800.36	11	----	
3029	165	1797	Fixation	172.75	1800.08	12	----	image-09
3030	162	1800	Fixation	171.923	1800.08	13	----	
3031	162	1791	Fixation	171.214	1799.43	14	----	
3032	162	1791	Fixation	170.6	1798.87	15	----	image-09
3033	162	1788	Fixation	170.063	1798.19	16	----	image-09
3034	162	1794	Fixation	169.588	1797.94	17	----	
3035	212	1806	Fixation	171.944	1798.39	18	----	
3036	251	1811	--------	-9999	-9999	0	----	
3037	251	1808	--------	-9999	-9999	1	----	image-09
3038	254	1801	--------	-9999	-9999	2	----	image-09
3039	254	1808	--------	-9999	-9999	3	----	
3040	254	1805	Fixation	253.25	1805.5	4	----	
3041	251	1804	Fixation	252.8	1805.2	5	----	image-09
3042	248	1801	Fixation	252	1804.5	6	----	
3043	256	1802	Fixation	252.571	1804.14	7	----	image-09
3044	257	1814	Fixation	253.125	1805.38	8	----	image-09
3045	251	1808	Fixation	252.889	1805.67	9	----	image-09
3046	251	1811	Fixation	252.7	1806.2	10	----	image-09
3047	251	1801	Fixation	252.545	1805.73	11	----	
3048	207	1815	Fixation	248.75	1806.5	12	----	image-09
3049	171	1810	--------	-9999	-9999	0	----	image-09
3050	168	1797	--------	-9999	-9999	1	----	
3051	165	1800	--------	-9999	-9999	2	----	
3052	165	1813	--------	-9999	-9999	3	----	
3053	165	1813	Fixation	165.75	1805.75	4	----	
3054	164	1763	Fixation	165.4	1797.2	5	----	image-09
3055	-9999	-9999	--------	-9999	-9999	0	----	image-09
3056	-9999	-9999	--------	-9999	-9999	1	----	
3057	237	1542	--------	-9999	-9999	0	----	image-09
3058	245	1757	--------	-9999	-9999	1	----	
3059	248	1770	--------	-9999	-9999	2	----	image-09
3060	251	1782	--------	-9999	-9999	3	----	image-09
3061	251	1798	Fixation	248.75	1776.75	4	----	image-09
3062	251	1811	Fixation	249.2	1783.6	5	----	
3063	251	1811	Fixation	249.5	1788.17	6	----	
3064	254	1814	Fixation	250.143	1791.86	7	----	
3065	257	1817	Fixation	251	1795	8	----	
3066	251	1814	Fixation	251	1797.11	9	----	
3067	251	1829	Fixation	251	1800.3	10	----	image-09
3068	251	1826	Fixation	251	1802.64	11	----	
3069	295	1825	Fixation	254.667	1804.5	12	----	
3070	301	1816	--------	-9999	-9999	0	----	image-09
3071	300	1825	--------	-9999	-9999	1	----	image-09
3072	303	1826	--------	-9999	-9999	2	----	image-09
3073	306	1823	--------	-9999	-9999	3	----	
3074	306	1838	Fixation	303.75	1828	4	----	
3075	303	1835	Fixation	303.6	1829.4	5	----	image-09
3076	301	1813	Fixation	303.167	1826.67	6	----	image-09
3077	300	1832	Fixation	302.714	1827.43	7	----	image-09
3078	303	1829	Fixation	302.75	1827.63	8	----	image-09
3079	300	1822	Fixation	302.444	1827	9	----	image-09
3080	289	1809	Fixation	301.1	1825.2	10	----	image-09
3081	206	1784	--------	-9999	-9999	0	----	image-09
3082	200	1796	--------	-9999	-9999	1	----	
3083	203	1793	--------	-9999	-9999	2	----	
3084	203	1790	--------	-9999	-9999	3	----	image-09
3085	201	1811	Fixation	201.75	1797.5	4	----	
3086	203	1796	Fixation	202	1797.2	5	----	
3087	200	1802	Fixation	201.667	1798	6	----	
3088	203	1805	Fixation	201.857	1799	7	----	
3089	286	1819	--------	-9999	-9999	0	----	image-09
3090	283	1828	--------	-9999	-9999	1	----	
3091	286	1837	--------	-9999	-9999	2	----	
3092	289	1825	--------	-9999	-9999	3	----	
3093	286	1822	Fixation	286	1828	4	----	image-09
3094	292	1819	Fixation	287.2	1826.2	5	----	image-09
3095	292	1837	Fixation	288	1828	6	----	
3096	292	1831	Fixation	288.571	1828.43	7	----	image-09
3097	312	1844	Fixation	291.5	1830.38	8	----	image-09
3098	350	1831	--------	-9999	-9999	0	----	image-09
3099	350	1837	--------	-9999	-9999	1	----	
3100	350	1818	--------	-9999	-9999	2	----	image-09
3101	353	1822	--------	-9999	-9999	3	----	image-09
3102	353	1828	Fixation	351.5	1826.25	4	----	
3103	350	1834	Fixation	351.2	1827.8	5	----	image-09
3104	382	1838	Fixation	356.333	1829.5	6	----	
3105	416	1789	--------	-9999	-9999	0	----	image-09
3106	419	1804	--------	-9999	-9999	1	----	image-09
3107	413	1792	--------	-9999	-9999	2	----	image-09
3108	419	1777	--------	-9999	-9999	3	----	image-09
3109	439	1796	Fixation	422.5	1792.25	4	----	image-09
3110	466	1779	Fixation	431.2	1789.6	5	----	
3111	466	1785	Fixation	437	1788.83	6	----	
3112	471	1789	Fixation	441.857	1788.86	7	----	image-09
3113	471	1785	Fixation	445.5	1788.38	8	----	image-09
3114	474	1786	Fixation	448.667	1788.11	9	----	
3115	475	1783	Fixation	451.3	1787.6	10	----	image-09
3116	486	1802	Fixation	454.455	1788.91	11	----	
3117	577	1787	--------	-9999	-9999	0	----	
3118	576	1794	--------	-9999	-9999	1	----	image-09
3119	577	1791	--------	-9999	-9999	2	----	image-09
3120	574	1787	--------	-9999	-9999	3	----	
3121	576	1794	Fixation	575.75	1791.5	4	----	image-09
3122	574	1778	Fixation	575.4	1788.8	5	----	image-09
3123	576	1794	Fixation	575.5	1789.67	6	----	image-09
3124	576	1797	Fixation	575.571	1790.71	7	----	image-09
3125	579	1803	Fixation	576	1792.25	8	----	
3126	574	1787	Fixation	575.778	1791.67	9	----	image-09
3127	577	1787	Fixation	575.9	1791.2	10	----	image-09
3128	653	1819	--------	-9999	-9999	0	----	image-09
3129	654	1804	--------	-9999	-9999	1	----	
3130	654	1804	--------	-9999	-9999	2	----	image-09
3131	654	1804	--------	-9999	-9999	3	----	
3132	655	1801	Fixation	654.25	1803.25	4	----	image-09
3133	658	1795	Fixation	655	1801.6	5	----	image-09
3134	657	1807	Fixation	655.333	1802.5	6	----	image-09
3135	657	1801	Fixation	655.571	1802.29	7	----	image-09
3136	655	1794	Fixation	655.5	1801.25	8	----	image-09
3137	691	1821	Fixation	659.444	1803.44	9	----	image-09
3138	752	1811	--------	-9999	-9999	0	----	
3139	752	1811	--------	-9999	-9999	1	----	image-09
3140	753	1805	--------	-9999	-9999	2	----	image-09
3141	758	1809	--------	-9999	-9999	3	----	
3142	753	1805	Fixation	754	1807.5	4	----	image-09
3143	752	1787	Fixation	753.6	1803.4	5	----	image-09
3144	680	1805	--------	-9999	-9999	0	----	image-09
3145	316	1812	--------	-9999	-9999	1	----	image-09
3146	269	1800	--------	-9999	-9999	2	----	
3147	270	1803	--------	-9999	-9999	3	----	image-09
3148	267	1806	Fixation	280.5	1805.25	4	----	image-09
3149	270	1816	Fixation	278.4	1807.4	5	----	
3150	270	1813	Fixation	277	1808.33	6	----	image-09
3151	270	1819	Fixation	276	1809.86	7	----	image-09
3152	213	1788	--------	-9999	-9999	0	----	image-09
3153	214	1798	--------	-9999	-9999	1	----	
3154	214	1798	--------	-9999	-9999	2	----	
3155	213	1795	--------	-9999	-9999	3	----	image-09
3156	213	1792	Fixation	213.5	1795.75	4	----	
3157	208	1813	Fixation	212.4	1799.2	5	----	image-09
3158	211	1804	Fixation	212.167	1800	6	----	
3159	211	1804	Fixation	212	1800.57	7	----	
3160	293	1811	--------	-9999	-9999	0	----	image-09
3161	293	1808	--------	-9999	-9999	1	----	image-09
3162	290	1817	--------	-9999	-9999	2	----	
3163	290	1801	--------	-9999	-9999	3	----	image-09
3164	293	1811	Fixation	291.5	1809.25	4	----	
3165	293	1805	Fixation	291.8	1808.4	5	----	
3166	293	1792	Fixation	292	1805.67	6	----	image-09
3167	296	1799	Fixation	292.571	1804.71	7	----	image-09
3168	334	1800	Fixation	297.75	1804.13	8	----	image-09
3169	337	1813	Fixation	302.111	1805.11	9	----	image-09
3170	340	1801	Fixation	305.9	1804.7	10	----	
3171	337	1807	Fixation	308.727	1804.91	11	----	image-09
3172	340	1801	Fixation	311.333	1804.58	12	----	
3173	337	1797	Fixation	313.308	1804	13	----	
3174	372	1802	--------	-9999	-9999	0	----	image-09
3175	378	1799	--------	-9999	-9999	1	----	image-09
3176	378	1799	--------	-9999	-9999	2	----	image-09
3177	378	1806	--------	-9999	-9999	3	----	image-09
3178	378	1806	Fixation	378	1802.5	4	----	image-09
3179	435	1806	Fixation	389.4	1803.2	5	----	image-09
3180	435	1802	Fixation	397	1803	6	----	
3181	438	1797	Fixation	402.857	1802.14	7	----	image-09
3182	438	1809	Fixation	407.25	1803	8	----	
3183	441	1803	Fixation	411	1803	9	----	image-09
3184	435	1806	Fixation	413.4	1803.3	10	----	image-09
3185	441	1781	Fixation	415.909	1801.27	11	----	image-09
3186	441	1785	Fixation	418	1799.92	12	----	image-09
3187	557	1805	--------	-9999	-9999	0	----	
3188	560	1814	--------	-9999	-9999	1	----	image-09
3189	563	1811	--------	-9999	-9999	2	----	image-09
3190	563	1808	--------	-9999	-9999	3	----	image-09
3191	566	1811	Fixation	563	1811	4	----	
3192	566	1811	Fixation	563.6	1811	5	----	
3193	568	1817	Fixation	564.333	1812	6	----	image-09
3194	642	1838	--------	-9999	-9999	0	----	
3195	764	1829	--------	-9999	-9999	1	----	
3196	760	1811	--------	-9999	-9999	2	----	image-09
3197	761	1802	--------	-9999	-9999	3	----	image-09
3198	763	1814	Fixation	762	1814	4	----	image-09
3199	763	1814	Fixation	762.2	1814	5	----	image-09
3200	728	1809	Fixation	756.5	1813.17	6	----	
3201	713	1818	Fixation	750.286	1813.86	7	----	
3202	711	1815	Fixation	745.375	1814	8	----	image-09
3203	714	1812	Fixation	741.889	1813.78	9	----	image-09
3204	714	1812	Fixation	739.1	1813.6	10	----	
3205	713	1818	Fixation	736.727	1814	11	----	
3206	691	1811	Fixation	732.917	1813.75	12	----	image-09
3207	231	1818	--------	-9999	-9999	0	----	
3208	228	1818	--------	-9999	-9999	1	----	image-09
3209	228	1815	--------	-9999	-9999	2	----	image-09
3210	228	1808	--------	-9999	-9999	3	----	
3211	231	1815	Fixation	228.75	1814	4	----	
3212	231	1824	Fixation	229.2	1816	5	----	image-09
3213	231	1827	Fixation	229.5	1817.83	6	----	image-09
3214	199	1825	Fixation	225.143	1818.86	7	----	
3215	196	1819	Fixation	221.5	1818.88	8	----	
3216	196	1822	Fixation	218.667	1819.22	9	----	image-09
3217	193	1822	Fixation	216.1	1819.5	10	----	
3218	196	1819	Fixation	214.273	1819.45	11	----	
3219	193	1825	Fixation	212.5	1819.92	12	----	
3220	193	1813	Fixation	211	1819.38	13	----	image-09
3221	190	1810	Fixation	209.5	1818.71	14	----	image-09
3222	228	1829	Fixation	210.733	1819.4	15	----	image-09
3223	290	1847	--------	-9999	-9999	0	----	
3224	299	1853	--------	-9999	-9999	1	----	
3225	293	1841	--------	-9999	-9999	2	----	image-09
3226	287	1832	--------	-9999	-9999	3	----	
3227	293	1850	Fixation	293	1844	4	----	image-09
