time,fix_index,x,y,fix_dur,doc,subject,cond,section,roi,dist,speed
10,960,107.67,117.78,29,image-03,sub-10,2-column,-,-,35.99,3.6
10,965,36.65,126.92,26,image-03,sub-10,2-column,-,-,32.07,3.21
2,972,70.66,128.85,6,image-03,sub-10,2-column,-,-,43.93,21.96
2,973,37.48,184.91,4,image-03,sub-10,2-column,-,-,65.14,32.57
2,1006,32.32,197.39,5,image-03,sub-10,2-column,-,-,20.98,10.49
3,1015,42.9,198.37,10,image-03,sub-10,2-column,-,-,23.57,7.86
9,1018,80.97,197.42,11,image-03,sub-10,2-column,-,-,32.78,3.64
4,1023,21.06,206.41,12,image-03,sub-10,2-column,-,-,23.39,5.85
7,1024,41.23,204.34,13,image-03,sub-10,2-column,-,-,20.28,2.9
3,1044,50.86,217.39,11,image-03,sub-10,2-column,-,-,24.95,8.32
11,1070,61.91,76.58,6,image-03,sub-10,2-column,-,-,133.87,12.17
2,1071,99.83,88.25,5,image-03,sub-10,2-column,-,-,39.68,19.84
6,1073,116.59,110.16,8,image-03,sub-10,2-column,-,-,64.0,10.67
4,1077,56.57,134.2,4,image-03,sub-10,2-column,-,-,26.91,6.73
30,1078,23.36,28.89,11,image-04,sub-10,2-column,-,-,110.42,3.68
5,1085,35.05,53.17,12,image-04,sub-10,2-column,-,-,31.9,6.38
2,1096,52.21,52.62,4,image-04,sub-10,2-column,S2,Formula,23.69,11.85
3,1098,64.9,42.26,6,image-04,sub-10,2-column,-,-,25.34,8.45
2,1107,61.74,95.42,4,image-04,sub-10,2-column,-,-,24.47,12.23
3,1108,88.58,79.76,9,image-04,sub-10,2-column,-,-,31.07,10.36
6,1113,116.85,78.28,5,image-04,sub-10,2-column,-,-,76.67,12.78
4,1127,38.4,101.49,12,image-04,sub-10,2-column,-,-,20.53,5.13
2,1150,55.11,98.89,5,image-04,sub-10,2-column,-,-,33.01,16.5
4,1164,17.64,106.23,11,image-04,sub-10,2-column,-,-,23.46,5.87
5,1201,15.93,111.98,14,image-04,sub-10,2-column,-,-,27.32,5.46
8,1213,20.81,119.63,23,image-04,sub-10,2-column,-,-,25.91,3.24
3,1224,29.71,125.36,7,image-04,sub-10,2-column,-,-,24.74,8.25
6,1285,23.55,150.19,16,image-04,sub-10,2-column,-,-,22.75,3.79
6,1308,19.46,159.17,14,image-04,sub-10,2-column,-,-,52.19,8.7
6,1309,42.04,155.94,15,image-04,sub-10,2-column,-,-,22.81,3.8
5,1337,22.4,179.14,14,image-04,sub-10,2-column,-,-,35.25,7.05
2,1349,41.57,181.51,4,image-04,sub-10,2-column,-,-,29.92,14.96
2,1358,65.6,180.87,5,image-04,sub-10,2-column,-,-,23.52,11.76
4,1363,57.1,182.66,11,image-04,sub-10,2-column,-,-,32.73,8.18
8,1386,27.36,200.17,21,image-04,sub-10,2-column,-,-,20.78,2.6
7,1398,29.7,206.25,20,image-04,sub-10,2-column,-,-,20.17,2.88
6,1413,26.12,213.14,15,image-04,sub-10,2-column,-,-,21.5,3.58
10,1424,29.08,215.85,29,image-04,sub-10,2-column,-,-,29.82,2.98
7,1434,25.69,221.78,20,image-04,sub-10,2-column,-,-,27.4,3.91
3,1468,98.87,95.98,4,image-04,sub-10,2-column,-,-,158.84,52.95
4,1474,91.55,87.66,9,image-04,sub-10,2-column,-,-,36.27,9.07
13,1482,77.75,114.67,6,image-04,sub-10,2-column,-,-,24.48,1.88
12,1486,91.9,40.96,5,image-05,sub-10,2-column,-,-,78.65,6.55
20,1489,143.3,27.28,8,image-05,sub-10,2-column,-,-,65.2,3.26
13,1491,154.99,38.88,4,image-05,sub-10,2-column,S2,Body,84.05,6.47
17,1496,103.98,29.55,6,image-05,sub-10,2-column,-,-,55.45,3.26
3,1498,80.16,78.87,8,image-05,sub-10,2-column,S2,Body,23.12,7.71
11,1500,34.38,73.8,13,image-05,sub-10,2-column,-,-,25.62,2.33
4,1507,55.26,146.44,9,image-05,sub-10,2-column,-,-,81.74,20.43
4,1513,60.95,96.97,11,image-05,sub-10,2-column,-,-,31.6,7.9
4,1515,99.6,99.56,6,image-05,sub-10,2-column,S2,Formula,40.78,10.2
9,1519,81.5,62.59,4,image-05,sub-10,2-column,-,-,43.29,4.81
4,1521,42.37,99.07,4,image-05,sub-10,2-column,-,-,39.28,9.82
6,1522,65.93,79.45,6,image-05,sub-10,2-column,-,-,30.66,5.11
5,1524,81.84,88.92,5,image-05,sub-10,2-column,-,-,43.45,8.69
9,1526,29.24,88.83,8,image-05,sub-10,2-column,-,-,23.23,2.58
5,1527,99.98,83.33,8,image-05,sub-10,2-column,-,-,70.95,14.19
5,1533,90.17,91.66,13,image-05,sub-10,2-column,-,-,22.88,4.58
7,1536,111.29,97.83,5,image-05,sub-10,2-column,-,-,42.33,6.05
6,1539,98.7,113.96,19,image-05,sub-10,2-column,-,-,20.65,3.44
16,1542,107.08,134.39,21,image-05,sub-10,2-column,-,-,29.16,1.82
22,1545,53.49,109.93,14,image-05,sub-10,2-column,-,-,43.14,1.96
6,1550,90.54,124.64,9,image-05,sub-10,2-column,-,-,30.92,5.15
13,1553,47.28,155.15,8,image-05,sub-10,2-column,-,-,34.55,2.66
5,1554,76.15,154.57,10,image-05,sub-10,2-column,-,-,28.88,5.78
7,1561,77.05,214.78,8,image-05,sub-10,2-column,-,-,28.51,4.07
5,1566,67.19,229.52,8,image-05,sub-10,2-column,-,-,28.33,5.67
12,1570,86.19,177.32,12,image-05,sub-10,2-column,-,-,21.1,1.76
6,1573,86.64,158.61,6,image-05,sub-10,2-column,-,-,31.62,5.27
4,1577,88.7,221.94,10,image-05,sub-10,2-column,-,-,23.82,5.96
3,1581,61.74,195.85,6,image-05,sub-10,2-column,-,-,23.43,7.81
2,1582,99.22,182.31,5,image-05,sub-10,2-column,S2,Formula,39.85,19.93
10,1584,78.72,151.12,5,image-05,sub-10,2-column,-,-,24.65,2.46
3,1594,87.84,214.94,5,image-05,sub-10,2-column,-,-,47.2,15.73
4,1599,84.9,179.74,8,image-05,sub-10,2-column,-,-,41.38,10.35
13,1605,74.95,111.77,15,image-05,sub-10,2-column,-,-,74.21,5.71
3,1606,69.34,170.56,5,image-05,sub-10,2-column,-,-,59.06,19.69
8,1607,138.68,225.29,11,image-05,sub-10,2-column,-,-,88.34,11.04
3,1609,81.67,85.25,8,image-05,sub-10,2-column,-,-,21.68,7.23
18,1611,24.8,144.18,8,image-06,sub-10,2-column,S3,Aknowledgement,73.2,4.07
5,1612,32.07,210.42,15,image-06,sub-10,2-column,S3,Aknowledgement,66.64,13.33
10,1617,59.42,46.93,8,image-06,sub-10,2-column,S3,Aknowledgement,49.4,4.94
13,1625,34.92,42.21,6,image-06,sub-10,2-column,S3,Aknowledgement,28.04,2.16
6,1636,39.59,35.81,12,image-06,sub-10,2-column,S3,Aknowledgement,28.19,4.7
4,1643,39.13,62.02,9,image-06,sub-10,2-column,S3,Aknowledgement,23.12,5.78
5,1649,9.82,54.1,14,image-06,sub-10,2-column,S3,Aknowledgement,34.98,7.0
4,1650,35.58,45.52,10,image-06,sub-10,2-column,S3,Aknowledgement,27.15,6.79
6,1692,22.92,76.29,7,image-06,sub-10,2-column,S3,Aknowledgement,24.19,4.03
5,1701,38.32,80.65,6,image-06,sub-10,2-column,S3,Aknowledgement,23.02,4.6
4,1703,67.0,87.11,11,image-06,sub-10,2-column,S3,Aknowledgement,40.31,10.08
5,1705,77.86,82.49,13,image-06,sub-10,2-column,S3,Aknowledgement,26.21,5.24
3,1708,59.54,87.23,9,image-06,sub-10,2-column,S3,Aknowledgement,20.08,6.69
4,1734,32.88,112.43,11,image-06,sub-10,2-column,S3,Aknowledgement,22.57,5.64
4,1748,13.25,113.04,7,image-06,sub-10,2-column,S3,Aknowledgement,41.31,10.33
6,1772,12.85,126.31,6,image-06,sub-10,2-column,S3,Aknowledgement,116.77,19.46
3,1774,26.39,122.26,8,image-06,sub-10,2-column,S3,Aknowledgement,21.67,7.22
4,1804,94.7,133.1,10,image-06,sub-10,2-column,S3,Aknowledgement,91.97,22.99
6,1828,27.22,151.75,16,image-06,sub-10,2-column,S3,Aknowledgement,33.31,5.55
5,1840,36.09,160.14,14,image-06,sub-10,2-column,S3,Aknowledgement,26.37,5.27
6,1847,52.74,158.22,15,image-06,sub-10,2-column,S3,Aknowledgement,20.14,3.36
9,1868,50.84,187.58,26,image-06,sub-10,2-column,S3,Aknowledgement,29.27,3.25
9,1878,70.9,179.74,24,image-06,sub-10,2-column,S3,Aknowledgement,29.78,3.31
6,1887,34.45,180.61,15,image-06,sub-10,2-column,S3,Aknowledgement,25.18,4.2
6,1898,68.24,194.35,13,image-06,sub-10,2-column,S3,Aknowledgement,26.77,4.46
3,1932,125.75,195.6,7,image-06,sub-10,2-column,S3,Aknowledgement,78.7,26.23
6,1961,79.71,215.86,17,image-06,sub-10,2-column,S3,Aknowledgement,36.74,6.12
5,1969,37.71,246.03,14,image-06,sub-10,2-column,S3,Aknowledgement,29.21,5.84
5,1970,75.4,243.86,16,image-06,sub-10,2-column,S3,Aknowledgement,37.75,7.55
4,1973,89.07,239.53,10,image-06,sub-10,2-column,S3,Aknowledgement,47.62,11.9
2,1977,104.2,241.27,5,image-06,sub-10,2-column,S3,Aknowledgement,42.38,21.19
4,1979,107.97,247.92,11,image-06,sub-10,2-column,S3,Aknowledgement,51.9,12.97
6,1986,105.14,85.57,16,image-07,sub-10,2-column,-,-,29.59,4.93
7,1988,71.68,128.39,20,image-07,sub-10,2-column,-,-,36.22,5.17
3,1994,46.85,191.68,8,image-07,sub-10,2-column,-,-,32.98,10.99
4,2007,22.61,86.56,5,image-07,sub-10,2-column,-,-,31.65,7.91
1,2008,26.6,163.29,5,image-07,sub-10,2-column,-,-,76.83,76.83
6,2014,93.89,156.91,13,image-07,sub-10,2-column,-,-,25.83,4.3
4,2018,100.43,164.41,11,image-07,sub-10,2-column,-,-,42.3,10.57
8,2022,69.22,187.08,24,image-07,sub-10,2-column,-,-,36.01,4.5
5,2028,34.56,162.45,4,image-07,sub-10,2-column,S3,References,81.92,16.38
2,2035,72.67,137.77,5,image-07,sub-10,2-column,-,-,63.17,31.59
-9120,1,138.13,86.23,4,image-01,sub-5,1-column,S1,Introduction,78.2,-0.01
13,22,65.3,60.23,4,image-01,sub-5,1-column,S1,Introduction,21.55,1.66
44,25,80.07,89.52,4,image-01,sub-5,1-column,S1,Introduction,54.46,1.24
15,40,81.16,146.83,6,image-01,sub-5,1-column,S1,Introduction,25.3,1.69
37,45,143.49,227.6,6,image-01,sub-5,1-column,S1,Introduction,82.41,2.23
16,47,180.22,168.42,5,image-01,sub-5,1-column,S1,Introduction,105.02,6.56
5,52,105.95,218.2,4,image-01,sub-5,1-column,S1,Introduction,38.95,7.79
19,55,69.56,210.82,6,image-01,sub-5,1-column,S1,Introduction,25.04,1.32
20,56,118.85,173.09,8,image-01,sub-5,1-column,S1,Introduction,62.07,3.1
11,65,132.09,195.33,4,image-01,sub-5,1-column,S1,Introduction,32.84,2.99
5,69,97.79,92.37,4,image-02,sub-5,1-column,S2,Body,43.18,8.64
18,74,122.75,64.5,9,image-02,sub-5,1-column,S2,Body,20.66,1.15
14,85,95.74,103.42,5,image-02,sub-5,1-column,S2,Body,63.55,4.54
18,89,118.94,78.78,5,image-02,sub-5,1-column,S2,Body,28.97,1.61
27,92,66.58,102.19,10,image-02,sub-5,1-column,S2,Body,38.3,1.42
10,104,36.59,194.36,5,image-02,sub-5,1-column,S2,Body,89.5,8.95
29,126,100.49,210.2,8,image-02,sub-5,1-column,S2,Body,50.05,1.73
10,134,29.17,197.53,5,image-02,sub-5,1-column,S2,Body,86.04,8.6
19,144,86.64,74.39,12,image-03,sub-5,1-column,-,-,51.59,2.72
7,150,69.14,95.2,5,image-03,sub-5,1-column,-,-,23.37,3.34
14,163,38.25,100.2,13,image-03,sub-5,1-column,-,-,66.7,4.76
6,172,74.57,106.14,5,image-03,sub-5,1-column,-,-,25.43,4.24
10,179,62.48,217.41,5,image-03,sub-5,1-column,-,-,29.93,2.99
16,187,107.55,216.77,5,image-03,sub-5,1-column,-,-,55.73,3.48
19,201,86.6,272.41,9,image-03,sub-5,1-column,-,-,54.74,2.88
18,203,102.0,208.35,7,image-03,sub-5,1-column,-,-,37.35,2.08
22,208,72.19,232.41,18,image-03,sub-5,1-column,-,-,24.17,1.1
30,214,84.0,103.69,13,image-04,sub-5,1-column,-,-,112.77,3.76
29,232,178.11,171.27,4,image-04,sub-5,1-column,-,-,61.79,2.13
9,234,73.37,131.98,4,image-04,sub-5,1-column,-,-,26.73,2.97
15,248,76.56,180.75,8,image-04,sub-5,1-column,-,-,29.88,1.99
20,255,47.73,173.72,7,image-04,sub-5,1-column,-,-,72.85,3.64
16,263,46.95,194.06,5,image-04,sub-5,1-column,-,-,66.24,4.14
8,264,67.02,196.75,7,image-04,sub-5,1-column,-,-,20.25,2.53
7,266,77.39,189.76,6,image-04,sub-5,1-column,-,-,30.57,4.37
66,286,111.18,63.41,12,image-05,sub-5,1-column,-,-,144.52,2.19
59,288,147.23,51.66,13,image-05,sub-5,1-column,-,-,124.51,2.11
7,291,48.36,71.58,6,image-05,sub-5,1-column,-,-,63.94,9.13
7,292,70.81,64.84,5,image-05,sub-5,1-column,-,-,23.44,3.35
11,297,97.4,119.97,6,image-05,sub-5,1-column,-,-,32.97,3.0
23,298,114.66,83.9,4,image-05,sub-5,1-column,-,-,39.99,1.74
6,303,60.19,81.31,5,image-05,sub-5,1-column,-,-,21.85,3.64
10,306,129.86,103.8,5,image-05,sub-5,1-column,-,-,75.64,7.56
37,312,76.59,204.68,7,image-05,sub-5,1-column,-,-,41.03,1.11
17,320,142.53,72.81,8,image-06,sub-5,1-column,S3,Aknowledgement,45.21,2.66
10,324,79.22,82.45,9,image-06,sub-5,1-column,S3,Aknowledgement,96.41,9.64
14,341,59.62,140.5,7,image-06,sub-5,1-column,S3,Aknowledgement,87.38,6.24
5,351,101.28,112.19,4,image-06,sub-5,1-column,S3,Aknowledgement,24.73,4.95
63,375,53.74,133.85,4,image-01,sub-5,1-column,S1,Abstract,43.7,0.69
30,378,138.13,86.23,4,image-01,sub-5,1-column,S1,Introduction,115.32,3.84
3,15,80.93,84.7,6,image-01,sub-13,1-column,S1,Abstract,27.71,9.24
2,16,114.36,75.81,7,image-01,sub-13,1-column,S1,Introduction,34.59,17.3
5,87,141.18,114.91,15,image-01,sub-13,1-column,S1,Introduction,66.68,13.34
8,92,84.18,117.43,17,image-01,sub-13,1-column,S1,Introduction,25.41,3.18
3,126,111.72,135.27,5,image-01,sub-13,1-column,S1,Introduction,35.73,11.91
4,128,127.0,131.87,12,image-01,sub-13,1-column,S1,Introduction,28.85,7.21
5,143,79.2,146.25,9,image-01,sub-13,1-column,S1,Introduction,28.13,5.63
2,153,96.74,151.28,6,image-01,sub-13,1-column,S1,Introduction,23.33,11.66
2,157,73.46,131.14,4,image-01,sub-13,1-column,S1,Introduction,29.45,14.72
3,175,83.85,149.44,7,image-01,sub-13,1-column,S1,Introduction,26.41,8.8
10,192,68.08,192.68,29,image-01,sub-13,1-column,S1,Introduction,74.33,7.43
13,228,90.37,204.69,24,image-01,sub-13,1-column,S1,Introduction,21.67,1.67
2,256,129.13,217.87,7,image-01,sub-13,1-column,S1,Introduction,21.81,10.9
5,258,147.26,217.93,14,image-01,sub-13,1-column,S1,Introduction,28.09,5.62
3,329,97.62,190.61,8,image-01,sub-13,1-column,S1,Introduction,32.98,10.99
2,332,82.94,108.51,6,image-01,sub-13,1-column,S1,Introduction,62.67,31.34
4,333,94.84,132.14,6,image-01,sub-13,1-column,S1,Introduction,26.46,6.62
5,336,64.9,80.52,9,image-01,sub-13,1-column,S1,Introduction,49.2,9.84
2,337,98.79,94.72,5,image-01,sub-13,1-column,S1,Introduction,36.74,18.37
3,339,68.22,94.79,7,image-01,sub-13,1-column,S1,Introduction,52.66,17.55
20,343,124.71,202.93,6,image-01,sub-13,1-column,S1,Introduction,76.19,3.81
17,345,48.8,86.21,7,image-02,sub-13,1-column,S2,Body,24.06,1.42
6,346,73.09,81.29,7,image-02,sub-13,1-column,S2,Body,24.78,4.13
2,350,60.03,29.76,6,image-02,sub-13,1-column,S2,Body,43.97,21.98
5,355,110.94,23.96,9,image-02,sub-13,1-column,S2,Body,26.24,5.25
5,372,137.05,39.63,10,image-02,sub-13,1-column,S2,Body,34.02,6.8
6,375,67.27,36.17,10,image-02,sub-13,1-column,S2,Body,24.42,4.07
3,400,58.75,39.31,7,image-02,sub-13,1-column,S2,Body,25.51,8.5
7,418,57.83,71.43,21,image-02,sub-13,1-column,S2,Body,33.13,4.73
5,470,59.73,88.37,11,image-02,sub-13,1-column,S2,Body,25.71,5.14
5,480,54.59,95.79,9,image-02,sub-13,1-column,S2,Body,27.23,5.45
13,503,119.35,106.02,31,image-02,sub-13,1-column,S2,Body,40.4,3.11
4,522,59.75,115.06,9,image-02,sub-13,1-column,S2,Body,20.35,5.09
4,568,85.66,94.45,4,image-02,sub-13,1-column,S2,Body,49.34,12.34
4,573,95.23,128.2,7,image-02,sub-13,1-column,S2,Body,44.58,11.14
3,575,155.34,126.49,7,image-02,sub-13,1-column,S2,Body,101.79,33.93
6,578,86.26,131.79,8,image-02,sub-13,1-column,S2,Body,36.03,6.0
7,580,89.73,152.73,6,image-02,sub-13,1-column,S2,Body,38.67,5.52
6,628,66.31,189.62,14,image-02,sub-13,1-column,S2,Body,25.3,4.22
5,630,77.03,190.55,13,image-02,sub-13,1-column,S2,Body,24.0,4.8
5,672,58.73,214.88,12,image-02,sub-13,1-column,S2,Body,25.46,5.09
9,697,73.2,226.84,22,image-02,sub-13,1-column,S2,Body,20.53,2.28
4,715,86.39,236.95,13,image-02,sub-13,1-column,S2,Body,20.08,5.02
4,737,100.71,194.08,4,image-02,sub-13,1-column,S2,Body,47.25,11.81
2,738,85.07,162.26,5,image-02,sub-13,1-column,S2,Body,35.46,17.73
3,739,61.74,157.04,9,image-02,sub-13,1-column,S2,Body,23.91,7.97
9,741,67.73,152.27,8,image-02,sub-13,1-column,S2,Body,23.33,2.59
4,743,78.62,142.03,11,image-02,sub-13,1-column,S2,Body,28.05,7.01
3,754,67.81,22.27,8,image-03,sub-13,1-column,-,-,27.87,9.29
4,756,111.72,22.58,5,image-03,sub-13,1-column,-,-,59.36,14.84
2,764,77.7,111.97,5,image-03,sub-13,1-column,-,-,20.79,10.39
4,772,74.07,43.6,7,image-03,sub-13,1-column,S2,Body,58.97,14.74
4,780,78.7,42.73,8,image-03,sub-13,1-column,-,-,44.77,11.19
11,824,99.38,59.0,17,image-03,sub-13,1-column,-,-,28.79,2.62
3,840,108.32,72.96,9,image-03,sub-13,1-column,-,-,37.99,12.66
4,845,138.15,69.13,13,image-03,sub-13,1-column,-,-,38.24,9.56
3,847,71.29,79.2,7,image-03,sub-13,1-column,-,-,25.07,8.36
2,851,86.64,150.4,6,image-03,sub-13,1-column,-,-,32.9,16.45
3,858,119.36,215.26,6,image-03,sub-13,1-column,-,-,61.38,20.46
4,866,81.15,142.27,5,image-03,sub-13,1-column,-,-,85.15,21.29
3,871,69.82,127.94,9,image-03,sub-13,1-column,-,-,62.34,20.78
1,878,75.59,176.06,4,image-03,sub-13,1-column,S2,Figure,69.51,69.51
2,892,72.46,166.76,6,image-03,sub-13,1-column,-,-,21.39,10.7
3,893,137.18,143.15,5,image-03,sub-13,1-column,-,-,68.89,22.96
3,916,76.41,198.08,7,image-03,sub-13,1-column,-,-,42.47,14.16
3,921,81.65,145.82,6,image-03,sub-13,1-column,-,-,36.23,12.08
3,922,89.5,201.58,10,image-03,sub-13,1-column,-,-,56.31,18.77
46,1002,74.98,154.74,15,image-04,sub-13,1-column,-,-,26.71,0.58
4,1023,98.8,57.72,9,image-04,sub-13,1-column,-,-,25.16,6.29
2,1024,70.29,28.74,7,image-04,sub-13,1-column,-,-,40.65,20.32
2,1025,94.26,24.26,4,image-04,sub-13,1-column,-,-,24.39,12.2
8,1046,101.63,79.87,8,image-04,sub-13,1-column,-,-,26.62,3.33
9,1054,67.24,89.41,20,image-04,sub-13,1-column,-,-,20.79,2.31
5,1095,70.74,101.38,6,image-04,sub-13,1-column,-,-,24.45,4.89
6,1108,81.4,115.93,15,image-04,sub-13,1-column,-,-,22.2,3.7
2,1170,101.07,153.26,5,image-04,sub-13,1-column,-,-,22.75,11.38
2,1193,112.0,158.73,5,image-04,sub-13,1-column,-,-,29.32,14.66
3,1197,99.65,153.87,5,image-04,sub-13,1-column,-,-,23.53,7.84
4,1238,69.04,190.34,12,image-04,sub-13,1-column,-,-,22.74,5.68
5,1248,93.48,198.31,12,image-04,sub-13,1-column,-,-,26.45,5.29
7,1326,94.09,203.18,10,image-04,sub-13,1-column,-,-,57.04,8.15
6,1338,77.41,169.2,10,image-04,sub-13,1-column,-,-,52.61,8.77
2,1340,66.03,186.06,4,image-04,sub-13,1-column,-,-,42.09,21.05
1,1341,63.14,164.33,4,image-04,sub-13,1-column,-,-,21.92,21.92
5,1343,71.86,182.7,6,image-04,sub-13,1-column,-,-,23.08,4.62
4,1347,79.98,143.79,9,image-04,sub-13,1-column,-,-,29.6,7.4
14,1349,82.15,105.66,16,image-04,sub-13,1-column,-,-,59.5,4.25
22,1351,91.85,91.0,5,image-05,sub-13,1-column,-,-,27.9,1.27
3,1374,88.23,39.88,4,image-05,sub-13,1-column,-,-,35.62,11.87
9,1380,102.2,44.99,11,image-05,sub-13,1-column,-,-,26.19,2.91
6,1383,62.02,55.7,6,image-05,sub-13,1-column,-,-,22.97,3.83
10,1402,88.26,129.93,4,image-05,sub-13,1-column,-,-,72.62,7.26
2,1403,90.91,151.62,5,image-05,sub-13,1-column,-,-,21.85,10.93
5,1416,91.75,192.28,14,image-05,sub-13,1-column,-,-,33.71,6.74
2,1419,123.97,177.81,7,image-05,sub-13,1-column,-,-,24.75,12.38
10,1424,68.51,209.28,11,image-05,sub-13,1-column,-,-,30.82,3.08
15,1428,70.49,209.6,21,image-05,sub-13,1-column,-,-,60.3,4.02
6,1438,123.59,215.77,5,image-05,sub-13,1-column,-,-,40.01,6.67
6,1467,103.38,151.35,4,image-05,sub-13,1-column,-,-,78.12,13.02
23,1470,106.25,215.74,26,image-05,sub-13,1-column,-,-,24.97,1.09
3,1472,91.66,225.04,4,image-06,sub-13,1-column,S3,Aknowledgement,24.07,8.02
2,1476,46.62,222.33,4,image-06,sub-13,1-column,S3,Aknowledgement,56.43,28.21
4,1477,69.32,144.94,6,image-06,sub-13,1-column,S3,Aknowledgement,80.65,20.16
4,1482,65.01,79.67,4,image-06,sub-13,1-column,S3,Aknowledgement,20.83,5.21
4,1493,95.15,40.2,6,image-06,sub-13,1-column,S3,Aknowledgement,36.39,9.1
2,1496,98.11,67.93,4,image-06,sub-13,1-column,S3,Aknowledgement,31.96,15.98
2,1497,167.87,72.04,5,image-06,sub-13,1-column,S3,Aknowledgement,69.88,34.94
3,1499,167.53,63.38,7,image-06,sub-13,1-column,S3,Aknowledgement,68.59,22.86
7,1507,103.48,36.83,4,image-06,sub-13,1-column,S3,Aknowledgement,26.11,3.73
3,1520,79.97,46.62,4,image-06,sub-13,1-column,S3,Aknowledgement,43.33,14.44
3,1527,67.81,53.77,4,image-06,sub-13,1-column,S3,Aknowledgement,25.53,8.51
4,1546,128.59,50.1,6,image-06,sub-13,1-column,S3,Aknowledgement,79.17,19.79
7,1565,112.21,74.08,4,image-06,sub-13,1-column,S3,Aknowledgement,29.83,4.26
3,1567,122.2,71.79,8,image-06,sub-13,1-column,S3,Aknowledgement,39.82,13.27
6,1569,100.65,71.37,8,image-06,sub-13,1-column,S3,Aknowledgement,47.21,7.87
2,1600,124.91,97.92,5,image-06,sub-13,1-column,S3,Aknowledgement,29.85,14.93
2,1605,122.88,101.71,4,image-06,sub-13,1-column,S3,Aknowledgement,61.16,30.58
4,1607,72.17,116.12,10,image-06,sub-13,1-column,S3,Aknowledgement,23.71,5.93
2,1630,89.92,141.3,6,image-06,sub-13,1-column,S3,Aknowledgement,23.18,11.59
5,1639,94.65,141.56,6,image-06,sub-13,1-column,S3,Aknowledgement,27.16,5.43
2,1642,73.35,152.6,5,image-06,sub-13,1-column,S3,Aknowledgement,21.61,10.8
4,1643,119.87,147.92,7,image-06,sub-13,1-column,S3,Aknowledgement,46.75,11.69
6,1653,103.91,161.36,14,image-06,sub-13,1-column,S3,Aknowledgement,30.35,5.06
1,1662,105.16,168.74,4,image-06,sub-13,1-column,S3,Aknowledgement,26.45,26.45
6,1684,147.41,171.87,11,image-06,sub-13,1-column,S3,Aknowledgement,93.42,15.57
7,1690,73.35,183.39,20,image-06,sub-13,1-column,S3,Aknowledgement,43.04,6.15
1,1692,93.92,181.23,4,image-06,sub-13,1-column,S3,Aknowledgement,27.08,27.08
4,1697,98.03,183.95,12,image-06,sub-13,1-column,S3,Aknowledgement,40.66,10.16
8,1700,62.43,189.22,23,image-06,sub-13,1-column,S3,Aknowledgement,48.16,6.02
3,1705,105.46,187.03,7,image-06,sub-13,1-column,S3,Aknowledgement,21.62,7.21
2,1732,134.99,205.48,7,image-06,sub-13,1-column,S3,Aknowledgement,28.5,14.25
5,1735,142.22,222.41,14,image-06,sub-13,1-column,S3,Aknowledgement,33.38,6.68
4,1737,78.34,233.48,11,image-06,sub-13,1-column,S3,Aknowledgement,20.31,5.08
8,1742,70.37,136.0,11,image-06,sub-13,1-column,S3,Aknowledgement,37.36,4.67
7,1743,62.52,76.29,9,image-06,sub-13,1-column,S3,Aknowledgement,60.22,8.6
5,1744,57.88,105.89,8,image-06,sub-13,1-column,S3,Aknowledgement,29.96,5.99
4,1747,72.64,94.57,10,image-06,sub-13,1-column,S3,Aknowledgement,54.2,13.55
11,1749,57.58,76.86,9,image-06,sub-13,1-column,S3,Aknowledgement,40.93,3.72
31,1751,105.13,57.59,4,image-07,sub-13,1-column,-,-,55.47,1.79
9,1761,83.45,97.29,7,image-07,sub-13,1-column,-,-,29.06,3.23
2,1764,87.75,91.26,4,image-07,sub-13,1-column,-,-,20.42,10.21
4,1768,67.4,124.06,6,image-07,sub-13,1-column,-,-,70.49,17.62
2,1770,87.63,126.91,5,image-07,sub-13,1-column,-,-,32.98,16.49
3,1772,96.14,137.55,8,image-07,sub-13,1-column,-,-,34.69,11.56
2,1790,145.19,170.46,6,image-07,sub-13,1-column,-,-,20.64,10.32
7,1795,88.75,204.03,18,image-07,sub-13,1-column,-,-,22.23,3.18
3,1800,64.34,217.64,7,image-07,sub-13,1-column,-,-,61.29,20.43
2,1802,93.34,215.77,4,image-07,sub-13,1-column,-,-,33.14,16.57
6,1805,97.98,136.98,18,image-07,sub-13,1-column,-,-,74.62,12.44
4,1806,82.99,161.66,4,image-07,sub-13,1-column,-,-,28.88,7.22
75,1808,78.13,140.27,5,image-08,sub-13,1-column,-,-,37.75,0.5
7,1809,109.17,147.76,7,image-08,sub-13,1-column,-,-,31.93,4.56
13,1816,146.01,162.1,7,image-08,sub-13,1-column,-,-,29.67,2.28
-7772,1,47.1,225.63,7,image-09,sub-12,2-column,S1,Introduction,67.81,-0.01
4,7,65.87,225.75,8,image-09,sub-12,2-column,S1,Introduction,23.78,5.95
6,16,27.94,238.1,15,image-09,sub-12,2-column,S1,Introduction,55.0,9.17
6,51,47.86,257.87,11,image-09,sub-12,2-column,S1,Introduction,24.66,4.11
6,54,86.04,258.87,11,image-09,sub-12,2-column,S1,Introduction,29.26,4.88
2,64,64.47,263.26,6,image-09,sub-12,2-column,S1,Introduction,29.04,14.52
2,71,130.79,134.01,6,image-09,sub-12,2-column,S1,Introduction,24.76,12.38
3,83,133.8,144.17,6,image-09,sub-12,2-column,S1,Introduction,21.75,7.25
