time,fix_index,x,y,fix_dur,doc,subject,cond,section,roi,dist,speed
6,10,42.86,110.14,5,image-09,sub-1,2-column,S1,Introduction,14.15,2.36
5,20,24.84,118.13,4,image-09,sub-1,2-column,S1,Introduction,6.25,1.25
5,24,55.64,109.55,4,image-09,sub-1,2-column,S1,Abstract,10.83,2.17
9,31,20.88,119.31,8,image-09,sub-1,2-column,S1,Introduction,6.42,0.71
10,32,35.52,114.67,9,image-09,sub-1,2-column,S1,Introduction,15.36,1.54
9,39,36.48,115.42,8,image-09,sub-1,2-column,S1,Introduction,16.45,1.83
9,42,54.83,109.29,8,image-09,sub-1,2-column,S1,Introduction,16.52,1.84
9,47,43.48,120.71,8,image-09,sub-1,2-column,S1,Introduction,19.72,2.19
6,49,52.57,122.08,5,image-09,sub-1,2-column,S1,Introduction,15.81,2.64
6,53,61.34,121.41,5,image-09,sub-1,2-column,S1,Introduction,8.4,1.4
7,56,32.76,134.89,6,image-09,sub-1,2-column,S1,Introduction,14.18,2.03
10,63,20.78,159.01,9,image-09,sub-1,2-column,S1,Introduction,6.99,0.7
8,64,39.24,154.58,7,image-09,sub-1,2-column,S1,Introduction,18.98,2.37
6,68,24.32,163.76,5,image-09,sub-1,2-column,S1,Introduction,6.89,1.15
6,77,61.59,115.16,5,image-09,sub-1,2-column,S1,Introduction,19.63,3.27
5,86,133.01,88.9,4,image-09,sub-1,2-column,S1,Introduction,15.22,3.04
13,91,48.31,118.97,12,image-09,sub-1,2-column,S1,Introduction,17.32,1.33
12,92,54.94,119.22,11,image-09,sub-1,2-column,S1,Introduction,6.63,0.55
5,95,64.66,121.53,4,image-09,sub-1,2-column,S1,Introduction,16.16,3.23
12,101,48.5,137.28,11,image-09,sub-1,2-column,S1,Introduction,8.63,0.72
9,102,64.79,131.28,8,image-09,sub-1,2-column,S1,Introduction,17.36,1.93
10,108,123.44,124.07,9,image-09,sub-1,2-column,S1,Introduction,5.81,0.58
7,110,73.45,140.61,6,image-09,sub-1,2-column,S1,Introduction,19.05,2.72
7,112,78.89,137.35,6,image-09,sub-1,2-column,S1,Introduction,13.84,1.98
12,119,72.13,150.55,11,image-09,sub-1,2-column,S1,Introduction,19.23,1.6
12,121,61.57,150.93,9,image-09,sub-1,2-column,S1,Introduction,4.17,0.35
7,128,53.76,160.63,6,image-09,sub-1,2-column,S1,Introduction,7.87,1.12
6,129,72.24,155.57,5,image-09,sub-1,2-column,S1,Introduction,19.16,3.19
11,143,107.58,188.19,6,image-09,sub-1,2-column,S1,Introduction,16.8,1.53
8,146,74.85,213.75,7,image-09,sub-1,2-column,S1,Introduction,7.8,0.97
8,147,93.94,211.57,7,image-09,sub-1,2-column,S1,Introduction,19.21,2.4
7,149,72.88,210.66,6,image-09,sub-1,2-column,S1,Introduction,1.71,0.24
10,161,98.22,226.94,9,image-09,sub-1,2-column,S1,Introduction,19.55,1.96
17,168,85.78,221.51,16,image-09,sub-1,2-column,S1,Introduction,7.64,0.45
6,169,94.65,217.33,5,image-09,sub-1,2-column,S1,Introduction,9.81,1.64
7,183,132.74,218.46,6,image-09,sub-1,2-column,S1,Introduction,15.59,2.23
8,186,92.61,226.68,7,image-09,sub-1,2-column,S1,Introduction,13.33,1.67
9,189,31.05,114.38,8,image-10,sub-1,2-column,-,-,7.3,0.81
10,196,34.28,223.69,5,image-10,sub-1,2-column,-,-,17.21,1.72
5,201,43.13,178.77,4,image-10,sub-1,2-column,-,-,8.97,1.79
5,202,47.58,168.98,4,image-10,sub-1,2-column,-,-,10.75,2.15
8,210,77.82,177.15,7,image-10,sub-1,2-column,-,-,19.48,2.44
15,215,108.55,43.01,14,image-10,sub-1,2-column,-,-,11.61,0.77
18,217,104.43,46.65,15,image-10,sub-1,2-column,S2,Body,5.91,0.33
10,223,98.36,88.39,5,image-10,sub-1,2-column,-,-,13.14,1.31
8,228,91.32,97.04,7,image-10,sub-1,2-column,-,-,10.77,1.35
7,237,131.26,80.86,6,image-10,sub-1,2-column,-,-,16.26,2.32
10,239,113.26,89.71,9,image-10,sub-1,2-column,-,-,12.59,1.26
11,240,124.74,89.11,10,image-10,sub-1,2-column,-,-,11.5,1.05
5,243,58.31,110.28,4,image-10,sub-1,2-column,-,-,5.07,1.01
15,244,58.92,98.9,4,image-10,sub-1,2-column,-,-,11.4,0.76
17,248,99.85,102.97,16,image-10,sub-1,2-column,-,-,10.81,0.64
8,252,70.8,110.21,7,image-10,sub-1,2-column,-,-,15.3,1.91
7,254,81.18,108.77,6,image-10,sub-1,2-column,-,-,16.19,2.31
6,256,85.73,109.69,5,image-10,sub-1,2-column,-,-,16.18,2.7
11,261,72.64,116.3,10,image-10,sub-1,2-column,-,-,16.55,1.5
19,265,132.61,104.59,18,image-10,sub-1,2-column,-,-,7.1,0.37
17,267,132.23,104.88,16,image-10,sub-1,2-column,-,-,12.28,0.72
8,269,79.75,119.49,7,image-10,sub-1,2-column,-,-,18.94,2.37
7,274,59.33,129.66,6,image-10,sub-1,2-column,-,-,14.34,2.05
7,278,124.63,126.19,6,image-10,sub-1,2-column,-,-,15.83,2.26
15,281,114.16,136.67,14,image-10,sub-1,2-column,-,-,16.65,1.11
7,284,64.92,151.62,6,image-10,sub-1,2-column,S2,Body,7.86,1.12
8,285,81.56,149.01,7,image-10,sub-1,2-column,-,-,16.84,2.1
14,291,124.16,151.67,13,image-10,sub-1,2-column,-,-,9.24,0.66
9,293,82.61,160.27,8,image-10,sub-1,2-column,-,-,18.48,2.05
6,298,136.9,146.68,5,image-10,sub-1,2-column,-,-,9.05,1.51
13,308,144.83,81.23,12,image-10,sub-1,2-column,S2,Formula,19.22,1.48
6,315,142.13,95.83,5,image-10,sub-1,2-column,-,-,13.52,2.25
18,320,135.9,112.79,17,image-10,sub-1,2-column,-,-,7.68,0.43
6,324,136.62,105.05,5,image-10,sub-1,2-column,-,-,12.91,2.15
7,327,164.6,92.59,6,image-10,sub-1,2-column,-,-,19.91,2.84
11,329,150.95,104.55,10,image-10,sub-1,2-column,-,-,9.1,0.83
10,335,154.99,109.49,9,image-10,sub-1,2-column,-,-,15.79,1.58
8,340,166.04,117.76,7,image-10,sub-1,2-column,-,-,16.39,2.05
7,344,136.76,177.03,6,image-10,sub-1,2-column,-,-,9.62,1.37
18,350,154.31,188.36,17,image-10,sub-1,2-column,-,-,16.28,0.9
5,356,148.58,200.5,4,image-10,sub-1,2-column,-,-,9.31,1.86
9,362,155.04,203.33,8,image-10,sub-1,2-column,-,-,13.21,1.47
7,367,143.85,212.42,6,image-10,sub-1,2-column,-,-,2.19,0.31
6,368,153.06,209.55,5,image-10,sub-1,2-column,-,-,9.65,1.61
11,375,156.11,216.69,10,image-10,sub-1,2-column,-,-,11.81,1.07
7,380,198.65,219.29,6,image-10,sub-1,2-column,-,-,11.12,1.59
5,382,152.42,228.93,4,image-10,sub-1,2-column,-,-,13.4,2.68
10,393,57.36,143.5,6,image-11,sub-1,2-column,-,-,7.45,0.74
5,403,102.24,170.92,4,image-11,sub-1,2-column,-,-,18.15,3.63
16,410,65.0,186.25,15,image-11,sub-1,2-column,-,-,19.14,1.2
6,418,76.48,217.77,5,image-11,sub-1,2-column,-,-,19.4,3.23
7,427,76.48,222.58,6,image-11,sub-1,2-column,S2,Formula,16.65,2.38
5,432,53.48,231.12,4,image-11,sub-1,2-column,-,-,7.02,1.4
7,433,71.57,225.89,6,image-11,sub-1,2-column,-,-,18.83,2.69
6,440,74.17,222.88,5,image-11,sub-1,2-column,-,-,14.57,2.43
6,442,79.81,223.52,5,image-11,sub-1,2-column,-,-,15.84,2.64
7,449,83.15,233.48,6,image-11,sub-1,2-column,-,-,17.4,2.49
6,453,124.02,225.66,5,image-11,sub-1,2-column,-,-,18.18,3.03
7,456,62.04,242.57,6,image-11,sub-1,2-column,-,-,12.13,1.73
7,461,116.22,233.22,6,image-11,sub-1,2-column,-,-,15.17,2.17
6,466,89.74,254.85,5,image-11,sub-1,2-column,-,-,15.92,2.65
7,470,120.08,228.89,6,image-11,sub-1,2-column,-,-,8.78,1.25
6,474,146.81,215.86,5,image-11,sub-1,2-column,-,-,16.19,2.7
16,475,161.61,214.84,15,image-11,sub-1,2-column,-,-,14.84,0.93
17,480,121.28,226.9,8,image-11,sub-1,2-column,-,-,14.83,0.87
9,492,119.1,238.93,8,image-11,sub-1,2-column,-,-,13.52,1.5
6,500,107.58,254.73,5,image-11,sub-1,2-column,-,-,1.25,0.21
9,501,119.23,251.7,8,image-11,sub-1,2-column,-,-,12.04,1.34
14,507,102.07,258.69,13,image-11,sub-1,2-column,-,-,10.77,0.77
9,511,116.43,213.97,8,image-11,sub-1,2-column,-,-,8.32,0.92
11,512,131.78,213.62,6,image-11,sub-1,2-column,-,-,15.35,1.4
9,515,151.34,209.72,8,image-11,sub-1,2-column,-,-,19.88,2.21
8,520,124.91,211.88,5,image-11,sub-1,2-column,-,-,19.51,2.44
5,526,105.0,219.11,4,image-11,sub-1,2-column,-,-,7.35,1.47
6,545,184.72,225.05,5,image-11,sub-1,2-column,-,-,14.06,2.34
16,564,125.62,274.54,13,image-11,sub-1,2-column,-,-,17.96,1.12
9,575,140.76,205.85,4,image-11,sub-1,2-column,-,-,12.14,1.35
18,579,119.23,162.04,11,image-11,sub-1,2-column,-,-,2.8,0.16
9,582,118.88,158.91,8,image-11,sub-1,2-column,-,-,11.26,1.25
12,585,135.5,130.6,5,image-11,sub-1,2-column,-,-,9.31,0.78
12,588,154.66,137.52,11,image-11,sub-1,2-column,-,-,18.79,1.57
7,592,183.17,127.3,6,image-11,sub-1,2-column,-,-,14.74,2.11
7,594,136.55,140.35,6,image-11,sub-1,2-column,-,-,16.9,2.41
7,3,22.14,119.31,4,image-09,sub-2,2-column,S1,Introduction,6.59,0.94
5,4,33.33,115.01,6,image-09,sub-2,2-column,S1,Introduction,11.99,2.4
8,6,31.68,77.73,5,image-09,sub-2,2-column,S1,Introduction,9.7,1.21
5,13,73.2,105.55,6,image-09,sub-2,2-column,S1,Introduction,7.42,1.48
10,15,15.91,109.12,9,image-09,sub-2,2-column,S1,Introduction,14.0,1.4
10,16,24.1,110.08,9,image-09,sub-2,2-column,S1,Introduction,8.25,0.82
4,22,85.12,102.02,4,image-09,sub-2,2-column,S1,Introduction,15.76,3.94
8,27,25.68,127.07,7,image-09,sub-2,2-column,S1,Introduction,15.23,1.9
18,30,46.3,125.78,7,image-09,sub-2,2-column,S1,Introduction,17.24,0.96
12,36,72.78,134.17,11,image-09,sub-2,2-column,S1,Introduction,10.0,0.83
7,40,29.9,128.14,6,image-09,sub-2,2-column,S1,Introduction,10.18,1.45
14,41,39.26,128.84,13,image-09,sub-2,2-column,S1,Introduction,9.39,0.67
16,45,71.9,129.31,15,image-09,sub-2,2-column,S1,Introduction,13.67,0.85
11,49,31.62,126.78,10,image-09,sub-2,2-column,S1,Introduction,11.66,1.06
5,50,41.54,126.49,4,image-09,sub-2,2-column,S1,Abstract,9.92,1.98
8,52,42.11,127.44,7,image-09,sub-2,2-column,S1,Introduction,9.96,1.25
7,58,93.44,137.69,6,image-09,sub-2,2-column,S1,Introduction,8.9,1.27
11,60,32.85,136.79,10,image-09,sub-2,2-column,S1,Introduction,9.86,0.9
7,61,48.15,138.46,6,image-09,sub-2,2-column,S1,Introduction,15.39,2.2
15,64,55.4,147.37,14,image-09,sub-2,2-column,S1,Introduction,9.13,0.61
9,68,86.98,170.58,8,image-09,sub-2,2-column,S1,Introduction,12.35,1.37
12,71,44.15,175.38,11,image-09,sub-2,2-column,S1,Introduction,9.71,0.81
8,81,35.83,174.93,7,image-09,sub-2,2-column,S1,Introduction,11.48,1.44
17,82,45.09,171.72,16,image-09,sub-2,2-column,S1,Introduction,9.8,0.58
5,89,99.16,178.49,4,image-09,sub-2,2-column,S1,Introduction,14.55,2.91
11,91,33.91,177.31,10,image-09,sub-2,2-column,S1,Introduction,13.64,1.24
8,92,43.92,175.13,7,image-09,sub-2,2-column,S1,Introduction,10.24,1.28
7,100,114.93,148.13,6,image-09,sub-2,2-column,S1,Introduction,14.59,2.08
7,103,60.15,153.2,6,image-09,sub-2,2-column,S1,Introduction,12.47,1.78
8,104,67.08,153.53,7,image-09,sub-2,2-column,S1,Introduction,6.94,0.87
11,107,84.75,152.6,10,image-09,sub-2,2-column,S1,Introduction,14.04,1.28
9,115,80.84,157.39,6,image-09,sub-2,2-column,S1,Introduction,19.0,2.11
9,116,88.15,163.27,8,image-09,sub-2,2-column,S1,Introduction,9.38,1.04
14,121,113.42,137.37,13,image-09,sub-2,2-column,S1,Introduction,15.41,1.1
6,128,89.11,147.38,5,image-09,sub-2,2-column,S1,Introduction,8.08,1.35
11,129,98.47,146.38,10,image-09,sub-2,2-column,S1,Introduction,9.41,0.86
6,132,114.79,150.76,5,image-09,sub-2,2-column,S1,Introduction,15.9,2.65
5,134,113.58,152.14,4,image-09,sub-2,2-column,S1,Introduction,7.38,1.48
9,139,152.51,154.68,8,image-09,sub-2,2-column,S1,Introduction,6.75,0.75
15,141,90.71,150.55,14,image-09,sub-2,2-column,S1,Introduction,16.06,1.07
7,144,99.75,149.96,6,image-09,sub-2,2-column,S1,Introduction,15.4,2.2
9,145,106.25,151.47,8,image-09,sub-2,2-column,S1,Introduction,6.67,0.74
7,149,123.48,152.85,6,image-09,sub-2,2-column,S1,Introduction,10.57,1.51
8,155,97.24,169.0,7,image-09,sub-2,2-column,S1,Introduction,9.41,1.18
8,158,101.23,175.37,7,image-09,sub-2,2-column,S1,Introduction,13.14,1.64
12,159,105.88,174.15,5,image-09,sub-2,2-column,S1,Introduction,4.81,0.4
8,169,105.26,178.36,7,image-09,sub-2,2-column,S1,Introduction,7.27,0.91
5,170,106.56,181.03,4,image-09,sub-2,2-column,S1,Introduction,2.97,0.59
11,173,125.57,183.56,10,image-09,sub-2,2-column,S1,Introduction,15.6,1.42
5,176,138.95,182.21,4,image-09,sub-2,2-column,S1,Introduction,10.18,2.04
6,178,141.37,181.45,5,image-09,sub-2,2-column,S1,Introduction,11.88,1.98
9,181,123.14,190.43,8,image-09,sub-2,2-column,S1,Introduction,14.55,1.62
5,189,103.51,204.39,4,image-09,sub-2,2-column,S1,Introduction,8.35,1.67
7,190,113.19,204.78,6,image-09,sub-2,2-column,S1,Introduction,9.69,1.38
7,194,140.13,206.63,6,image-09,sub-2,2-column,S1,Introduction,12.98,1.85
6,199,117.95,206.25,5,image-09,sub-2,2-column,S1,Introduction,7.45,1.24
14,203,138.08,208.55,9,image-09,sub-2,2-column,S1,Introduction,1.11,0.08
9,204,150.12,213.88,8,image-09,sub-2,2-column,S1,Introduction,13.17,1.46
6,206,151.0,216.13,5,image-09,sub-2,2-column,S1,Introduction,12.41,2.07
5,209,135.68,228.23,4,image-09,sub-2,2-column,S1,Introduction,15.9,3.18
64,214,94.01,198.06,7,image-10,sub-2,2-column,-,-,4.71,0.07
5,217,52.47,203.14,4,image-10,sub-2,2-column,S2,Figure,9.86,1.97
8,219,34.56,125.28,7,image-10,sub-2,2-column,-,-,12.7,1.59
10,225,40.47,126.82,9,image-10,sub-2,2-column,-,-,13.87,1.39
8,229,85.91,119.22,5,image-10,sub-2,2-column,-,-,16.67,2.08
5,232,32.4,132.38,5,image-10,sub-2,2-column,-,-,12.67,2.53
15,244,33.75,160.35,6,image-10,sub-2,2-column,-,-,0.84,0.06
7,250,82.3,145.71,7,image-10,sub-2,2-column,-,-,7.33,1.05
8,252,83.27,149.36,7,image-10,sub-2,2-column,-,-,13.59,1.7
11,255,19.84,165.79,10,image-10,sub-2,2-column,-,-,12.16,1.11
13,256,29.33,167.33,12,image-10,sub-2,2-column,-,-,9.61,0.74
13,260,60.91,168.83,12,image-10,sub-2,2-column,-,-,9.23,0.71
7,266,103.75,172.82,6,image-10,sub-2,2-column,-,-,18.22,2.6
8,268,22.34,187.35,7,image-10,sub-2,2-column,-,-,14.27,1.78
7,273,74.87,181.5,6,image-10,sub-2,2-column,-,-,10.77,1.54
6,276,96.27,181.73,5,image-10,sub-2,2-column,-,-,12.32,2.05
5,278,101.63,182.17,4,image-10,sub-2,2-column,S2,Body,12.37,2.47
7,280,99.73,182.7,6,image-10,sub-2,2-column,-,-,11.11,1.59
7,282,97.67,183.35,6,image-10,sub-2,2-column,-,-,9.94,1.42
5,284,84.58,185.05,4,image-10,sub-2,2-column,-,-,6.24,1.25
7,288,21.53,197.26,6,image-10,sub-2,2-column,-,-,5.72,0.82
5,289,31.76,193.8,4,image-10,sub-2,2-column,-,-,10.8,2.16
14,299,103.07,59.64,9,image-10,sub-2,2-column,-,-,15.66,1.12
7,300,110.63,55.77,6,image-10,sub-2,2-column,-,-,8.49,1.21
9,304,128.5,104.83,6,image-10,sub-2,2-column,-,-,15.64,1.74
12,306,135.0,112.12,11,image-10,sub-2,2-column,-,-,15.93,1.33
7,309,77.43,126.24,6,image-10,sub-2,2-column,-,-,9.3,1.33
7,310,85.82,125.31,6,image-10,sub-2,2-column,-,-,8.44,1.21
6,312,97.36,125.44,5,image-10,sub-2,2-column,-,-,19.65,3.27
6,314,99.63,122.35,5,image-10,sub-2,2-column,-,-,8.72,1.45
11,316,102.89,126.94,10,image-10,sub-2,2-column,-,-,13.25,1.2
7,320,100.96,134.34,6,image-10,sub-2,2-column,-,-,9.42,1.35
10,323,132.41,135.46,9,image-10,sub-2,2-column,-,-,16.77,1.68
5,325,71.97,140.2,4,image-10,sub-2,2-column,-,-,5.73,1.15
9,326,77.77,144.96,8,image-10,sub-2,2-column,-,-,7.5,0.83
6,331,121.35,153.54,5,image-10,sub-2,2-column,-,-,8.48,1.41
5,334,122.06,149.19,4,image-10,sub-2,2-column,-,-,3.38,0.68
8,335,130.44,150.51,7,image-10,sub-2,2-column,-,-,8.48,1.06
7,338,84.23,153.8,6,image-10,sub-2,2-column,-,-,6.96,0.99
7,346,94.33,131.91,6,image-10,sub-2,2-column,-,-,7.26,1.04
12,353,149.63,130.06,11,image-10,sub-2,2-column,-,-,16.02,1.33
9,357,115.15,115.33,8,image-10,sub-2,2-column,-,-,12.21,1.36
16,360,124.71,119.66,9,image-10,sub-2,2-column,-,-,8.7,0.54
8,366,105.03,120.24,7,image-10,sub-2,2-column,-,-,7.24,0.91
14,367,114.85,120.93,13,image-10,sub-2,2-column,-,-,9.84,0.7
9,373,164.74,138.0,8,image-10,sub-2,2-column,-,-,9.78,1.09
6,376,152.78,144.65,5,image-10,sub-2,2-column,-,-,10.96,1.83
7,377,163.8,149.15,6,image-10,sub-2,2-column,-,-,11.9,1.7
6,379,167.82,140.57,5,image-10,sub-2,2-column,-,-,7.76,1.29
7,381,169.13,142.69,6,image-10,sub-2,2-column,-,-,9.61,1.37
9,383,169.9,139.87,8,image-10,sub-2,2-column,-,-,9.11,1.01
6,386,110.15,143.38,5,image-10,sub-2,2-column,-,-,6.69,1.11
6,387,122.29,143.18,5,image-10,sub-2,2-column,-,-,12.14,2.02
5,391,154.45,133.26,4,image-10,sub-2,2-column,-,-,19.09,3.82
10,393,158.03,139.02,9,image-10,sub-2,2-column,-,-,13.04,1.3
10,397,116.98,135.36,9,image-10,sub-2,2-column,-,-,17.18,1.72
6,398,131.51,136.63,5,image-10,sub-2,2-column,-,-,14.59,2.43
6,400,134.72,136.1,5,image-10,sub-2,2-column,-,-,9.93,1.66
13,407,117.24,142.05,12,image-10,sub-2,2-column,-,-,8.43,0.65
5,408,128.22,142.01,4,image-10,sub-2,2-column,-,-,10.98,2.2
7,412,156.35,141.79,6,image-10,sub-2,2-column,-,-,16.31,2.33
5,417,119.29,142.98,4,image-10,sub-2,2-column,-,-,10.03,2.01
6,418,127.4,142.68,5,image-10,sub-2,2-column,-,-,8.12,1.35
7,425,131.89,151.32,6,image-10,sub-2,2-column,-,-,7.63,1.09
8,432,122.87,153.89,7,image-10,sub-2,2-column,-,-,6.89,0.86
9,433,133.74,155.6,8,image-10,sub-2,2-column,-,-,11.0,1.22
13,440,130.72,166.03,12,image-10,sub-2,2-column,-,-,15.63,1.2
10,441,142.41,169.35,9,image-10,sub-2,2-column,-,-,12.15,1.22
7,448,130.64,178.54,6,image-10,sub-2,2-column,-,-,10.49,1.5
7,449,138.58,181.29,6,image-10,sub-2,2-column,-,-,8.4,1.2
11,451,142.62,176.58,10,image-10,sub-2,2-column,-,-,12.38,1.13
17,458,135.27,186.22,16,image-10,sub-2,2-column,-,-,8.91,0.52
9,459,147.05,186.7,8,image-10,sub-2,2-column,-,-,11.79,1.31
8,465,198.6,194.31,7,image-10,sub-2,2-column,-,-,17.52,2.19
6,467,129.51,191.86,5,image-10,sub-2,2-column,-,-,11.14,1.86
12,468,138.73,188.51,11,image-10,sub-2,2-column,-,-,9.81,0.82
9,473,185.39,188.68,8,image-10,sub-2,2-column,-,-,13.32,1.48
10,475,188.77,189.82,9,image-10,sub-2,2-column,-,-,8.92,0.89
13,479,144.63,182.99,12,image-10,sub-2,2-column,-,-,15.82,1.22
13,487,131.12,186.9,12,image-10,sub-2,2-column,-,-,17.44,1.34
7,488,143.83,187.12,6,image-10,sub-2,2-column,-,-,12.71,1.82
11,493,72.52,116.52,5,image-10,sub-2,2-column,-,-,7.7,0.7
7,498,61.9,97.47,4,image-11,sub-2,2-column,-,-,5.79,0.83
8,499,69.04,96.76,7,image-11,sub-2,2-column,-,-,7.18,0.9
14,502,82.99,93.27,12,image-11,sub-2,2-column,-,-,10.92,0.78
14,505,87.98,92.61,6,image-11,sub-2,2-column,-,-,5.88,0.42
22,510,56.57,102.37,7,image-11,sub-2,2-column,-,-,5.46,0.25
7,517,76.25,105.8,6,image-11,sub-2,2-column,-,-,15.34,2.19
9,522,123.23,132.09,9,image-11,sub-2,2-column,-,-,13.82,1.54
7,525,56.85,148.36,4,image-11,sub-2,2-column,-,-,8.04,1.15
10,526,73.2,148.87,10,image-11,sub-2,2-column,-,-,16.36,1.64
9,532,139.97,145.01,5,image-11,sub-2,2-column,-,-,16.52,1.84
11,534,66.71,156.05,9,image-11,sub-2,2-column,-,-,8.33,0.76
7,537,103.84,145.93,5,image-11,sub-2,2-column,-,-,17.47,2.5
10,542,138.35,148.06,9,image-11,sub-2,2-column,-,-,14.18,1.42
12,544,67.39,157.91,11,image-11,sub-2,2-column,-,-,18.22,1.52
8,545,77.34,156.21,4,image-11,sub-2,2-column,-,-,10.09,1.26
10,547,75.9,154.14,11,image-11,sub-2,2-column,-,-,6.47,0.65
8,551,115.51,149.87,5,image-11,sub-2,2-column,-,-,9.61,1.2
16,554,74.92,161.89,14,image-11,sub-2,2-column,-,-,11.66,0.73
5,561,57.9,217.82,4,image-11,sub-2,2-column,-,-,6.97,1.39
6,565,105.75,167.34,5,image-11,sub-2,2-column,-,-,8.65,1.44
7,571,91.19,180.53,6,image-11,sub-2,2-column,-,-,11.28,1.61
7,572,105.4,175.76,6,image-11,sub-2,2-column,-,-,14.99,2.14
7,576,142.48,180.39,6,image-11,sub-2,2-column,-,-,10.55,1.51
7,583,94.79,190.43,6,image-11,sub-2,2-column,-,-,8.77,1.25
7,588,118.26,165.15,7,image-11,sub-2,2-column,-,-,14.37,2.05
6,594,198.69,157.01,5,image-11,sub-2,2-column,-,-,16.2,2.7
12,597,137.75,165.27,8,image-11,sub-2,2-column,-,-,16.1,1.34
11,603,204.1,170.0,9,image-11,sub-2,2-column,-,-,14.22,1.29
6,606,123.52,177.52,4,image-11,sub-2,2-column,-,-,7.81,1.3
7,607,137.31,181.43,6,image-11,sub-2,2-column,-,-,14.33,2.05
8,613,133.38,185.03,7,image-11,sub-2,2-column,-,-,11.13,1.39
17,617,139.86,177.39,10,image-11,sub-2,2-column,-,-,17.31,1.02
10,621,150.16,185.09,5,image-11,sub-2,2-column,S2,Body,8.69,0.87
5,631,134.38,149.16,4,image-11,sub-2,2-column,-,-,19.8,3.96
5,634,125.59,186.39,5,image-11,sub-2,2-column,-,-,10.48,2.1
8,639,132.18,119.29,7,image-11,sub-2,2-column,-,-,12.07,1.51
5,646,136.98,179.19,4,image-11,sub-2,2-column,-,-,2.94,0.59
12,650,138.24,166.96,7,image-11,sub-2,2-column,-,-,4.24,0.35
6,651,153.57,167.87,5,image-11,sub-2,2-column,-,-,15.36,2.56
5,653,128.22,161.27,4,image-11,sub-2,2-column,-,-,6.95,1.39
11,654,140.47,161.16,10,image-11,sub-2,2-column,-,-,12.25,1.11
8,657,142.25,162.18,7,image-11,sub-2,2-column,-,-,11.86,1.48
7,661,158.99,163.68,6,image-11,sub-2,2-column,-,-,10.34,1.48
6,666,126.91,162.54,5,image-11,sub-2,2-column,-,-,10.62,1.77
12,669,140.02,165.28,11,image-11,sub-2,2-column,-,-,8.28,0.69
13,675,130.4,154.52,12,image-11,sub-2,2-column,-,-,8.6,0.66
13,676,144.01,160.79,12,image-11,sub-2,2-column,-,-,14.98,1.15
13,682,128.03,155.95,12,image-11,sub-2,2-column,-,-,7.91,0.61
11,683,139.47,159.35,6,image-11,sub-2,2-column,-,-,11.93,1.08
12,689,128.47,166.22,11,image-11,sub-2,2-column,-,-,3.53,0.29
7,690,140.3,172.84,6,image-11,sub-2,2-column,-,-,13.56,1.94
30,699,69.28,139.08,6,image-12,sub-2,2-column,S3,References,3.47,0.12
15,701,80.06,133.09,6,image-12,sub-2,2-column,S3,References,19.86,1.32
5,704,78.29,153.39,4,image-12,sub-2,2-column,S3,References,6.51,1.3
7,707,39.93,153.43,6,image-12,sub-2,2-column,S3,References,9.69,1.38
12,713,35.57,181.75,6,image-12,sub-2,2-column,S3,References,9.52,0.79
5,714,47.03,182.25,5,image-12,sub-2,2-column,S3,References,11.47,2.29
8,717,61.64,184.05,6,image-12,sub-2,2-column,S3,References,8.9,1.11
7,720,68.88,188.17,6,image-12,sub-2,2-column,S3,References,7.81,1.12
8,724,48.78,160.57,5,image-12,sub-2,2-column,S3,References,7.99,1.0
6,725,55.39,160.58,6,image-12,sub-2,2-column,S3,References,6.61,1.1
8,735,167.08,149.6,7,image-12,sub-2,2-column,S3,References,19.91,2.49
8,738,117.86,151.49,7,image-12,sub-2,2-column,S3,References,11.19,1.4
6,739,124.83,156.32,5,image-12,sub-2,2-column,S3,References,8.48,1.41
2,745,113.5,197.56,5,image-09,sub-2,2-column,S1,Introduction,10.47,5.24
-49,750,22.14,119.31,4,image-09,sub-2,2-column,S1,Introduction,6.59,-0.13
10,5,54.91,116.22,9,image-09,sub-3,2-column,S1,Introduction,10.46,1.05
6,10,63.6,108.66,5,image-09,sub-3,2-column,S1,Introduction,1.03,0.17
5,13,63.01,90.08,4,image-09,sub-3,2-column,S1,Introduction,13.6,2.72
5,17,40.46,78.9,4,image-09,sub-3,2-column,S1,Introduction,10.14,2.03
14,18,43.65,76.53,13,image-09,sub-3,2-column,S1,Introduction,3.97,0.28
7,24,81.96,84.91,6,image-09,sub-3,2-column,S1,Introduction,6.95,0.99
9,29,33.81,91.61,8,image-09,sub-3,2-column,S1,Introduction,10.12,1.12
8,34,72.58,96.68,7,image-09,sub-3,2-column,S1,Introduction,9.34,1.17
21,40,48.99,92.16,20,image-09,sub-3,2-column,S1,Introduction,7.36,0.35
11,45,50.98,102.26,10,image-09,sub-3,2-column,S1,Introduction,11.87,1.08
12,50,67.99,119.98,11,image-09,sub-3,2-column,S1,Introduction,8.98,0.75
7,51,79.32,123.6,6,image-09,sub-3,2-column,S1,Introduction,11.89,1.7
5,53,85.44,167.77,4,image-09,sub-3,2-column,S1,Introduction,9.11,1.82
12,55,25.79,154.08,7,image-09,sub-3,2-column,S1,Introduction,10.01,0.83
18,59,41.77,156.33,17,image-09,sub-3,2-column,S1,Introduction,6.48,0.36
7,63,67.78,142.14,6,image-09,sub-3,2-column,S1,Introduction,13.5,1.93
9,66,72.3,131.79,8,image-09,sub-3,2-column,S1,Introduction,4.04,0.45
