time,fix_index,x,y,fix_dur,doc,subject,cond,section,roi,dist,speed
12,9,15.83,130.06,11,image-09,sub-4,2-column,S1,Introduction,7.85,0.65
5,17,55.39,113.68,4,image-09,sub-4,2-column,S1,Introduction,12.7,2.54
11,19,21.91,133.16,6,image-09,sub-4,2-column,S1,Introduction,13.67,1.24
6,22,47.34,147.96,5,image-09,sub-4,2-column,S1,Introduction,17.3,2.88
7,33,26.19,155.77,6,image-09,sub-4,2-column,S1,Introduction,13.2,1.89
13,39,21.82,153.53,12,image-09,sub-4,2-column,S1,Introduction,12.36,0.95
7,44,6.14,153.73,6,image-09,sub-4,2-column,S1,Introduction,6.33,0.9
9,50,60.57,173.49,4,image-09,sub-4,2-column,S1,Introduction,19.84,2.2
10,52,66.11,162.76,5,image-09,sub-4,2-column,S1,Introduction,16.05,1.6
9,56,17.93,167.68,6,image-09,sub-4,2-column,S1,Introduction,6.97,0.77
10,60,33.1,193.26,9,image-09,sub-4,2-column,S1,Introduction,5.81,0.58
7,61,27.67,202.37,6,image-09,sub-4,2-column,S1,Introduction,10.61,1.52
27,62,11.02,199.15,4,image-09,sub-4,2-column,S1,Introduction,16.96,0.63
10,72,61.77,255.41,9,image-09,sub-4,2-column,S1,Introduction,2.18,0.22
10,75,136.32,96.47,5,image-09,sub-4,2-column,S1,Introduction,16.8,1.68
5,82,96.87,169.99,4,image-09,sub-4,2-column,S1,Introduction,3.62,0.72
5,86,141.18,146.49,4,image-09,sub-4,2-column,S1,Introduction,18.84,3.77
35,88,123.13,155.39,11,image-09,sub-4,2-column,S1,Introduction,17.99,0.51
8,89,135.21,154.38,7,image-09,sub-4,2-column,S1,Introduction,12.12,1.51
8,93,108.38,164.58,7,image-09,sub-4,2-column,S1,Introduction,12.33,1.54
5,99,99.25,171.31,4,image-09,sub-4,2-column,S1,Introduction,15.81,3.16
6,105,133.9,196.06,5,image-09,sub-4,2-column,S1,Introduction,11.26,1.88
9,109,80.2,166.2,4,image-09,sub-4,2-column,S1,Introduction,10.67,1.19
12,116,103.26,215.76,11,image-09,sub-4,2-column,S1,Introduction,10.89,0.91
17,124,82.27,208.58,10,image-09,sub-4,2-column,S1,Introduction,11.62,0.68
12,132,92.76,213.36,11,image-09,sub-4,2-column,S1,Introduction,10.36,0.86
12,140,105.06,224.92,11,image-09,sub-4,2-column,S1,Introduction,19.95,1.66
16,147,115.11,234.89,15,image-09,sub-4,2-column,S1,Introduction,10.65,0.67
6,148,109.69,248.51,5,image-09,sub-4,2-column,S1,Introduction,14.66,2.44
5,153,124.34,238.09,4,image-09,sub-4,2-column,S1,Introduction,7.29,1.46
10,157,87.38,211.36,9,image-09,sub-4,2-column,S1,Introduction,13.25,1.32
8,164,112.5,221.54,7,image-09,sub-4,2-column,S1,Introduction,3.86,0.48
6,170,21.22,96.78,5,image-10,sub-4,2-column,S2,Body,13.64,2.27
13,173,26.63,104.91,12,image-10,sub-4,2-column,-,-,9.18,0.71
6,180,24.98,113.47,5,image-10,sub-4,2-column,-,-,7.68,1.28
6,185,18.19,120.41,5,image-10,sub-4,2-column,-,-,10.25,1.71
12,191,14.88,127.33,11,image-10,sub-4,2-column,-,-,11.28,0.94
9,196,14.5,119.17,8,image-10,sub-4,2-column,-,-,8.35,0.93
9,197,18.34,122.9,8,image-10,sub-4,2-column,-,-,5.35,0.59
7,204,9.97,135.21,4,image-10,sub-4,2-column,-,-,2.44,0.35
6,212,15.5,144.68,5,image-10,sub-4,2-column,S2,Body,9.06,1.51
6,217,59.71,173.78,5,image-10,sub-4,2-column,-,-,12.19,2.03
26,221,14.76,190.66,19,image-10,sub-4,2-column,-,-,12.76,0.49
7,235,26.15,181.99,6,image-10,sub-4,2-column,-,-,15.88,2.27
11,237,16.15,168.47,10,image-10,sub-4,2-column,-,-,7.26,0.66
5,238,24.84,174.99,4,image-10,sub-4,2-column,-,-,10.86,2.17
16,240,32.95,163.4,9,image-10,sub-4,2-column,-,-,9.82,0.61
9,245,24.31,169.05,8,image-10,sub-4,2-column,-,-,9.36,1.04
6,251,64.21,184.03,5,image-10,sub-4,2-column,-,-,10.99,1.83
7,253,9.7,171.06,6,image-10,sub-4,2-column,-,-,7.12,1.02
12,254,18.94,176.31,9,image-10,sub-4,2-column,-,-,10.63,0.89
11,264,20.09,226.46,6,image-10,sub-4,2-column,-,-,16.0,1.45
13,265,35.11,218.29,8,image-10,sub-4,2-column,-,-,17.1,1.32
7,269,5.8,224.77,6,image-10,sub-4,2-column,-,-,6.91,0.99
10,272,16.21,206.85,7,image-10,sub-4,2-column,-,-,15.38,1.54
10,279,16.42,220.19,9,image-10,sub-4,2-column,-,-,8.51,0.85
16,283,46.85,238.47,9,image-10,sub-4,2-column,-,-,12.55,0.78
7,294,11.39,224.17,6,image-10,sub-4,2-column,-,-,9.24,1.32
5,303,17.85,228.37,4,image-10,sub-4,2-column,-,-,11.72,2.34
7,311,66.55,48.81,6,image-10,sub-4,2-column,-,-,15.81,2.26
5,312,64.06,40.61,4,image-10,sub-4,2-column,-,-,8.57,1.71
14,313,82.85,45.47,13,image-10,sub-4,2-column,-,-,19.41,1.39
8,316,137.6,43.26,7,image-10,sub-4,2-column,-,-,10.11,1.26
5,319,98.46,59.84,4,image-10,sub-4,2-column,S2,Body,15.16,3.03
13,326,90.01,66.93,6,image-10,sub-4,2-column,-,-,14.24,1.1
10,327,102.73,67.34,5,image-10,sub-4,2-column,-,-,12.73,1.27
17,336,99.08,72.59,16,image-10,sub-4,2-column,-,-,12.11,0.71
7,344,90.79,84.61,6,image-10,sub-4,2-column,-,-,8.1,1.16
11,345,98.97,93.54,6,image-10,sub-4,2-column,-,-,12.11,1.1
10,352,159.56,89.13,9,image-10,sub-4,2-column,-,-,7.18,0.72
12,355,98.64,88.03,5,image-10,sub-4,2-column,-,-,10.09,0.84
11,357,91.77,89.93,10,image-10,sub-4,2-column,-,-,8.29,0.75
11,364,83.73,185.55,10,image-10,sub-4,2-column,-,-,8.23,0.75
10,366,26.78,193.02,9,image-10,sub-4,2-column,-,-,5.97,0.6
9,369,107.87,89.7,8,image-10,sub-4,2-column,-,-,13.94,1.55
12,377,82.53,110.94,11,image-10,sub-4,2-column,-,-,15.71,1.31
7,379,70.78,117.49,6,image-10,sub-4,2-column,-,-,10.25,1.46
19,380,73.91,114.28,16,image-10,sub-4,2-column,-,-,4.48,0.24
6,385,48.07,168.98,5,image-10,sub-4,2-column,-,-,10.72,1.79
9,390,85.61,115.05,8,image-10,sub-4,2-column,-,-,14.68,1.63
6,400,74.07,111.39,5,image-10,sub-4,2-column,-,-,8.41,1.4
5,405,112.43,141.9,4,image-10,sub-4,2-column,S2,Body,13.97,2.79
6,407,109.15,145.24,5,image-10,sub-4,2-column,-,-,3.62,0.6
7,411,135.15,156.65,6,image-10,sub-4,2-column,-,-,9.67,1.38
6,419,115.23,155.48,5,image-10,sub-4,2-column,-,-,15.14,2.52
14,425,118.77,152.03,13,image-10,sub-4,2-column,-,-,16.0,1.14
19,427,118.51,163.89,16,image-10,sub-4,2-column,-,-,4.67,0.25
14,434,95.79,175.92,7,image-10,sub-4,2-column,S2,Body,14.78,1.06
13,443,92.11,186.81,12,image-10,sub-4,2-column,-,-,8.97,0.69
8,445,103.76,186.61,7,image-10,sub-4,2-column,-,-,12.4,1.55
7,453,83.42,186.43,6,image-10,sub-4,2-column,-,-,5.87,0.84
8,462,112.5,226.82,7,image-10,sub-4,2-column,-,-,2.19,0.27
17,469,166.4,235.79,16,image-10,sub-4,2-column,-,-,14.69,0.86
6,472,158.8,222.77,5,image-10,sub-4,2-column,-,-,6.35,1.06
5,481,98.84,239.13,4,image-10,sub-4,2-column,-,-,12.42,2.48
9,491,90.52,243.46,8,image-10,sub-4,2-column,-,-,7.97,0.89
18,492,100.94,243.29,17,image-10,sub-4,2-column,-,-,10.42,0.58
10,502,104.15,250.67,9,image-10,sub-4,2-column,-,-,9.78,0.98
10,509,8.57,87.21,9,image-11,sub-4,2-column,-,-,5.85,0.58
5,517,72.13,101.19,4,image-11,sub-4,2-column,-,-,13.09,2.62
17,520,61.39,95.08,4,image-11,sub-4,2-column,-,-,4.99,0.29
12,523,28.71,82.42,7,image-11,sub-4,2-column,-,-,11.39,0.95
8,527,49.26,94.62,7,image-11,sub-4,2-column,-,-,8.92,1.11
9,530,48.91,96.19,8,image-11,sub-4,2-column,-,-,11.23,1.25
10,532,20.68,95.68,9,image-11,sub-4,2-column,-,-,15.8,1.58
21,540,34.23,99.18,10,image-11,sub-4,2-column,-,-,19.23,0.92
17,545,40.59,104.55,16,image-11,sub-4,2-column,-,-,0.97,0.06
20,546,43.21,103.4,19,image-11,sub-4,2-column,-,-,2.86,0.14
10,551,63.09,107.14,5,image-11,sub-4,2-column,-,-,15.56,1.56
10,554,27.61,110.82,9,image-11,sub-4,2-column,-,-,9.32,0.93
5,561,14.32,117.19,4,image-11,sub-4,2-column,-,-,8.92,1.78
33,574,8.92,120.94,4,image-11,sub-4,2-column,-,-,6.12,0.19
24,580,18.09,165.62,5,image-11,sub-4,2-column,-,-,16.45,0.69
10,603,110.48,81.35,9,image-11,sub-4,2-column,-,-,9.24,0.92
18,611,66.88,177.17,17,image-11,sub-4,2-column,-,-,5.07,0.28
10,614,36.79,168.15,5,image-11,sub-4,2-column,-,-,14.59,1.46
6,622,70.66,102.53,5,image-11,sub-4,2-column,-,-,9.41,1.57
10,623,85.87,105.51,9,image-11,sub-4,2-column,-,-,15.5,1.55
14,632,77.98,119.93,13,image-11,sub-4,2-column,-,-,12.11,0.86
13,639,81.62,121.97,12,image-11,sub-4,2-column,-,-,12.26,0.94
15,641,78.36,125.23,12,image-11,sub-4,2-column,-,-,7.46,0.5
15,645,50.29,208.88,6,image-11,sub-4,2-column,-,-,11.74,0.78
9,650,57.21,171.04,6,image-11,sub-4,2-column,-,-,5.79,0.64
7,652,34.36,213.78,6,image-11,sub-4,2-column,-,-,9.9,1.41
15,672,135.17,149.72,10,image-11,sub-4,2-column,-,-,12.23,0.82
19,678,103.03,150.24,12,image-11,sub-4,2-column,S2,Formula,10.09,0.53
9,684,148.67,151.95,8,image-11,sub-4,2-column,-,-,12.86,1.43
11,689,114.68,154.24,6,image-11,sub-4,2-column,-,-,15.58,1.42
5,696,160.39,186.79,4,image-11,sub-4,2-column,-,-,15.63,3.13
8,698,140.87,156.33,7,image-11,sub-4,2-column,-,-,12.93,1.62
5,700,119.58,159.96,4,image-11,sub-4,2-column,-,-,13.55,2.71
7,704,79.82,147.62,6,image-11,sub-4,2-column,-,-,5.57,0.8
6,709,103.77,165.48,5,image-11,sub-4,2-column,-,-,12.56,2.09
7,710,118.05,165.61,4,image-11,sub-4,2-column,-,-,14.28,2.04
10,723,143.66,120.43,9,image-11,sub-4,2-column,-,-,7.83,0.78
7,728,84.4,201.84,6,image-11,sub-4,2-column,-,-,7.02,1.0
9,734,133.04,211.45,8,image-11,sub-4,2-column,-,-,9.3,1.03
9,743,149.46,213.9,8,image-11,sub-4,2-column,-,-,18.85,2.09
14,746,91.72,207.75,5,image-11,sub-4,2-column,-,-,6.51,0.46
21,755,91.3,222.81,10,image-11,sub-4,2-column,-,-,6.2,0.3
12,769,82.2,251.73,9,image-11,sub-4,2-column,S2,Formula,12.53,1.04
5,783,151.31,260.86,4,image-11,sub-4,2-column,-,-,10.9,2.18
5,3,90.9,69.91,4,image-01,sub-7,1-column,S1,Introduction,17.11,3.42
10,7,101.96,53.65,5,image-01,sub-7,1-column,S1,Introduction,12.36,1.24
7,9,88.4,64.75,6,image-01,sub-7,1-column,S1,Introduction,6.66,0.95
14,10,103.3,65.44,11,image-01,sub-7,1-column,S1,Introduction,14.92,1.07
7,12,100.11,80.9,6,image-01,sub-7,1-column,S1,Introduction,9.64,1.38
7,14,92.02,96.43,6,image-01,sub-7,1-column,S1,Introduction,8.66,1.24
13,16,98.06,102.36,12,image-01,sub-7,1-column,S1,Introduction,19.48,1.5
16,20,117.09,105.81,15,image-01,sub-7,1-column,S1,Introduction,9.49,0.59
9,24,135.38,104.29,8,image-01,sub-7,1-column,S1,Introduction,10.56,1.17
9,26,133.44,105.11,8,image-01,sub-7,1-column,S1,Introduction,7.25,0.81
15,29,64.49,109.73,14,image-01,sub-7,1-column,S1,Introduction,10.03,0.67
9,30,77.37,106.67,8,image-01,sub-7,1-column,S1,Introduction,13.24,1.47
9,39,77.16,113.94,8,image-01,sub-7,1-column,S1,Introduction,11.72,1.3
5,48,138.41,117.71,4,image-01,sub-7,1-column,S1,Introduction,11.03,2.21
7,51,73.85,121.77,6,image-01,sub-7,1-column,S1,Introduction,10.14,1.45
7,54,86.6,120.01,6,image-01,sub-7,1-column,S1,Introduction,7.97,1.14
7,61,139.47,122.84,6,image-01,sub-7,1-column,S1,Introduction,9.98,1.43
13,64,57.72,135.84,12,image-01,sub-7,1-column,S1,Introduction,11.38,0.88
9,65,60.68,142.25,8,image-01,sub-7,1-column,S1,Introduction,7.06,0.78
10,74,61.25,201.35,9,image-01,sub-7,1-column,S1,Introduction,13.74,1.37
15,75,69.05,200.65,14,image-01,sub-7,1-column,S1,Introduction,7.83,0.52
10,77,70.25,200.96,9,image-01,sub-7,1-column,S1,Introduction,6.85,0.68
10,80,81.08,203.89,9,image-01,sub-7,1-column,S1,Introduction,7.08,0.71
6,89,74.78,204.55,5,image-01,sub-7,1-column,S1,Introduction,8.02,1.34
9,91,76.89,204.63,8,image-01,sub-7,1-column,S1,Introduction,9.16,1.02
10,100,70.62,209.34,9,image-01,sub-7,1-column,S1,Introduction,6.62,0.66
19,101,84.72,209.02,18,image-01,sub-7,1-column,S1,Introduction,14.1,0.74
18,105,102.97,209.48,17,image-01,sub-7,1-column,S1,Introduction,14.01,0.78
11,111,67.12,218.2,10,image-01,sub-7,1-column,S1,Introduction,6.95,0.63
13,112,79.57,218.53,12,image-01,sub-7,1-column,S1,Introduction,12.45,0.96
7,115,88.8,218.04,6,image-01,sub-7,1-column,S1,Introduction,8.02,1.15
10,122,124.64,65.78,9,image-02,sub-7,1-column,S2,Body,13.59,1.36
22,128,68.13,73.97,21,image-02,sub-7,1-column,S2,Body,15.44,0.7
6,139,67.79,87.03,5,image-02,sub-7,1-column,S2,Body,11.38,1.9
12,144,101.3,91.2,11,image-02,sub-7,1-column,S2,Body,15.8,1.32
10,151,58.92,98.43,9,image-02,sub-7,1-column,S2,Body,11.94,1.19
9,152,71.44,95.07,6,image-02,sub-7,1-column,S2,Body,12.96,1.44
9,159,128.36,100.09,8,image-02,sub-7,1-column,S2,Body,13.88,1.54
8,161,73.74,103.94,7,image-02,sub-7,1-column,S2,Body,14.69,1.84
11,165,99.65,115.98,10,image-02,sub-7,1-column,S2,Body,11.73,1.07
6,172,64.05,125.66,5,image-02,sub-7,1-column,S2,Body,7.38,1.23
18,173,83.26,122.87,17,image-02,sub-7,1-column,S2,Body,19.41,1.08
10,180,66.15,130.13,9,image-02,sub-7,1-column,S2,Body,4.09,0.41
30,181,73.86,129.95,29,image-02,sub-7,1-column,S2,Body,7.71,0.26
6,184,72.97,139.74,5,image-02,sub-7,1-column,S2,Body,6.98,1.16
9,185,60.11,138.94,8,image-02,sub-7,1-column,S2,Body,12.88,1.43
8,195,71.87,136.51,7,image-02,sub-7,1-column,S2,Body,17.8,2.23
9,196,78.4,133.0,8,image-02,sub-7,1-column,S2,Body,7.41,0.82
6,199,78.41,98.75,5,image-02,sub-7,1-column,S2,Body,9.0,1.5
10,203,102.97,110.09,9,image-02,sub-7,1-column,S2,Body,9.23,0.92
12,206,99.91,190.01,7,image-02,sub-7,1-column,S2,Body,11.58,0.96
6,208,104.15,197.39,5,image-02,sub-7,1-column,S2,Body,11.28,1.88
13,210,114.91,193.66,12,image-02,sub-7,1-column,S2,Body,16.36,1.26
11,215,55.4,197.38,10,image-02,sub-7,1-column,S2,Body,11.93,1.08
14,216,67.9,196.02,13,image-02,sub-7,1-column,S2,Body,12.57,0.9
8,225,145.48,197.94,7,image-02,sub-7,1-column,S2,Body,7.37,0.92
21,229,52.26,200.95,20,image-02,sub-7,1-column,S2,Body,3.71,0.18
9,230,59.69,198.9,8,image-02,sub-7,1-column,S2,Body,7.71,0.86
24,234,65.35,200.38,23,image-02,sub-7,1-column,S2,Body,13.19,0.55
33,235,84.7,201.46,28,image-02,sub-7,1-column,S2,Body,19.38,0.59
5,243,121.8,207.62,4,image-02,sub-7,1-column,S2,Body,18.45,3.69
7,245,63.73,210.36,6,image-02,sub-7,1-column,S2,Body,5.56,0.79
6,255,51.02,222.88,5,image-02,sub-7,1-column,S2,Body,6.92,1.15
6,256,60.7,221.19,5,image-02,sub-7,1-column,S2,Body,9.83,1.64
18,261,97.82,223.92,17,image-02,sub-7,1-column,S2,Body,13.43,0.75
6,276,44.06,83.64,5,image-03,sub-7,1-column,-,-,12.06,2.01
7,285,58.25,84.68,6,image-03,sub-7,1-column,-,-,16.86,2.41
10,296,44.72,96.02,9,image-03,sub-7,1-column,-,-,10.18,1.02
8,297,55.61,93.07,7,image-03,sub-7,1-column,-,-,11.28,1.41
9,309,50.94,100.44,8,image-03,sub-7,1-column,-,-,4.26,0.47
12,321,55.88,130.43,6,image-03,sub-7,1-column,-,-,9.79,0.82
7,332,81.9,208.65,6,image-03,sub-7,1-column,-,-,17.11,2.44
11,341,56.56,222.06,10,image-03,sub-7,1-column,-,-,12.05,1.1
9,351,53.91,228.62,8,image-03,sub-7,1-column,-,-,9.77,1.09
6,352,70.91,226.21,5,image-03,sub-7,1-column,-,-,17.17,2.86
5,359,80.58,164.36,4,image-03,sub-7,1-column,-,-,17.75,3.55
7,364,58.44,186.68,4,image-03,sub-7,1-column,-,-,12.84,1.83
12,369,60.29,181.42,5,image-03,sub-7,1-column,-,-,16.04,1.34
5,370,71.21,186.23,4,image-03,sub-7,1-column,-,-,11.93,2.39
6,378,69.57,187.5,5,image-03,sub-7,1-column,-,-,8.0,1.33
5,379,81.59,191.09,4,image-03,sub-7,1-column,-,-,12.54,2.51
5,383,74.29,212.34,4,image-03,sub-7,1-column,-,-,10.54,2.11
12,397,45.14,59.15,6,image-04,sub-7,1-column,-,-,17.73,1.48
6,402,92.36,58.57,7,image-04,sub-7,1-column,-,-,9.87,1.64
8,405,97.62,63.89,7,image-04,sub-7,1-column,-,-,8.04,1.0
12,410,156.0,85.94,11,image-04,sub-7,1-column,-,-,17.58,1.46
12,415,63.87,90.27,11,image-04,sub-7,1-column,-,-,9.5,0.79
10,421,115.4,87.98,10,image-04,sub-7,1-column,-,-,12.2,1.22
10,424,123.12,89.64,8,image-04,sub-7,1-column,-,-,6.83,0.68
9,427,64.78,99.82,8,image-04,sub-7,1-column,-,-,10.58,1.18
6,430,71.7,97.67,5,image-04,sub-7,1-column,-,-,8.18,1.36
8,438,56.06,109.75,7,image-04,sub-7,1-column,-,-,12.53,1.57
6,447,66.19,116.99,5,image-04,sub-7,1-column,-,-,9.05,1.51
16,450,92.64,110.79,15,image-04,sub-7,1-column,-,-,12.53,0.78
17,454,57.76,122.5,16,image-04,sub-7,1-column,-,-,12.97,0.76
6,455,67.38,120.38,5,image-04,sub-7,1-column,-,-,9.85,1.64
11,464,129.02,127.12,10,image-04,sub-7,1-column,-,-,2.22,0.2
13,468,78.6,132.4,12,image-04,sub-7,1-column,-,-,15.09,1.16
13,478,62.94,143.67,12,image-04,sub-7,1-column,-,-,11.44,0.88
7,479,58.04,151.49,6,image-04,sub-7,1-column,-,-,9.23,1.32
7,480,69.24,150.1,6,image-04,sub-7,1-column,S2,Body,11.29,1.61
16,486,130.07,186.16,7,image-04,sub-7,1-column,-,-,17.96,1.12
6,487,133.6,175.48,5,image-04,sub-7,1-column,-,-,11.25,1.88
9,491,71.27,175.21,8,image-04,sub-7,1-column,-,-,11.79,1.31
10,501,53.71,176.17,9,image-04,sub-7,1-column,-,-,6.87,0.69
13,502,63.84,174.55,12,image-04,sub-7,1-column,-,-,10.26,0.79
24,513,50.61,185.35,23,image-04,sub-7,1-column,-,-,14.88,0.62
11,514,59.87,183.28,10,image-04,sub-7,1-column,-,-,9.49,0.86
16,520,92.75,184.13,15,image-04,sub-7,1-column,-,-,4.97,0.31
5,522,47.1,195.29,4,image-04,sub-7,1-column,-,-,7.71,1.54
10,526,79.27,208.52,9,image-04,sub-7,1-column,-,-,7.53,0.75
7,531,103.54,211.51,6,image-04,sub-7,1-column,-,-,11.16,1.59
14,538,68.27,216.72,13,image-04,sub-7,1-column,-,-,10.19,0.73
11,545,139.91,217.97,10,image-04,sub-7,1-column,-,-,11.52,1.05
6,548,140.43,223.85,5,image-04,sub-7,1-column,-,-,7.05,1.18
18,551,55.53,232.54,17,image-04,sub-7,1-column,-,-,6.81,0.38
17,552,66.55,231.18,16,image-04,sub-7,1-column,-,-,11.1,0.65
11,560,60.12,192.93,8,image-05,sub-7,1-column,-,-,11.99,1.09
5,566,101.2,61.93,5,image-05,sub-7,1-column,-,-,4.66,0.93
9,579,82.47,72.77,8,image-05,sub-7,1-column,-,-,8.32,0.92
8,584,124.53,77.34,4,image-05,sub-7,1-column,-,-,15.91,1.99
16,587,50.34,84.3,15,image-05,sub-7,1-column,-,-,9.19,0.57
12,604,87.79,49.9,5,image-05,sub-7,1-column,-,-,16.33,1.36
5,606,71.47,44.24,5,image-05,sub-7,1-column,-,-,10.93,2.19
12,624,66.95,120.51,11,image-05,sub-7,1-column,-,-,12.5,1.04
12,635,61.32,125.1,10,image-05,sub-7,1-column,-,-,5.91,0.49
5,636,74.55,121.66,5,image-05,sub-7,1-column,-,-,13.67,2.73
12,645,56.22,158.34,11,image-05,sub-7,1-column,-,-,16.87,1.41
11,646,69.89,155.54,10,image-05,sub-7,1-column,-,-,13.95,1.27
8,657,75.52,209.74,7,image-05,sub-7,1-column,-,-,10.71,1.34
21,667,58.66,232.87,19,image-05,sub-7,1-column,-,-,5.95,0.28
8,673,103.51,58.59,5,image-06,sub-7,1-column,S3,Aknowledgement,11.14,1.39
6,680,59.15,69.34,5,image-06,sub-7,1-column,S3,Aknowledgement,12.95,2.16
9,689,44.48,80.9,8,image-06,sub-7,1-column,S3,Aknowledgement,17.41,1.93
8,690,56.37,76.65,7,image-06,sub-7,1-column,S3,Aknowledgement,12.63,1.58
17,696,96.64,85.87,12,image-06,sub-7,1-column,S3,Aknowledgement,11.61,0.68
11,705,50.26,104.17,10,image-06,sub-7,1-column,S3,Aknowledgement,19.05,1.73
9,706,65.32,101.95,8,image-06,sub-7,1-column,S3,Aknowledgement,15.22,1.69
11,710,62.23,118.74,10,image-06,sub-7,1-column,S3,Aknowledgement,11.29,1.03
9,716,100.65,117.5,8,image-06,sub-7,1-column,S3,Aknowledgement,7.99,0.89
11,720,118.33,117.76,10,image-06,sub-7,1-column,S3,Aknowledgement,7.91,0.72
7,726,61.87,133.06,6,image-06,sub-7,1-column,S3,Aknowledgement,10.75,1.54
5,738,120.59,176.34,4,image-06,sub-7,1-column,S3,Aknowledgement,6.53,1.31
9,742,71.27,180.59,8,image-06,sub-7,1-column,S3,Aknowledgement,14.43,1.6
9,754,57.09,192.64,8,image-06,sub-7,1-column,S3,Aknowledgement,14.79,1.64
15,755,69.67,191.38,14,image-06,sub-7,1-column,S3,Aknowledgement,12.64,0.84
7,765,65.91,198.28,6,image-06,sub-7,1-column,S3,Aknowledgement,19.88,2.84
5,766,48.34,200.5,4,image-06,sub-7,1-column,S3,Aknowledgement,17.71,3.54
6,769,61.46,197.69,5,image-06,sub-7,1-column,S3,Aknowledgement,4.54,0.76
13,773,88.76,208.66,12,image-06,sub-7,1-column,S3,Aknowledgement,16.85,1.3
7,778,120.63,212.39,6,image-06,sub-7,1-column,S3,Aknowledgement,0.74,0.11
5,783,50.34,216.47,4,image-06,sub-7,1-column,S3,Aknowledgement,9.27,1.85
20,784,65.09,216.74,19,image-06,sub-7,1-column,S3,Aknowledgement,14.75,0.74
7,802,78.59,92.42,5,image-07,sub-7,1-column,-,-,10.72,1.53
10,803,78.16,100.04,10,image-07,sub-7,1-column,-,-,7.63,0.76
17,806,78.55,104.85,12,image-07,sub-7,1-column,-,-,16.35,0.96
11,809,80.65,82.94,10,image-07,sub-7,1-column,-,-,10.85,0.99
8,817,65.99,142.42,7,image-07,sub-7,1-column,-,-,4.42,0.55
8,823,93.81,150.37,7,image-07,sub-7,1-column,-,-,3.47,0.43
7,824,101.25,152.57,6,image-07,sub-7,1-column,-,-,7.76,1.11
16,828,120.4,164.64,15,image-07,sub-7,1-column,-,-,10.45,0.65
12,832,68.21,176.43,11,image-07,sub-7,1-column,-,-,14.51,1.21
6,839,122.7,190.86,5,image-07,sub-7,1-column,-,-,8.39,1.4
14,841,74.78,198.31,13,image-07,sub-7,1-column,-,-,6.03,0.43
15,842,82.2,199.24,14,image-07,sub-7,1-column,-,-,7.48,0.5
59,847,111.73,217.08,33,image-08,sub-7,1-column,-,-,13.17,0.22
3,849,118.28,47.28,4,image-08,sub-7,1-column,-,-,6.96,2.32
21,852,59.21,50.19,14,image-08,sub-7,1-column,-,-,6.98,0.33
15,857,103.64,63.43,10,image-08,sub-7,1-column,-,-,10.85,0.72
63,862,62.87,70.42,10,image-01,sub-7,1-column,S1,Introduction,15.07,0.24
43,8,87.72,98.91,8,image-01,sub-6,1-column,S1,Introduction,14.54,0.34
11,13,124.09,103.58,4,image-01,sub-6,1-column,S1,Introduction,7.18,0.65
6,15,83.97,109.83,4,image-01,sub-6,1-column,S1,Abstract,14.91,2.48
23,22,89.86,111.36,12,image-01,sub-6,1-column,S1,Introduction,19.87,0.86
19,26,106.66,202.38,18,image-01,sub-6,1-column,S1,Introduction,2.36,0.12
5,27,102.71,196.06,4,image-01,sub-6,1-column,S1,Introduction,7.45,1.49
15,28,120.13,191.57,14,image-01,sub-6,1-column,S1,Introduction,17.99,1.2
16,30,118.33,197.68,15,image-01,sub-6,1-column,S1,Introduction,3.9,0.24
25,31,113.42,200.01,24,image-01,sub-6,1-column,S1,Introduction,5.43,0.22
10,32,121.54,199.06,9,image-01,sub-6,1-column,S1,Introduction,8.18,0.82
7,39,164.1,201.08,6,image-01,sub-6,1-column,S1,Introduction,8.83,1.26
12,42,110.62,206.82,11,image-01,sub-6,1-column,S1,Introduction,6.52,0.54
6,47,137.97,205.28,5,image-01,sub-6,1-column,S1,Introduction,7.51,1.25
11,51,105.27,210.34,10,image-01,sub-6,1-column,S1,Introduction,2.55,0.23
25,56,137.11,208.08,24,image-01,sub-6,1-column,S1,Introduction,12.01,0.48
11,63,152.86,229.67,10,image-01,sub-6,1-column,S1,Introduction,8.23,0.75
9,66,112.92,234.31,8,image-01,sub-6,1-column,S1,Introduction,9.7,1.08
6,69,125.29,233.46,5,image-01,sub-6,1-column,S1,Introduction,12.31,2.05
12,71,127.85,231.94,11,image-01,sub-6,1-column,S1,Introduction,14.62,1.22
9,79,37.53,203.37,7,image-02,sub-6,1-column,S2,Body,7.73,0.86
15,80,57.47,202.03,8,image-02,sub-6,1-column,S2,Body,19.98,1.33
14,82,70.32,187.88,10,image-02,sub-6,1-column,S2,Body,14.38,1.03
6,87,39.03,193.58,5,image-02,sub-6,1-column,S2,Body,9.31,1.55
2,101,40.02,207.58,4,image-02,sub-6,1-column,S2,Body,8.5,4.25
8,116,45.77,223.11,7,image-02,sub-6,1-column,S2,Body,16.49,2.06
9,125,124.86,187.33,7,image-03,sub-6,1-column,-,-,12.79,1.42
24,135,108.29,161.52,8,image-03,sub-6,1-column,-,-,18.56,0.77
18,139,123.94,168.53,18,image-03,sub-6,1-column,-,-,9.51,0.53
6,143,81.72,178.73,4,image-03,sub-6,1-column,-,-,15.59,2.6
10,146,98.2,145.25,9,image-03,sub-6,1-column,-,-,11.41,1.14
11,149,92.74,170.62,6,image-04,sub-6,1-column,-,-,12.04,1.09
