fr_index,fr_dist,fr_time,fr_speed,cond,subject,section
1355,535.57,13,2.57,1-column,sub-9,S2
1356,794.81,57,0.87,1-column,sub-9,S2
1357,437.17,13,2.1,1-column,sub-9,S2
1358,168.21,27,0.39,1-column,sub-9,S2
1359,169.87,28,0.38,1-column,sub-9,S2
1360,677.34,27,1.57,1-column,sub-9,S2
1361,811.67,67,0.76,1-column,sub-9,S2
1362,756.12,30,1.58,1-column,sub-9,S2
1363,886.76,77,0.72,1-column,sub-9,S2
1364,1029.2,103,0.62,1-column,sub-9,S2
1365,198.39,16,0.77,1-column,sub-9,S2
1366,13.82,4,0.22,1-column,sub-9,S2
1367,546.4,29,1.18,1-column,sub-9,S2
1368,892.21,77,0.72,1-column,sub-9,S2
1369,832.1,48,1.08,1-column,sub-9,S2
1370,425.89,53,0.5,1-column,sub-9,S2
1371,192.61,4,3.01,1-column,sub-9,S2
1372,404.37,15,1.68,1-column,sub-9,S2
1373,546.37,89,0.38,1-column,sub-9,S2
1374,154.55,14,0.69,1-column,sub-9,S2
1375,121.95,7,1.09,1-column,sub-9,S2
1376,81.97,11,0.47,1-column,sub-9,S2
1377,274.09,22,0.78,1-column,sub-9,S2
1378,443.93,20,1.39,1-column,sub-9,S2
1379,316.12,19,1.04,1-column,sub-9,S2
1380,83.88,7,0.75,1-column,sub-9,S2
1381,256.04,28,0.57,1-column,sub-9,S2
1382,552.37,77,0.45,1-column,sub-9,S2
1383,268.15,35,0.48,1-column,sub-9,S2
1384,125.95,13,0.61,1-column,sub-9,S2
1385,96.43,10,0.6,1-column,sub-9,S2
1386,378.86,29,0.82,1-column,sub-9,S2
1387,581.71,19,1.91,1-column,sub-9,S2
1388,61.9,9,0.43,1-column,sub-9,S2
1389,2070.29,33,3.92,1-column,sub-9,S2
1390,60.79,4,0.95,1-column,sub-9,S2
1391,1243.18,54,1.44,1-column,sub-9,S2
1392,167.48,8,1.31,1-column,sub-9,S2
1393,480.67,25,1.2,1-column,sub-9,S2
1394,93.62,5,1.17,1-column,sub-9,S2
1395,372.08,40,0.58,1-column,sub-9,S2
1396,200.1,23,0.54,1-column,sub-9,S2
1397,674.06,19,2.22,1-column,sub-9,S2
1398,389.81,37,0.66,1-column,sub-9,S2
1399,210.39,5,2.63,1-column,sub-9,S2
1400,60.45,4,0.94,1-column,sub-9,S2
1401,273.1,22,0.78,1-column,sub-9,S2
1402,358.16,8,2.8,1-column,sub-9,S2
1403,609.19,23,1.66,1-column,sub-9,S2
1404,356.84,38,0.59,1-column,sub-9,S2
1405,305.78,17,1.12,1-column,sub-9,S2
1406,320.93,26,0.77,1-column,sub-9,S2
1407,192.16,8,1.5,1-column,sub-9,S2
1408,549.1,18,1.91,1-column,sub-9,S2
1409,460.6,15,1.92,1-column,sub-9,S2
1410,797.0,39,1.28,1-column,sub-9,S2
1411,742.53,30,1.55,1-column,sub-9,S2
1412,194.76,26,0.47,1-column,sub-9,S2
1413,495.76,29,1.07,1-column,sub-9,S2
1414,751.4,23,2.04,1-column,sub-9,S2
1415,145.98,46,0.2,1-column,sub-9,S2
1416,71.28,7,0.64,1-column,sub-9,S2
1417,229.52,6,2.39,1-column,sub-9,S2
1418,244.31,11,1.39,1-column,sub-9,S2
1419,636.45,31,1.28,1-column,sub-9,S2
1420,77.9,34,0.14,1-column,sub-9,S2
1421,526.56,36,0.91,1-column,sub-9,S2
1422,234.49,35,0.42,1-column,sub-9,S2
1423,517.79,37,0.87,1-column,sub-9,S2
1424,206.43,16,0.81,1-column,sub-9,S2
1425,388.93,66,0.37,1-column,sub-9,S2
1426,410.4,8,3.21,1-column,sub-9,S2
1427,483.05,54,0.56,1-column,sub-9,S2
1428,174.33,19,0.57,1-column,sub-9,S2
1429,559.99,22,1.59,1-column,sub-9,S2
1430,445.0,37,0.75,1-column,sub-9,S2
1431,859.46,49,1.1,1-column,sub-9,S2
1432,856.61,52,1.03,1-column,sub-9,S2
1433,463.03,25,1.16,1-column,sub-9,S2
1434,219.43,24,0.57,1-column,sub-9,S2
1435,493.04,27,1.14,1-column,sub-9,S2
1436,396.26,18,1.38,1-column,sub-9,S2
1437,360.97,12,1.88,1-column,sub-9,S2
1438,246.46,14,1.1,1-column,sub-9,S2
1439,367.93,18,1.28,1-column,sub-9,S2
1440,325.15,13,1.56,1-column,sub-9,S2
1441,154.54,4,2.41,1-column,sub-9,S2
1442,839.85,21,2.5,1-column,sub-9,S2
1443,604.74,15,2.52,1-column,sub-9,S2
1444,714.45,19,2.35,1-column,sub-9,S2
1445,574.44,26,1.38,1-column,sub-9,S2
1446,492.51,15,2.05,1-column,sub-9,S2
1447,558.65,13,2.69,1-column,sub-9,S2
1448,344.79,14,1.54,1-column,sub-9,S2
1449,355.48,12,1.85,1-column,sub-9,S2
1450,463.05,18,1.61,1-column,sub-9,S2
1451,473.83,53,0.56,1-column,sub-9,S2
1452,66.48,5,0.83,1-column,sub-9,S2
1453,1024.74,52,1.23,1-column,sub-9,S2
1454,389.91,16,1.52,1-column,sub-9,S2
1455,516.82,23,1.4,1-column,sub-9,S2
1456,646.84,23,1.76,1-column,sub-9,S2
1457,483.01,46,0.66,1-column,sub-9,S2
1458,493.52,40,0.77,1-column,sub-9,S2
1459,221.57,7,1.98,1-column,sub-9,S2
1460,230.44,5,2.88,1-column,sub-9,S2
1461,272.98,22,0.78,1-column,sub-9,S2
1462,475.01,17,1.75,1-column,sub-9,S2
1463,480.15,18,1.67,1-column,sub-9,S2
1464,53.17,10,0.33,1-column,sub-9,S2
1465,509.63,22,1.45,1-column,sub-9,S2
1466,732.73,35,1.31,1-column,sub-9,S2
1467,247.57,9,1.72,1-column,sub-9,S2
1468,149.16,17,0.55,1-column,sub-9,S2
1469,723.98,32,1.41,1-column,sub-9,S2
1470,896.13,87,0.64,1-column,sub-9,S2
1471,604.19,40,0.94,1-column,sub-9,S2
1472,160.88,4,2.51,1-column,sub-9,S2
1473,150.54,8,1.18,1-column,sub-9,S2
1474,708.98,22,2.01,1-column,sub-9,S2
1475,735.36,32,1.44,1-column,sub-9,S2
1476,660.9,23,1.8,1-column,sub-9,S2
1477,950.14,50,1.19,1-column,sub-9,S2
1478,868.87,36,1.51,1-column,sub-9,S2
1479,602.19,27,1.39,1-column,sub-9,S2
1480,80.52,24,0.21,1-column,sub-9,S2
1481,1250.11,6,13.02,1-column,sub-9,S3
1482,116.53,4,1.82,1-column,sub-9,S3
1483,115.79,7,1.03,1-column,sub-9,S3
1484,135.29,16,0.53,1-column,sub-9,S3
1485,70.77,5,0.88,1-column,sub-9,S3
1486,313.54,16,1.22,1-column,sub-9,S3
1487,316.25,25,0.79,1-column,sub-9,S3
1488,195.81,49,0.25,1-column,sub-9,S3
1489,73.51,7,0.66,1-column,sub-9,S3
1490,317.16,28,0.71,1-column,sub-9,S3
1491,291.88,9,2.03,1-column,sub-9,S3
1492,1020.4,52,1.23,1-column,sub-9,S3
1493,335.47,33,0.64,1-column,sub-9,S3
1494,550.94,63,0.55,1-column,sub-9,S3
1495,352.97,29,0.76,1-column,sub-9,S3
1496,678.3,67,0.63,1-column,sub-9,S3
1497,277.79,33,0.53,1-column,sub-9,S3
1498,844.72,7,7.54,1-column,sub-9,S3
1499,2105.0,26,5.06,2-column,sub-10,S0
1500,64.96,15,0.27,2-column,sub-10,S0
1501,217.09,9,1.51,2-column,sub-10,S0
1502,660.13,9,4.58,2-column,sub-10,S1
1503,63.31,4,0.99,2-column,sub-10,S0
1504,361.36,21,1.08,2-column,sub-10,S0
1505,348.69,18,1.21,2-column,sub-10,S1
1506,166.98,5,2.09,2-column,sub-10,S0
1507,737.74,18,2.56,2-column,sub-10,S0
1508,69.68,11,0.4,2-column,sub-10,S0
1509,396.34,25,0.99,2-column,sub-10,S0
1510,228.03,27,0.53,2-column,sub-10,S0
1511,226.76,11,1.29,2-column,sub-10,S0
1512,255.39,36,0.44,2-column,sub-10,S0
1513,195.75,7,1.75,2-column,sub-10,S0
1514,435.49,6,4.54,2-column,sub-10,S1
1515,34.83,11,0.2,2-column,sub-10,S1
1516,1308.29,78,1.05,2-column,sub-10,S1
1517,1057.99,46,1.44,2-column,sub-10,S1
1518,1152.52,86,0.84,2-column,sub-10,S1
1519,1598.31,89,1.12,2-column,sub-10,S1
1520,1186.69,82,0.9,2-column,sub-10,S1
1521,1314.11,121,0.68,2-column,sub-10,S1
1522,1073.58,85,0.79,2-column,sub-10,S1
1523,1059.17,91,0.73,2-column,sub-10,S1
1524,1194.13,75,1.0,2-column,sub-10,S1
1525,1082.42,68,0.99,2-column,sub-10,S1
1526,1004.23,55,1.14,2-column,sub-10,S1
1527,991.76,56,1.11,2-column,sub-10,S1
1528,958.81,64,0.94,2-column,sub-10,S1
1529,206.54,28,0.46,2-column,sub-10,S1
1530,1008.79,55,1.15,2-column,sub-10,S1
1531,91.5,4,1.43,2-column,sub-10,S1
1532,59.06,48,0.08,2-column,sub-10,S1
1533,967.54,52,1.16,2-column,sub-10,S1
1534,340.92,10,2.13,2-column,sub-10,S1
1535,1526.53,89,1.07,2-column,sub-10,S0
1536,93.46,11,0.53,2-column,sub-10,S0
1537,106.62,21,0.32,2-column,sub-10,S0
1538,47.23,23,0.13,2-column,sub-10,S0
1539,55.28,12,0.29,2-column,sub-10,S0
1540,1473.03,128,0.72,2-column,sub-10,S0
1541,1460.13,88,1.04,2-column,sub-10,S1
1542,1565.34,98,1.0,2-column,sub-10,S1
1543,1359.01,94,0.9,2-column,sub-10,S1
1544,626.81,78,0.5,2-column,sub-10,S1
1545,724.25,28,1.62,2-column,sub-10,S1
1546,1497.67,104,0.9,2-column,sub-10,S1
1547,1604.08,134,0.75,2-column,sub-10,S1
1548,248.33,20,0.78,2-column,sub-10,S1
1549,230.51,35,0.41,2-column,sub-10,S1
1550,936.63,36,1.63,2-column,sub-10,S1
1551,1416.46,119,0.74,2-column,sub-10,S1
1552,340.53,69,0.31,2-column,sub-10,S1
1553,1112.88,66,1.05,2-column,sub-10,S1
1554,1531.2,130,0.74,2-column,sub-10,S1
1555,33.07,10,0.21,2-column,sub-10,S1
1556,422.59,82,0.32,2-column,sub-10,S1
1557,1204.99,61,1.23,2-column,sub-10,S1
1558,1380.45,152,0.57,2-column,sub-10,S1
1559,359.95,62,0.36,2-column,sub-10,S1
1560,168.14,22,0.48,2-column,sub-10,S1
1561,306.65,50,0.38,2-column,sub-10,S1
1562,96.39,5,1.2,2-column,sub-10,S1
1563,1566.4,14,6.99,2-column,sub-10,S1
1564,394.33,30,0.82,2-column,sub-10,S1
1565,1349.5,39,2.16,2-column,sub-10,S1
1566,1955.62,51,2.4,2-column,sub-10,S1
1567,415.48,30,0.87,2-column,sub-10,S1
1568,1123.73,61,1.15,2-column,sub-10,S2
1569,333.54,28,0.74,2-column,sub-10,S2
1570,136.52,6,1.42,2-column,sub-10,S2
1571,98.06,10,0.61,2-column,sub-10,S2
1572,739.83,49,0.94,2-column,sub-10,S2
1573,200.95,5,2.51,2-column,sub-10,S2
1574,408.09,31,0.82,2-column,sub-10,S2
1575,159.36,12,0.83,2-column,sub-10,S2
1576,118.41,4,1.85,2-column,sub-10,S2
1577,859.5,14,3.84,2-column,sub-10,S2
1578,339.1,5,4.24,2-column,sub-10,S2
1579,316.89,21,0.94,2-column,sub-10,S2
1580,283.82,7,2.53,2-column,sub-10,S2
1581,1541.17,87,1.11,2-column,sub-10,S2
1582,674.48,58,0.73,2-column,sub-10,S2
1583,306.95,4,4.8,2-column,sub-10,S2
1584,1399.12,48,1.82,2-column,sub-10,S2
1585,1307.36,73,1.12,2-column,sub-10,S2
1586,1150.66,32,2.25,2-column,sub-10,S2
1587,1388.56,84,1.03,2-column,sub-10,S2
1588,1461.8,42,2.18,2-column,sub-10,S2
1589,1515.14,59,1.61,2-column,sub-10,S2
1590,1350.65,66,1.28,2-column,sub-10,S2
1591,312.38,12,1.63,2-column,sub-10,S2
1592,795.93,44,1.13,2-column,sub-10,S2
1593,1453.59,86,1.06,2-column,sub-10,S2
1594,1589.06,76,1.31,2-column,sub-10,S2
1595,280.12,20,0.88,2-column,sub-10,S2
1596,1176.86,22,3.34,2-column,sub-10,S2
1597,1179.09,27,2.73,2-column,sub-10,S2
1598,1631.88,36,2.83,2-column,sub-10,S2
1599,1619.97,32,3.16,2-column,sub-10,S2
1600,680.28,24,1.77,2-column,sub-10,S2
1601,144.03,6,1.5,2-column,sub-10,S2
1602,163.51,6,1.7,2-column,sub-10,S2
1603,145.93,7,1.3,2-column,sub-10,S2
1604,289.72,17,1.07,2-column,sub-10,S2
1605,1453.29,77,1.18,2-column,sub-10,S2
1606,149.06,15,0.62,2-column,sub-10,S2
1607,603.3,96,0.39,2-column,sub-10,S2
1608,911.24,33,1.73,2-column,sub-10,S2
1609,1368.06,74,1.16,2-column,sub-10,S2
1610,1370.87,82,1.04,2-column,sub-10,S2
1611,1379.79,69,1.25,2-column,sub-10,S2
1612,73.1,5,0.91,2-column,sub-10,S2
1613,1314.15,85,0.97,2-column,sub-10,S2
1614,1267.47,73,1.09,2-column,sub-10,S2
1615,407.14,66,0.39,2-column,sub-10,S2
1616,243.96,56,0.27,2-column,sub-10,S2
1617,561.4,5,7.02,2-column,sub-10,S2
1618,112.82,5,1.41,2-column,sub-10,S2
1619,106.2,11,0.6,2-column,sub-10,S2
1620,402.03,55,0.46,2-column,sub-10,S2
1621,1040.27,47,1.38,2-column,sub-10,S2
1622,1564.82,79,1.24,2-column,sub-10,S2
1623,298.46,43,0.43,2-column,sub-10,S2
1624,967.73,44,1.37,2-column,sub-10,S2
1625,1027.72,69,0.93,2-column,sub-10,S2
1626,76.62,5,0.96,2-column,sub-10,S2
1627,728.1,80,0.57,2-column,sub-10,S2
1628,945.53,20,2.95,2-column,sub-10,S2
1629,672.52,145,0.29,2-column,sub-10,S2
1630,49.73,10,0.31,2-column,sub-10,S2
1631,726.91,27,1.68,2-column,sub-10,S2
1632,518.89,5,6.49,2-column,sub-10,S2
1633,497.15,6,5.18,2-column,sub-10,S2
1634,459.07,4,7.17,2-column,sub-10,S2
1635,1333.43,23,3.62,2-column,sub-10,S2
1636,1170.95,56,1.31,2-column,sub-10,S2
1637,401.6,18,1.39,2-column,sub-10,S2
1638,117.38,8,0.92,2-column,sub-10,S2
1639,206.19,9,1.43,2-column,sub-10,S2
1640,414.14,6,4.31,2-column,sub-10,S2
1641,598.01,26,1.44,2-column,sub-10,S2
1642,372.98,11,2.12,2-column,sub-10,S2
1643,690.5,30,1.44,2-column,sub-10,S2
1644,1087.05,40,1.7,2-column,sub-10,S2
1645,294.72,15,1.23,2-column,sub-10,S2
1646,1153.06,48,1.5,2-column,sub-10,S2
1647,1543.01,59,1.63,2-column,sub-10,S2
1648,186.67,12,0.97,2-column,sub-10,S2
1649,971.61,52,1.17,2-column,sub-10,S2
1650,639.86,67,0.6,2-column,sub-10,S2
1651,747.19,12,3.89,2-column,sub-10,S2
1652,228.91,8,1.79,2-column,sub-10,S2
1653,333.32,5,4.17,2-column,sub-10,S2
1654,995.07,26,2.39,2-column,sub-10,S2
1655,259.74,5,3.25,2-column,sub-10,S2
1656,171.12,12,0.89,2-column,sub-10,S2
1657,440.72,32,0.86,2-column,sub-10,S2
1658,263.36,9,1.83,2-column,sub-10,S2
1659,795.06,37,1.34,2-column,sub-10,S2
1660,260.96,10,1.63,2-column,sub-10,S2
1661,127.43,10,0.8,2-column,sub-10,S2
1662,573.46,49,0.73,2-column,sub-10,S2
1663,1591.06,74,1.34,2-column,sub-10,S2
1664,179.85,8,1.41,2-column,sub-10,S2
1665,1308.36,99,0.83,2-column,sub-10,S2
1666,1383.65,113,0.77,2-column,sub-10,S2
1667,1282.43,76,1.05,2-column,sub-10,S2
1668,64.92,6,0.68,2-column,sub-10,S2
1669,976.64,35,1.74,2-column,sub-10,S2
1670,1451.04,127,0.71,2-column,sub-10,S2
1671,853.13,41,1.3,2-column,sub-10,S2
1672,170.26,16,0.67,2-column,sub-10,S2
1673,1441.8,70,1.29,2-column,sub-10,S2
1674,1681.44,91,1.15,2-column,sub-10,S2
1675,1170.49,76,0.96,2-column,sub-10,S2
1676,420.19,9,2.92,2-column,sub-10,S2
1677,338.2,11,1.92,2-column,sub-10,S2
1678,59.19,7,0.53,2-column,sub-10,S2
1679,698.9,30,1.46,2-column,sub-10,S2
1680,443.73,26,1.07,2-column,sub-10,S2
1681,750.98,60,0.78,2-column,sub-10,S2
1682,378.72,16,1.48,2-column,sub-10,S2
1683,65.35,9,0.45,2-column,sub-10,S2
1684,593.05,10,3.71,2-column,sub-10,S2
1685,134.29,6,1.4,2-column,sub-10,S2
1686,410.76,4,6.42,2-column,sub-10,S2
1687,830.38,5,10.38,2-column,sub-10,S2
1688,1803.64,104,1.08,2-column,sub-10,S2
1689,115.75,7,1.03,2-column,sub-10,S2
1690,1422.64,91,0.98,2-column,sub-10,S2
1691,248.31,4,3.88,2-column,sub-10,S2
1692,1074.31,61,1.1,2-column,sub-10,S2
1693,1508.65,89,1.06,2-column,sub-10,S2
1694,31.62,5,0.4,2-column,sub-10,S2
1695,1581.69,52,1.9,2-column,sub-10,S2
1696,942.98,157,0.38,2-column,sub-10,S2
1697,921.48,15,3.84,2-column,sub-10,S2
1698,1628.42,111,0.92,2-column,sub-10,S2
1699,76.57,7,0.68,2-column,sub-10,S2
1700,1352.19,87,0.97,2-column,sub-10,S2
1701,1398.37,114,0.77,2-column,sub-10,S2
1702,186.74,4,2.92,2-column,sub-10,S2
1703,1621.62,114,0.89,2-column,sub-10,S2
1704,1230.92,74,1.04,2-column,sub-10,S2
1705,1564.64,150,0.65,2-column,sub-10,S2
1706,1665.18,125,0.83,2-column,sub-10,S2
1707,1491.41,101,0.92,2-column,sub-10,S2
1708,1478.0,100,0.92,2-column,sub-10,S2
1709,1358.54,94,0.9,2-column,sub-10,S2
1710,396.73,24,1.03,2-column,sub-10,S2
1711,1536.44,95,1.01,2-column,sub-10,S2
1712,175.4,19,0.58,2-column,sub-10,S2
1713,1377.8,79,1.09,2-column,sub-10,S2
1714,1331.29,108,0.77,2-column,sub-10,S2
1715,431.98,40,0.67,2-column,sub-10,S2
1716,1216.84,34,2.24,2-column,sub-10,S2
1717,156.89,7,1.4,2-column,sub-10,S2
1718,1415.32,94,0.94,2-column,sub-10,S2
1719,216.28,17,0.8,2-column,sub-10,S2
1720,1185.29,70,1.06,2-column,sub-10,S2
1721,1513.11,90,1.05,2-column,sub-10,S2
1722,459.27,107,0.27,2-column,sub-10,S2
1723,230.63,34,0.42,2-column,sub-10,S2
1724,869.92,21,2.59,2-column,sub-10,S2
1725,1286.44,125,0.64,2-column,sub-10,S2
1726,1421.34,110,0.81,2-column,sub-10,S2
1727,75.53,10,0.47,2-column,sub-10,S2
1728,1665.59,114,0.91,2-column,sub-10,S2
1729,1590.63,100,0.99,2-column,sub-10,S2
1730,1724.41,126,0.86,2-column,sub-10,S2
1731,480.26,5,6.0,2-column,sub-10,S2
1732,540.11,20,1.69,2-column,sub-10,S2
1733,79.68,22,0.23,2-column,sub-10,S2
1734,221.47,11,1.26,2-column,sub-10,S2
1735,208.05,20,0.65,2-column,sub-10,S2
1736,651.66,4,10.18,2-column,sub-10,S2
1737,412.26,12,2.15,2-column,sub-10,S2
1738,576.59,5,7.21,2-column,sub-10,S2
1739,794.2,11,4.51,2-column,sub-10,S2
1740,401.08,9,2.79,2-column,sub-10,S2
1741,494.91,10,3.09,2-column,sub-10,S2
1742,264.76,4,4.14,2-column,sub-10,S2
1743,1508.39,35,2.69,2-column,sub-10,S2
1744,847.39,23,2.3,2-column,sub-10,S2
1745,408.27,4,6.38,2-column,sub-10,S2
1746,227.4,14,1.02,2-column,sub-10,S2
1747,345.47,4,5.4,2-column,sub-10,S2
1748,206.23,6,2.15,2-column,sub-10,S2
1749,239.3,5,2.99,2-column,sub-10,S2
1750,252.87,11,1.44,2-column,sub-10,S2
1751,254.79,20,0.8,2-column,sub-10,S2
1752,53.26,24,0.14,2-column,sub-10,S2
1753,224.6,9,1.56,2-column,sub-10,S2
1754,376.21,27,0.87,2-column,sub-10,S2
1755,361.58,4,5.65,2-column,sub-10,S2
1756,764.8,42,1.14,2-column,sub-10,S2
1757,540.29,16,2.11,2-column,sub-10,S2
1758,566.39,11,3.22,2-column,sub-10,S2
1759,1395.49,39,2.24,2-column,sub-10,S2
1760,969.83,27,2.24,2-column,sub-10,S2
1761,563.06,25,1.41,2-column,sub-10,S2
1762,422.94,23,1.15,2-column,sub-10,S2
1763,79.91,4,1.25,2-column,sub-10,S2
1764,208.89,4,3.26,2-column,sub-10,S2
1765,95.61,4,1.49,2-column,sub-10,S2
1766,555.29,22,1.58,2-column,sub-10,S2
1767,819.38,37,1.38,2-column,sub-10,S2
1768,671.47,15,2.8,2-column,sub-10,S2
1769,34.74,13,0.17,2-column,sub-10,S2
1770,332.12,5,4.15,2-column,sub-10,S2
1771,1018.81,14,4.55,2-column,sub-10,S2
1772,946.09,5,11.83,2-column,sub-10,S2
1773,1343.45,14,6.0,2-column,sub-10,S2
1774,56.43,5,0.71,2-column,sub-10,S2
1775,1483.46,44,2.11,2-column,sub-10,S2
1776,647.13,73,0.55,2-column,sub-10,S2
1777,874.97,8,6.84,2-column,sub-10,S2
1778,1371.34,36,2.38,2-column,sub-10,S2
1779,1540.74,27,3.57,2-column,sub-10,S2
1780,1743.87,64,1.7,2-column,sub-10,S2
1781,1781.64,48,2.32,2-column,sub-10,S2
1782,1889.73,62,1.9,2-column,sub-10,S2
1783,1830.16,77,1.49,2-column,sub-10,S2
1784,1811.25,50,2.26,2-column,sub-10,S2
1785,85.61,10,0.54,2-column,sub-10,S2
1786,117.16,14,0.52,2-column,sub-10,S2
1787,200.69,22,0.57,2-column,sub-10,S2
1788,713.68,27,1.65,2-column,sub-10,S2
1789,178.44,14,0.8,2-column,sub-10,S2
1790,592.05,31,1.19,2-column,sub-10,S2
1791,1517.71,65,1.46,2-column,sub-10,S2
1792,33.26,5,0.42,2-column,sub-10,S2
1793,1394.36,77,1.13,2-column,sub-10,S2
1794,1779.37,78,1.43,2-column,sub-10,S2
1795,905.85,114,0.5,2-column,sub-10,S2
1796,1755.59,75,1.46,2-column,sub-10,S2
1797,261.87,33,0.5,2-column,sub-10,S2
1798,166.73,26,0.4,2-column,sub-10,S2
1799,1297.35,124,0.65,2-column,sub-10,S2
1800,1050.14,34,1.93,2-column,sub-10,S2
1801,1500.15,76,1.23,2-column,sub-10,S2
1802,1361.31,87,0.98,2-column,sub-10,S2
1803,44.27,15,0.18,2-column,sub-10,S2
1804,1272.12,94,0.85,2-column,sub-10,S2
1805,826.72,49,1.05,2-column,sub-10,S2
1806,1326.94,77,1.08,2-column,sub-10,S2
1807,1482.82,83,1.12,2-column,sub-10,S2
1808,1344.25,75,1.12,2-column,sub-10,S2
1809,88.94,12,0.46,2-column,sub-10,S2
1810,1148.5,52,1.38,2-column,sub-10,S2
1811,625.16,80,0.49,2-column,sub-10,S2
1812,253.23,4,3.96,2-column,sub-10,S2
1813,127.73,4,2.0,2-column,sub-10,S2
1814,1440.02,81,1.11,2-column,sub-10,S2
1815,815.59,67,0.76,2-column,sub-10,S2
1816,1464.36,99,0.92,2-column,sub-10,S2
1817,115.82,10,0.72,2-column,sub-10,S2
1818,1025.02,36,1.78,2-column,sub-10,S2
1819,226.44,24,0.59,2-column,sub-10,S2
1820,49.54,14,0.22,2-column,sub-10,S2
1821,1384.48,62,1.4,2-column,sub-10,S3
1822,769.0,30,1.6,2-column,sub-10,S3
1823,212.94,18,0.74,2-column,sub-10,S3
1824,130.43,10,0.82,2-column,sub-10,S3
1825,963.99,61,0.99,2-column,sub-10,S3
1826,160.56,7,1.43,2-column,sub-10,S3
1827,730.27,17,2.68,2-column,sub-10,S3
1828,379.3,16,1.48,2-column,sub-10,S3
1829,687.91,8,5.37,2-column,sub-10,S3
1830,1306.37,33,2.47,2-column,sub-10,S3
1831,144.25,6,1.5,2-column,sub-10,S3
1832,323.8,25,0.81,2-column,sub-10,S3
1833,161.53,4,2.52,2-column,sub-10,S3
1834,327.46,41,0.5,2-column,sub-10,S3
1835,225.7,16,0.88,2-column,sub-10,S3
1836,67.79,17,0.25,2-column,sub-10,S3
1837,87.55,8,0.68,2-column,sub-10,S3
1838,84.85,8,0.66,2-column,sub-10,S3
1839,364.11,16,1.42,2-column,sub-10,S3
1840,814.92,26,1.96,2-column,sub-10,S3
1841,399.57,15,1.66,2-column,sub-10,S3
1842,701.62,32,1.37,2-column,sub-10,S3
1843,363.03,13,1.75,2-column,sub-10,S3
1844,1039.91,29,2.24,2-column,sub-10,S3
1845,117.83,5,1.47,1-column,sub-5,S1
1846,443.47,6,4.62,1-column,sub-5,S1
1847,554.09,13,2.66,1-column,sub-5,S1
1848,1221.14,33,2.31,1-column,sub-5,S1
1849,1086.75,28,2.43,1-column,sub-5,S1
1850,762.18,5,9.53,1-column,sub-5,S0
1851,620.64,5,7.76,1-column,sub-5,S1
1852,1128.13,17,4.15,1-column,sub-5,S1
1853,1611.57,29,3.47,1-column,sub-5,S1
1854,1022.78,24,2.66,1-column,sub-5,S1
1855,684.16,47,0.91,1-column,sub-5,S1
1856,260.75,4,4.07,1-column,sub-5,S0
1857,938.09,7,8.38,1-column,sub-5,S1
1858,795.58,9,5.52,1-column,sub-5,S1
1859,83.94,10,0.52,1-column,sub-5,S1
1860,990.98,33,1.88,1-column,sub-5,S1
1861,62.01,11,0.35,1-column,sub-5,S1
1862,252.86,6,2.63,1-column,sub-5,S1
1863,872.98,5,10.91,1-column,sub-5,S2
1864,469.73,7,4.19,1-column,sub-5,S2
1865,660.17,30,1.38,1-column,sub-5,S1
1866,464.14,9,3.22,1-column,sub-5,S2
1867,434.27,14,1.94,1-column,sub-5,S2
1868,950.2,23,2.58,1-column,sub-5,S2
1869,571.75,24,1.49,1-column,sub-5,S2
1870,905.69,14,4.04,1-column,sub-5,S2
1871,1276.06,46,1.73,1-column,sub-5,S2
1872,605.55,28,1.35,1-column,sub-5,S2
1873,1221.12,55,1.39,1-column,sub-5,S2
1874,2232.59,62,2.25,1-column,sub-5,S2
1875,1286.22,36,2.23,1-column,sub-5,S2
1876,209.31,8,1.64,1-column,sub-5,S2
1877,599.75,34,1.1,1-column,sub-5,S2
1878,711.71,30,1.48,1-column,sub-5,S2
1879,1526.32,11,8.67,1-column,sub-5,S2
1880,1192.95,26,2.87,1-column,sub-5,S2
1881,474.98,13,2.28,1-column,sub-5,S2
1882,910.02,86,0.66,1-column,sub-5,S2
1883,1361.29,54,1.58,1-column,sub-5,S2
1884,1571.74,32,3.07,1-column,sub-5,S2
1885,1280.35,47,1.7,1-column,sub-5,S2
1886,69.32,7,0.62,1-column,sub-5,S2
1887,1197.82,55,1.36,1-column,sub-5,S2
1888,51.28,8,0.4,1-column,sub-5,S2
1889,69.89,4,1.09,1-column,sub-5,S2
1890,273.67,4,4.28,1-column,sub-5,S2
1891,62.88,7,0.56,1-column,sub-5,S2
1892,925.09,17,3.4,1-column,sub-5,S2
1893,1042.96,50,1.3,1-column,sub-5,S2
1894,611.42,26,1.47,1-column,sub-5,S2
1895,990.82,41,1.51,1-column,sub-5,S2
1896,647.19,29,1.39,1-column,sub-5,S2
1897,990.77,4,15.48,1-column,sub-5,S2
1898,444.45,19,1.46,1-column,sub-5,S2
1899,883.53,23,2.4,1-column,sub-5,S2
1900,1357.63,22,3.86,1-column,sub-5,S2
1901,480.15,15,2.0,1-column,sub-5,S2
1902,313.48,20,0.98,1-column,sub-5,S2
1903,841.79,26,2.02,1-column,sub-5,S2
1904,148.12,5,1.85,1-column,sub-5,S2
1905,118.89,4,1.86,1-column,sub-5,S2
1906,1512.78,33,2.87,1-column,sub-5,S2
