fr_index,fr_dist,fr_time,fr_speed,cond,subject,section
1,1303.13,28,2.91,2-column,sub-1,S1
2,848.18,22,2.41,2-column,sub-1,S1
3,1041.76,29,2.25,2-column,sub-1,S1
4,981.23,36,1.7,2-column,sub-1,S1
5,177.3,14,0.79,2-column,sub-1,S1
6,440.35,19,1.45,2-column,sub-1,S1
7,646.61,19,2.13,2-column,sub-1,S1
8,1019.42,35,1.82,2-column,sub-1,S1
9,158.73,12,0.83,2-column,sub-1,S1
10,927.52,33,1.76,2-column,sub-1,S1
11,57.75,5,0.72,2-column,sub-1,S1
12,298.28,20,0.93,2-column,sub-1,S1
13,509.71,12,2.65,2-column,sub-1,S1
14,1065.8,42,1.59,2-column,sub-1,S1
15,952.8,24,2.48,2-column,sub-1,S1
16,919.77,57,1.01,2-column,sub-1,S1
17,54.47,11,0.31,2-column,sub-1,S1
18,126.92,5,1.59,2-column,sub-1,S1
19,303.11,20,0.95,2-column,sub-1,S1
20,253.77,20,0.79,2-column,sub-1,S1
21,676.84,15,2.82,2-column,sub-1,S1
22,266.67,8,2.08,2-column,sub-1,S1
23,187.27,12,0.98,2-column,sub-1,S1
24,1136.31,60,1.18,2-column,sub-1,S1
25,568.13,50,0.71,2-column,sub-1,S1
26,559.98,8,4.37,2-column,sub-1,S1
27,60.27,7,0.54,2-column,sub-1,S1
28,254.8,18,0.88,2-column,sub-1,S1
29,836.05,16,3.27,2-column,sub-1,S1
30,109.29,5,1.37,2-column,sub-1,S1
31,1046.53,61,1.07,2-column,sub-1,S1
32,130.23,9,0.9,2-column,sub-1,S1
33,1127.48,41,1.72,2-column,sub-1,S0
34,235.15,21,0.7,2-column,sub-1,S1
35,79.06,4,1.24,2-column,sub-1,S1
36,170.5,8,1.33,2-column,sub-1,S1
37,511.31,33,0.97,2-column,sub-1,S1
38,450.06,7,4.02,2-column,sub-1,S1
39,807.72,24,2.1,2-column,sub-1,S1
40,1429.86,13,6.87,2-column,sub-1,S0
41,412.19,10,2.58,2-column,sub-1,S1
42,504.01,22,1.43,2-column,sub-1,S1
43,761.9,20,2.38,2-column,sub-1,S1
44,820.0,9,5.69,2-column,sub-1,S1
45,152.28,7,1.36,2-column,sub-1,S1
46,646.8,17,2.38,2-column,sub-1,S1
47,450.12,5,5.63,2-column,sub-1,S2
48,243.35,17,0.89,2-column,sub-1,S2
49,724.01,6,7.54,2-column,sub-1,S2
50,797.22,22,2.26,2-column,sub-1,S2
51,858.99,11,4.88,2-column,sub-1,S2
52,555.94,28,1.24,2-column,sub-1,S2
53,1020.91,10,6.38,2-column,sub-1,S2
54,77.07,9,0.54,2-column,sub-1,S2
55,85.5,4,1.34,2-column,sub-1,S2
56,1065.22,45,1.48,2-column,sub-1,S2
57,1007.38,32,1.97,2-column,sub-1,S2
58,194.83,24,0.51,2-column,sub-1,S2
59,379.14,34,0.7,2-column,sub-1,S2
60,60.23,7,0.54,2-column,sub-1,S2
61,686.57,21,2.04,2-column,sub-1,S2
62,285.46,16,1.12,2-column,sub-1,S2
63,800.39,25,2.0,2-column,sub-1,S2
64,44.95,4,0.7,2-column,sub-1,S2
65,93.02,7,0.83,2-column,sub-1,S2
66,960.23,31,1.94,2-column,sub-1,S2
67,559.56,21,1.67,2-column,sub-1,S2
68,99.69,5,1.25,2-column,sub-1,S2
69,574.32,6,5.98,2-column,sub-1,S2
70,786.05,32,1.54,2-column,sub-1,S2
71,223.84,12,1.17,2-column,sub-1,S2
72,374.81,14,1.67,2-column,sub-1,S2
73,587.31,15,2.45,2-column,sub-1,S2
74,452.24,29,0.97,2-column,sub-1,S2
75,476.99,11,2.71,2-column,sub-1,S2
76,385.76,28,0.86,2-column,sub-1,S2
77,1337.74,26,3.22,2-column,sub-1,S2
78,1100.96,27,2.55,2-column,sub-1,S2
79,1262.21,39,2.02,2-column,sub-1,S2
80,1144.13,31,2.31,2-column,sub-1,S2
81,946.23,20,2.96,2-column,sub-1,S2
82,394.04,13,1.89,2-column,sub-1,S2
83,185.06,9,1.29,2-column,sub-1,S2
84,1130.88,38,1.86,2-column,sub-1,S2
85,1031.23,32,2.01,2-column,sub-1,S2
86,913.78,20,2.86,2-column,sub-1,S2
87,972.8,28,2.17,2-column,sub-1,S2
88,978.78,36,1.7,2-column,sub-1,S2
89,945.95,32,1.85,2-column,sub-1,S2
90,931.75,30,1.94,2-column,sub-1,S2
91,483.83,57,0.53,2-column,sub-1,S2
92,474.92,30,0.99,2-column,sub-1,S2
93,475.1,8,3.71,2-column,sub-1,S2
94,528.75,22,1.5,2-column,sub-1,S2
95,396.18,12,2.06,2-column,sub-1,S2
96,300.59,11,1.71,2-column,sub-1,S2
97,795.51,18,2.76,2-column,sub-1,S2
98,103.49,10,0.65,2-column,sub-1,S2
99,611.66,27,1.42,2-column,sub-1,S2
100,396.43,14,1.77,2-column,sub-1,S2
101,764.35,21,2.27,2-column,sub-1,S2
102,685.73,18,2.38,2-column,sub-1,S2
103,925.42,37,1.56,2-column,sub-1,S2
104,1004.28,31,2.02,2-column,sub-1,S2
105,376.15,16,1.47,2-column,sub-1,S2
106,654.08,13,3.14,2-column,sub-1,S2
107,81.36,4,1.27,2-column,sub-1,S2
108,85.78,4,1.34,2-column,sub-1,S2
109,925.84,27,2.14,2-column,sub-1,S2
110,425.53,26,1.02,2-column,sub-1,S2
111,603.64,16,2.36,2-column,sub-1,S2
112,529.24,29,1.14,2-column,sub-1,S2
113,432.26,25,1.08,2-column,sub-1,S2
114,473.7,10,2.96,2-column,sub-1,S2
115,1557.88,24,4.06,2-column,sub-1,S2
116,497.06,22,1.41,2-column,sub-1,S2
117,226.9,6,2.36,2-column,sub-1,S2
118,692.13,12,3.6,2-column,sub-1,S2
119,1053.1,29,2.27,2-column,sub-1,S2
120,628.63,28,1.4,2-column,sub-1,S2
121,617.51,9,4.29,2-column,sub-1,S2
122,964.64,29,2.08,2-column,sub-1,S2
123,758.61,15,3.16,2-column,sub-1,S2
124,1068.39,41,1.63,2-column,sub-1,S2
125,308.68,12,1.61,2-column,sub-1,S2
126,350.91,14,1.57,2-column,sub-1,S2
127,881.43,28,1.97,2-column,sub-1,S2
128,982.91,53,1.16,2-column,sub-1,S2
129,401.42,21,1.19,2-column,sub-1,S2
130,626.92,7,5.6,2-column,sub-1,S2
131,1001.25,53,1.18,2-column,sub-1,S2
132,353.26,4,5.52,2-column,sub-1,S2
133,353.45,21,1.05,2-column,sub-1,S2
134,702.56,16,2.74,2-column,sub-1,S2
135,965.79,26,2.32,2-column,sub-1,S2
136,1204.62,21,3.59,2-column,sub-1,S2
137,685.74,10,4.29,2-column,sub-1,S2
138,1848.64,14,8.25,2-column,sub-1,S2
139,131.03,4,2.05,2-column,sub-1,S2
140,166.03,6,1.73,2-column,sub-1,S2
141,20.22,7,0.18,2-column,sub-1,S2
142,147.42,11,0.84,2-column,sub-1,S2
143,188.06,4,2.94,2-column,sub-1,S2
144,73.85,7,0.66,2-column,sub-1,S2
145,908.83,4,14.2,2-column,sub-1,S2
146,307.78,15,1.28,2-column,sub-1,S2
147,315.13,17,1.16,2-column,sub-1,S2
148,510.91,8,3.99,2-column,sub-1,S2
149,486.66,17,1.79,2-column,sub-1,S2
150,442.69,6,4.61,2-column,sub-1,S2
151,461.09,5,5.76,2-column,sub-1,S2
152,38.56,5,0.48,2-column,sub-1,S2
153,573.42,6,5.97,2-column,sub-1,S3
154,771.82,5,9.65,2-column,sub-1,S3
155,1141.34,25,2.85,2-column,sub-1,S3
156,494.3,18,1.72,2-column,sub-2,S1
157,257.14,13,1.24,2-column,sub-2,S1
158,112.51,7,1.0,2-column,sub-2,S1
159,522.89,24,1.36,2-column,sub-2,S1
160,344.15,6,3.58,2-column,sub-2,S1
161,577.61,42,0.86,2-column,sub-2,S1
162,73.93,4,1.16,2-column,sub-2,S1
163,381.11,7,3.4,2-column,sub-2,S1
164,390.22,10,2.44,2-column,sub-2,S1
165,396.02,29,0.85,2-column,sub-2,S1
166,692.68,22,1.97,2-column,sub-2,S1
167,259.59,21,0.77,2-column,sub-2,S1
168,587.05,17,2.16,2-column,sub-2,S1
169,72.12,27,0.17,2-column,sub-2,S1
170,468.23,46,0.64,2-column,sub-2,S1
171,400.45,5,5.01,2-column,sub-2,S1
172,84.16,11,0.48,2-column,sub-2,S1
173,264.6,16,1.03,2-column,sub-2,S1
174,548.07,16,2.14,2-column,sub-2,S0
175,774.96,54,0.9,2-column,sub-2,S0
176,563.56,47,0.75,2-column,sub-2,S0
177,406.82,5,5.09,2-column,sub-2,S0
178,770.64,51,0.94,2-column,sub-2,S1
179,446.68,23,1.21,2-column,sub-2,S1
180,128.68,10,0.8,2-column,sub-2,S1
181,896.03,49,1.14,2-column,sub-2,S1
182,503.69,29,1.09,2-column,sub-2,S1
183,784.27,38,1.29,2-column,sub-2,S1
184,208.7,10,1.3,2-column,sub-2,S1
185,66.36,4,1.04,2-column,sub-2,S1
186,401.47,49,0.51,2-column,sub-2,S1
187,361.23,5,4.52,2-column,sub-2,S1
188,292.77,4,4.57,2-column,sub-2,S1
189,247.83,19,0.82,2-column,sub-2,S1
190,915.71,38,1.51,2-column,sub-2,S1
191,416.41,5,5.21,2-column,sub-2,S0
192,899.25,67,0.84,2-column,sub-2,S1
193,216.77,10,1.35,2-column,sub-2,S1
194,116.86,11,0.66,2-column,sub-2,S1
195,74.25,4,1.16,2-column,sub-2,S1
196,409.4,21,1.22,2-column,sub-2,S1
197,837.62,64,0.82,2-column,sub-2,S1
198,161.55,27,0.37,2-column,sub-2,S1
199,656.01,42,0.98,2-column,sub-2,S1
200,256.06,16,1.0,2-column,sub-2,S1
201,86.8,10,0.54,2-column,sub-2,S1
202,315.22,10,1.97,2-column,sub-2,S1
203,173.88,11,0.99,2-column,sub-2,S1
204,671.68,15,2.8,2-column,sub-2,S2
205,557.01,12,2.9,2-column,sub-2,S2
206,587.58,5,7.34,2-column,sub-2,S2
207,1035.53,41,1.58,2-column,sub-2,S2
208,365.31,26,0.88,2-column,sub-2,S2
209,759.16,11,4.31,2-column,sub-2,S2
210,91.18,5,1.14,2-column,sub-2,S2
211,485.15,33,0.92,2-column,sub-2,S2
212,617.48,10,3.86,2-column,sub-2,S2
213,503.86,32,0.98,2-column,sub-2,S2
214,93.81,11,0.53,2-column,sub-2,S2
215,603.0,14,2.69,2-column,sub-2,S2
216,279.8,17,1.03,2-column,sub-2,S2
217,438.02,35,0.78,2-column,sub-2,S2
218,544.39,4,8.51,2-column,sub-2,S2
219,253.43,27,0.59,2-column,sub-2,S2
220,166.47,9,1.16,2-column,sub-2,S2
221,55.67,5,0.7,2-column,sub-2,S2
222,102.57,7,0.92,2-column,sub-2,S2
223,94.17,6,0.98,2-column,sub-2,S2
224,54.72,4,0.85,2-column,sub-2,S2
225,449.57,4,7.02,2-column,sub-2,S2
226,307.05,15,1.28,2-column,sub-2,S2
227,275.54,16,1.08,2-column,sub-2,S2
228,153.55,4,2.4,2-column,sub-2,S2
229,298.14,4,4.66,2-column,sub-2,S2
230,92.24,6,0.96,2-column,sub-2,S2
231,63.59,6,0.66,2-column,sub-2,S2
232,515.98,12,2.69,2-column,sub-2,S2
233,63.94,9,0.44,2-column,sub-2,S2
234,45.91,6,0.48,2-column,sub-2,S2
235,61.65,4,0.96,2-column,sub-2,S2
236,241.14,15,1.0,2-column,sub-2,S2
237,66.76,5,0.83,2-column,sub-2,S2
238,431.99,7,3.86,2-column,sub-2,S2
239,310.09,27,0.72,2-column,sub-2,S2
240,152.32,13,0.73,2-column,sub-2,S2
241,582.48,28,1.3,2-column,sub-2,S2
242,1174.34,44,1.67,2-column,sub-2,S2
243,215.03,13,1.03,2-column,sub-2,S2
244,276.71,16,1.08,2-column,sub-2,S2
245,147.49,11,0.84,2-column,sub-2,S2
246,89.02,10,0.56,2-column,sub-2,S2
247,784.35,41,1.2,2-column,sub-2,S2
248,472.95,40,0.74,2-column,sub-2,S2
249,191.7,10,1.2,2-column,sub-2,S2
250,56.21,7,0.5,2-column,sub-2,S2
251,65.31,8,0.51,2-column,sub-2,S2
252,66.35,6,0.69,2-column,sub-2,S2
253,60.25,4,0.94,2-column,sub-2,S2
254,217.11,17,0.8,2-column,sub-2,S2
255,80.36,18,0.28,2-column,sub-2,S2
256,580.56,15,2.42,2-column,sub-2,S2
257,53.19,4,0.83,2-column,sub-2,S2
258,829.39,51,1.02,2-column,sub-2,S2
259,221.39,17,0.81,2-column,sub-2,S2
260,601.63,33,1.14,2-column,sub-2,S2
261,211.65,10,1.32,2-column,sub-2,S2
262,668.41,19,2.2,2-column,sub-2,S2
263,1005.26,48,1.31,2-column,sub-2,S2
264,1083.63,48,1.41,2-column,sub-2,S2
265,301.86,16,1.18,2-column,sub-2,S2
266,534.43,14,2.39,2-column,sub-2,S2
267,63.27,6,0.66,2-column,sub-2,S2
268,936.89,43,1.36,2-column,sub-2,S2
269,396.79,36,0.69,2-column,sub-2,S2
270,456.52,5,5.71,2-column,sub-2,S2
271,345.92,28,0.77,2-column,sub-2,S2
272,42.77,6,0.45,2-column,sub-2,S2
273,438.01,10,2.74,2-column,sub-2,S2
274,729.25,50,0.91,2-column,sub-2,S2
275,1316.03,32,2.57,2-column,sub-2,S2
276,1254.36,23,3.41,2-column,sub-2,S2
277,1299.67,16,5.08,2-column,sub-2,S2
278,174.02,8,1.36,2-column,sub-2,S2
279,1008.66,34,1.85,2-column,sub-2,S2
280,1405.15,48,1.83,2-column,sub-2,S2
281,519.19,20,1.62,2-column,sub-2,S2
282,601.56,9,4.18,2-column,sub-2,S2
283,603.04,55,0.69,2-column,sub-2,S2
284,533.21,5,6.67,2-column,sub-2,S2
285,62.26,8,0.49,2-column,sub-2,S2
286,294.89,21,0.88,2-column,sub-2,S2
287,421.83,5,5.27,2-column,sub-2,S2
288,59.63,8,0.47,2-column,sub-2,S2
289,359.71,19,1.18,2-column,sub-2,S2
290,489.54,15,2.04,2-column,sub-2,S2
291,800.87,47,1.06,2-column,sub-2,S2
292,296.78,9,2.06,2-column,sub-2,S2
293,959.21,32,1.87,2-column,sub-2,S2
294,333.09,20,1.04,2-column,sub-2,S2
295,124.27,9,0.86,2-column,sub-2,S2
296,558.77,13,2.69,2-column,sub-2,S2
297,1087.88,23,2.96,2-column,sub-2,S2
298,628.6,30,1.31,2-column,sub-2,S2
299,445.82,4,6.97,2-column,sub-2,S2
300,514.56,31,1.04,2-column,sub-2,S2
301,417.32,4,6.52,2-column,sub-2,S2
302,1254.86,37,2.12,2-column,sub-2,S2
303,166.59,9,1.16,2-column,sub-2,S2
304,275.09,16,1.07,2-column,sub-2,S2
305,433.69,15,1.81,2-column,sub-2,S2
306,638.54,4,9.98,2-column,sub-2,S2
307,390.46,11,2.22,2-column,sub-2,S2
308,125.63,5,1.57,2-column,sub-2,S2
309,564.7,4,8.82,2-column,sub-2,S2
310,185.63,4,2.9,2-column,sub-2,S2
311,256.73,5,3.21,2-column,sub-2,S2
312,265.29,10,1.66,2-column,sub-2,S2
313,121.76,26,0.29,2-column,sub-2,S2
314,163.95,7,1.46,2-column,sub-2,S2
315,325.89,18,1.13,2-column,sub-2,S2
316,176.09,17,0.65,2-column,sub-2,S2
317,569.36,39,0.91,2-column,sub-2,S2
318,375.14,12,1.95,2-column,sub-2,S2
319,510.76,39,0.82,2-column,sub-2,S2
320,589.24,42,0.88,2-column,sub-2,S2
321,710.33,41,1.08,2-column,sub-2,S2
322,474.53,28,1.06,2-column,sub-2,S3
323,404.84,13,1.95,2-column,sub-2,S3
324,101.41,6,1.06,2-column,sub-2,S3
325,246.51,15,1.03,2-column,sub-2,S3
326,518.82,8,4.05,2-column,sub-2,S3
327,347.72,16,1.36,2-column,sub-2,S3
328,144.69,11,0.82,2-column,sub-2,S3
329,129.11,19,0.42,2-column,sub-2,S3
330,120.23,13,0.58,2-column,sub-2,S3
331,284.81,7,2.54,2-column,sub-2,S3
332,207.29,38,0.34,2-column,sub-2,S3
333,637.6,36,1.11,2-column,sub-2,S3
334,388.78,11,2.21,2-column,sub-2,S3
335,1161.73,32,2.27,2-column,sub-2,S1
336,990.5,28,2.21,2-column,sub-2,S1
337,563.15,23,1.53,2-column,sub-3,S1
338,300.15,31,0.61,2-column,sub-3,S1
339,191.0,9,1.33,2-column,sub-3,S1
340,78.15,10,0.49,2-column,sub-3,S0
341,375.58,39,0.6,2-column,sub-3,S1
342,900.05,28,2.01,2-column,sub-3,S1
343,466.98,28,1.04,2-column,sub-3,S1
344,808.71,43,1.18,2-column,sub-3,S1
345,802.78,64,0.78,2-column,sub-3,S1
346,265.91,32,0.52,2-column,sub-3,S1
347,352.82,4,5.51,2-column,sub-3,S1
348,526.9,7,4.7,2-column,sub-3,S1
349,238.64,25,0.6,2-column,sub-3,S1
350,181.93,32,0.36,2-column,sub-3,S1
351,153.02,16,0.6,2-column,sub-3,S1
352,261.79,20,0.82,2-column,sub-3,S1
353,672.59,37,1.14,2-column,sub-3,S1
354,54.2,5,0.68,2-column,sub-3,S1
355,471.22,11,2.68,2-column,sub-3,S1
356,313.19,35,0.56,2-column,sub-3,S1
357,833.97,47,1.11,2-column,sub-3,S1
358,1232.01,84,0.92,2-column,sub-3,S1
359,949.83,34,1.75,2-column,sub-3,S1
360,198.8,28,0.44,2-column,sub-3,S1
361,616.8,12,3.21,2-column,sub-3,S1
362,634.93,91,0.44,2-column,sub-3,S1
363,646.0,11,3.67,2-column,sub-3,S1
364,1176.13,91,0.81,2-column,sub-3,S1
365,588.42,55,0.67,2-column,sub-3,S1
366,665.48,21,1.98,2-column,sub-3,S1
367,542.92,51,0.67,2-column,sub-3,S1
368,98.2,9,0.68,2-column,sub-3,S1
369,198.95,40,0.31,2-column,sub-3,S1
370,70.98,8,0.55,2-column,sub-3,S1
371,65.02,12,0.34,2-column,sub-3,S1
372,68.64,9,0.48,2-column,sub-3,S1
373,1080.1,64,1.05,2-column,sub-3,S1
374,715.42,50,0.89,2-column,sub-3,S1
375,559.5,92,0.38,2-column,sub-3,S1
376,406.03,31,0.82,2-column,sub-3,S1
377,589.26,30,1.23,2-column,sub-3,S1
378,372.78,52,0.45,2-column,sub-3,S1
379,610.28,4,9.54,2-column,sub-3,S1
380,815.74,54,0.94,2-column,sub-3,S1
381,862.03,28,1.92,2-column,sub-3,S1
382,829.68,6,8.64,2-column,sub-3,S2
383,205.65,7,1.84,2-column,sub-3,S2
384,563.11,14,2.51,2-column,sub-3,S2
385,1007.94,66,0.95,2-column,sub-3,S2
386,35.59,11,0.2,2-column,sub-3,S2
387,1098.16,56,1.23,2-column,sub-3,S2
388,345.72,26,0.83,2-column,sub-3,S2
389,773.45,33,1.46,2-column,sub-3,S2
390,1233.12,39,1.98,2-column,sub-3,S2
391,989.2,63,0.98,2-column,sub-3,S2
392,327.19,52,0.39,2-column,sub-3,S2
393,188.97,13,0.91,2-column,sub-3,S2
394,906.15,35,1.62,2-column,sub-3,S2
395,661.9,17,2.43,2-column,sub-3,S2
396,572.85,19,1.88,2-column,sub-3,S2
397,657.92,28,1.47,2-column,sub-3,S2
398,88.39,4,1.38,2-column,sub-3,S2
399,166.98,22,0.47,2-column,sub-3,S2
400,721.61,69,0.65,2-column,sub-3,S2
401,809.45,57,0.89,2-column,sub-3,S2
402,401.49,70,0.36,2-column,sub-3,S2
403,419.52,17,1.54,2-column,sub-3,S2
404,213.15,14,0.95,2-column,sub-3,S2
405,1323.64,62,1.33,2-column,sub-3,S2
406,96.26,8,0.75,2-column,sub-3,S2
407,341.28,31,0.69,2-column,sub-3,S2
408,215.68,19,0.71,2-column,sub-3,S2
409,461.39,8,3.6,2-column,sub-3,S2
410,893.1,68,0.82,2-column,sub-3,S2
411,660.87,20,2.07,2-column,sub-3,S2
412,867.78,103,0.53,2-column,sub-3,S2
413,148.16,27,0.34,2-column,sub-3,S2
414,644.78,66,0.61,2-column,sub-3,S2
415,332.15,10,2.08,2-column,sub-3,S2
416,234.9,19,0.77,2-column,sub-3,S2
417,78.11,7,0.7,2-column,sub-3,S2
418,832.1,63,0.83,2-column,sub-3,S2
419,298.88,16,1.17,2-column,sub-3,S2
420,891.22,56,0.99,2-column,sub-3,S2
421,894.73,61,0.92,2-column,sub-3,S2
422,780.09,60,0.81,2-column,sub-3,S2
423,779.69,39,1.25,2-column,sub-3,S2
424,536.52,17,1.97,2-column,sub-3,S2
425,238.31,36,0.41,2-column,sub-3,S2
426,683.34,23,1.86,2-column,sub-3,S2
427,30.24,8,0.24,2-column,sub-3,S2
428,776.01,44,1.1,2-column,sub-3,S2
429,69.76,14,0.31,2-column,sub-3,S2
430,213.96,19,0.7,2-column,sub-3,S2
431,132.23,20,0.41,2-column,sub-3,S2
432,706.02,25,1.77,2-column,sub-3,S2
433,973.94,75,0.81,2-column,sub-3,S2
434,391.26,43,0.57,2-column,sub-3,S2
435,556.4,24,1.45,2-column,sub-3,S2
436,724.38,103,0.44,2-column,sub-3,S2
437,333.53,18,1.16,2-column,sub-3,S2
438,257.04,4,4.02,2-column,sub-3,S2
439,34.17,11,0.19,2-column,sub-3,S2
440,622.47,57,0.68,2-column,sub-3,S2
441,388.2,14,1.73,2-column,sub-3,S2
442,732.17,15,3.05,2-column,sub-3,S2
443,906.47,18,3.15,2-column,sub-3,S2
444,1207.42,16,4.72,2-column,sub-3,S2
445,882.27,18,3.06,2-column,sub-3,S2
446,181.51,12,0.95,2-column,sub-3,S2
447,688.46,29,1.48,2-column,sub-3,S2
448,169.8,27,0.39,2-column,sub-3,S2
449,364.28,49,0.46,2-column,sub-3,S2
450,565.16,9,3.92,2-column,sub-3,S2
451,123.46,17,0.45,2-column,sub-3,S2
452,222.84,30,0.46,2-column,sub-3,S2
453,752.48,6,7.84,2-column,sub-3,S2
454,299.9,26,0.72,2-column,sub-3,S2
455,75.06,7,0.67,2-column,sub-3,S2
456,40.71,7,0.36,2-column,sub-3,S2
457,103.39,5,1.29,2-column,sub-3,S2
458,402.12,15,1.68,2-column,sub-3,S2
459,791.3,49,1.01,2-column,sub-3,S2
460,508.72,48,0.66,2-column,sub-3,S2
461,513.24,15,2.14,2-column,sub-3,S2
462,248.61,20,0.78,2-column,sub-3,S2
463,182.5,70,0.16,2-column,sub-3,S2
464,139.64,8,1.09,2-column,sub-3,S2
465,118.53,17,0.44,2-column,sub-3,S2
466,992.57,39,1.59,2-column,sub-3,S2
467,962.02,54,1.11,2-column,sub-3,S2
468,1473.14,55,1.67,2-column,sub-3,S2
469,1437.27,52,1.73,2-column,sub-3,S2
470,47.19,6,0.49,2-column,sub-3,S2
471,523.63,27,1.21,2-column,sub-3,S2
472,1623.25,31,3.27,2-column,sub-3,S2
473,254.21,21,0.76,2-column,sub-3,S2
474,963.62,60,1.0,2-column,sub-3,S2
475,432.4,29,0.93,2-column,sub-3,S2
476,773.79,87,0.56,2-column,sub-3,S2
477,399.23,24,1.04,2-column,sub-3,S2
478,447.0,21,1.33,2-column,sub-3,S2
479,60.72,8,0.47,2-column,sub-3,S2
480,34.54,13,0.17,2-column,sub-3,S2
481,381.65,6,3.98,2-column,sub-3,S2
482,161.09,10,1.01,2-column,sub-3,S2
483,391.27,24,1.02,2-column,sub-3,S2
484,1744.96,22,4.96,2-column,sub-3,S2
485,179.05,5,2.24,2-column,sub-3,S2
486,591.74,30,1.23,2-column,sub-3,S2
487,520.96,19,1.71,2-column,sub-3,S2
488,125.75,32,0.25,2-column,sub-3,S2
489,93.93,14,0.42,2-column,sub-3,S2
490,462.51,9,3.21,2-column,sub-3,S2
491,16.14,6,0.17,2-column,sub-3,S2
492,798.64,65,0.77,2-column,sub-3,S2
493,1166.78,40,1.82,2-column,sub-3,S2
494,417.96,28,0.93,2-column,sub-3,S2
495,592.34,16,2.31,2-column,sub-3,S2
496,901.14,64,0.88,2-column,sub-3,S2
497,360.67,56,0.4,2-column,sub-3,S2
498,71.8,6,0.75,2-column,sub-3,S2
499,503.01,11,2.86,2-column,sub-3,S2
500,946.04,54,1.09,2-column,sub-3,S2
501,963.74,66,0.91,2-column,sub-3,S2
502,846.57,71,0.75,2-column,sub-3,S2
503,960.35,62,0.97,2-column,sub-3,S2
504,188.45,12,0.98,2-column,sub-3,S2
505,395.05,39,0.63,2-column,sub-3,S2
506,395.65,4,6.18,2-column,sub-3,S3
507,1317.89,15,5.49,2-column,sub-3,S3
508,219.2,26,0.53,2-column,sub-3,S1
509,477.83,12,2.49,1-column,sub-8,S0
510,395.69,20,1.24,1-column,sub-8,S0
511,221.12,28,0.49,1-column,sub-8,S0
512,640.13,16,2.5,1-column,sub-8,S0
513,233.08,21,0.69,1-column,sub-8,S0
514,771.43,29,1.66,1-column,sub-8,S0
515,531.83,12,2.77,1-column,sub-8,S0
516,390.19,18,1.35,1-column,sub-8,S0
517,608.35,69,0.55,1-column,sub-8,S0
518,691.67,27,1.6,1-column,sub-8,S1
519,221.93,45,0.31,1-column,sub-8,S1
520,427.53,201,0.13,1-column,sub-8,S1
521,723.22,17,2.66,1-column,sub-8,S1
522,364.0,72,0.32,1-column,sub-8,S1
523,1006.0,44,1.43,1-column,sub-8,S1
524,395.11,64,0.39,1-column,sub-8,S1
525,271.92,97,0.18,1-column,sub-8,S1
526,833.39,6,8.68,1-column,sub-8,S1
527,121.35,35,0.22,1-column,sub-8,S1
528,93.87,13,0.45,1-column,sub-8,S1
529,1196.44,142,0.53,1-column,sub-8,S1
530,1032.02,114,0.57,1-column,sub-8,S0
531,381.1,104,0.23,1-column,sub-8,S1
532,146.7,5,1.83,1-column,sub-8,S0
533,608.09,41,0.93,1-column,sub-8,S0
534,122.77,37,0.21,1-column,sub-8,S0
535,743.34,128,0.36,1-column,sub-8,S0
536,854.23,72,0.74,1-column,sub-8,S1
537,245.06,5,3.06,1-column,sub-8,S0
538,315.68,23,0.86,1-column,sub-8,S0
539,449.6,63,0.45,1-column,sub-8,S1
540,157.18,12,0.82,1-column,sub-8,S1
541,1092.15,15,4.55,1-column,sub-8,S1
542,1295.63,89,0.91,1-column,sub-8,S1
543,317.45,42,0.47,1-column,sub-8,S2
544,407.6,68,0.37,1-column,sub-8,S2
545,134.23,16,0.52,1-column,sub-8,S2
546,1056.43,17,3.88,1-column,sub-8,S1
547,342.36,77,0.28,1-column,sub-8,S2
548,1143.64,139,0.51,1-column,sub-8,S2
549,601.28,92,0.41,1-column,sub-8,S2
550,465.89,6,4.85,1-column,sub-8,S2
551,182.06,23,0.49,1-column,sub-8,S2
552,1299.19,131,0.62,1-column,sub-8,S2
553,1270.03,175,0.45,1-column,sub-8,S2
554,417.99,24,1.09,1-column,sub-8,S2
555,86.41,4,1.35,1-column,sub-8,S2
556,295.16,17,1.09,1-column,sub-8,S2
557,57.33,4,0.9,1-column,sub-8,S2
558,101.46,9,0.7,1-column,sub-8,S2
559,1575.73,119,0.83,1-column,sub-8,S2
560,217.65,31,0.44,1-column,sub-8,S2
561,690.79,60,0.72,1-column,sub-8,S2
562,122.71,39,0.2,1-column,sub-8,S2
563,285.93,63,0.28,1-column,sub-8,S2
564,183.01,13,0.88,1-column,sub-8,S2
565,73.75,9,0.51,1-column,sub-8,S2
566,962.91,50,1.2,1-column,sub-8,S2
567,213.0,4,3.33,1-column,sub-8,S2
568,115.34,26,0.28,1-column,sub-8,S2
569,1284.6,180,0.45,1-column,sub-8,S2
570,1648.08,84,1.23,1-column,sub-8,S2
571,215.59,4,3.37,1-column,sub-8,S2
572,329.14,54,0.38,1-column,sub-8,S2
573,68.99,7,0.62,1-column,sub-8,S2
574,1747.24,64,1.71,1-column,sub-8,S2
575,1163.29,42,1.73,1-column,sub-8,S2
576,59.8,13,0.29,1-column,sub-8,S2
577,841.74,118,0.45,1-column,sub-8,S2
578,453.71,13,2.18,1-column,sub-8,S2
579,709.28,75,0.59,1-column,sub-8,S2
