fr_index,fr_dist,fr_time,fr_duration,fr_speed,cond,subject,section
338,39.44,21.0,31,1.88,2-column,sub-3,S1
339,25.33,6.0,9,4.22,2-column,sub-3,S1
341,48.35,41.0,39,1.18,2-column,sub-3,S1
342,114.79,36.0,28,3.19,2-column,sub-3,S1
343,60.45,28.0,28,2.16,2-column,sub-3,S1
344,103.54,38.0,43,2.72,2-column,sub-3,S1
345,102.45,59.0,64,1.74,2-column,sub-3,S1
346,34.84,23.0,32,1.51,2-column,sub-3,S1
349,31.09,39.0,25,0.8,2-column,sub-3,S1
350,23.81,23.0,32,1.04,2-column,sub-3,S1
351,20.2,11.0,16,1.84,2-column,sub-3,S1
352,35.11,18.0,20,1.95,2-column,sub-3,S1
353,89.86,37.0,37,2.43,2-column,sub-3,S1
355,60.0,9.0,11,6.67,2-column,sub-3,S1
356,40.78,31.0,35,1.32,2-column,sub-3,S1
357,107.52,56.0,47,1.92,2-column,sub-3,S1
358,159.09,86.0,84,1.85,2-column,sub-3,S1
359,123.23,39.0,34,3.16,2-column,sub-3,S1
360,25.33,24.0,28,1.06,2-column,sub-3,S1
362,81.36,88.0,91,0.92,2-column,sub-3,S1
364,150.24,95.0,91,1.58,2-column,sub-3,S1
365,76.16,61.0,55,1.25,2-column,sub-3,S1
366,84.72,13.0,21,6.52,2-column,sub-3,S1
367,71.07,45.0,51,1.58,2-column,sub-3,S1
369,26.64,28.0,40,0.95,2-column,sub-3,S1
373,138.11,66.0,64,2.09,2-column,sub-3,S1
374,91.65,50.0,50,1.83,2-column,sub-3,S1
375,72.93,90.0,92,0.81,2-column,sub-3,S1
376,52.04,33.0,31,1.58,2-column,sub-3,S1
377,74.88,25.0,30,3.0,2-column,sub-3,S1
378,47.81,45.0,52,1.06,2-column,sub-3,S1
380,103.81,44.0,54,2.36,2-column,sub-3,S1
381,111.33,52.0,28,2.14,2-column,sub-3,S1
384,71.66,13.0,14,5.51,2-column,sub-3,-
385,128.66,70.0,66,1.84,2-column,sub-3,-
387,142.88,68.0,56,2.1,2-column,sub-3,-
388,45.97,24.0,26,1.92,2-column,sub-3,-
389,98.33,24.0,33,4.1,2-column,sub-3,-
390,158.39,38.0,39,4.17,2-column,sub-3,-
391,127.08,61.0,63,2.08,2-column,sub-3,-
392,41.96,51.0,52,0.82,2-column,sub-3,-
393,24.3,8.0,13,3.04,2-column,sub-3,-
394,124.83,15.0,35,8.32,2-column,sub-3,-
395,85.32,23.0,17,3.71,2-column,sub-3,-
397,88.76,33.0,28,2.69,2-column,sub-3,-
399,21.4,17.0,22,1.26,2-column,sub-3,-
400,91.82,64.0,69,1.43,2-column,sub-3,-
401,103.33,52.0,57,1.99,2-column,sub-3,-
402,51.45,68.0,70,0.76,2-column,sub-3,-
404,27.12,9.0,14,3.01,2-column,sub-3,-
405,172.16,57.0,62,3.02,2-column,sub-3,-
407,43.9,29.0,31,1.51,2-column,sub-3,-
408,27.43,16.0,19,1.71,2-column,sub-3,-
410,113.85,64.0,68,1.78,2-column,sub-3,-
411,85.93,18.0,20,4.77,2-column,sub-3,-
412,110.7,93.0,103,1.19,2-column,sub-3,-
413,18.88,23.0,27,0.82,2-column,sub-3,-
414,82.04,53.0,66,1.55,2-column,sub-3,-
416,30.09,12.0,19,2.51,2-column,sub-3,-
418,106.07,47.0,63,2.26,2-column,sub-3,-
419,38.12,8.0,16,4.77,2-column,sub-3,-
420,114.72,59.0,56,1.94,2-column,sub-3,-
421,113.74,56.0,61,2.03,2-column,sub-3,-
422,99.34,56.0,60,1.77,2-column,sub-3,-
423,101.68,41.0,39,2.48,2-column,sub-3,-
425,30.46,35.0,36,0.87,2-column,sub-3,-
426,86.84,17.0,23,5.11,2-column,sub-3,-
428,98.92,43.0,44,2.3,2-column,sub-3,-
430,27.22,14.0,19,1.94,2-column,sub-3,-
431,16.81,9.0,20,1.87,2-column,sub-3,-
432,89.71,20.0,25,4.49,2-column,sub-3,-
433,123.87,71.0,75,1.74,2-column,sub-3,-
434,49.86,48.0,43,1.04,2-column,sub-3,-
435,70.71,23.0,24,3.07,2-column,sub-3,-
436,92.48,103.0,103,0.9,2-column,sub-3,-
437,43.4,20.0,18,2.17,2-column,sub-3,-
440,79.3,48.0,57,1.65,2-column,sub-3,-
441,49.69,54.0,14,0.92,2-column,sub-3,-
442,99.17,23.0,15,4.31,2-column,sub-3,-
443,115.21,31.0,18,3.72,2-column,sub-3,-
444,162.61,13.0,16,12.51,2-column,sub-3,-
445,112.39,15.0,18,7.49,2-column,sub-3,-
446,23.11,8.0,12,2.89,2-column,sub-3,-
447,87.98,26.0,29,3.38,2-column,sub-3,-
448,21.59,18.0,27,1.2,2-column,sub-3,-
449,46.62,44.0,49,1.06,2-column,sub-3,-
451,15.75,12.0,17,1.31,2-column,sub-3,-
452,28.47,24.0,30,1.19,2-column,sub-3,-
454,38.49,26.0,26,1.48,2-column,sub-3,-
458,53.88,8.0,15,6.73,2-column,sub-3,-
459,101.17,45.0,49,2.25,2-column,sub-3,-
460,65.32,50.0,48,1.31,2-column,sub-3,-
462,31.76,12.0,20,2.65,2-column,sub-3,-
463,23.41,60.0,70,0.39,2-column,sub-3,-
466,126.59,35.0,39,3.62,2-column,sub-3,-
467,122.95,56.0,54,2.2,2-column,sub-3,-
468,192.37,74.0,55,2.6,2-column,sub-3,-
469,192.7,53.0,52,3.64,2-column,sub-3,-
471,69.17,26.0,27,2.66,2-column,sub-3,-
472,212.93,29.0,31,7.34,2-column,sub-3,-
473,32.35,14.0,21,2.31,2-column,sub-3,-
474,122.56,47.0,60,2.61,2-column,sub-3,-
475,55.32,27.0,29,2.05,2-column,sub-3,-
476,99.65,85.0,87,1.17,2-column,sub-3,-
477,51.04,10.0,24,5.1,2-column,sub-3,-
478,56.87,8.0,21,7.11,2-column,sub-3,-
483,52.8,16.0,24,3.3,2-column,sub-3,-
484,236.16,23.0,22,10.27,2-column,sub-3,-
486,76.37,26.0,30,2.94,2-column,sub-3,-
487,67.05,18.0,19,3.72,2-column,sub-3,-
488,16.29,9.0,32,1.81,2-column,sub-3,-
492,101.92,66.0,65,1.54,2-column,sub-3,-
493,152.4,47.0,40,3.24,2-column,sub-3,S2
494,53.21,31.0,28,1.72,2-column,sub-3,-
495,75.35,12.0,16,6.28,2-column,sub-3,-
496,114.57,54.0,64,2.12,2-column,sub-3,-
497,46.3,58.0,56,0.8,2-column,sub-3,-
500,120.42,49.0,54,2.46,2-column,sub-3,-
501,122.82,66.0,66,1.86,2-column,sub-3,-
502,107.64,56.0,71,1.92,2-column,sub-3,-
503,122.16,48.0,62,2.54,2-column,sub-3,-
504,24.09,9.0,12,2.68,2-column,sub-3,-
505,50.26,33.0,39,1.52,2-column,sub-3,-
508,27.89,10.0,26,2.79,2-column,sub-3,S1
509,64.84,16.0,12,4.05,1-column,sub-8,S1
510,50.93,14.0,20,3.64,1-column,sub-8,S1
511,28.62,18.0,28,1.59,1-column,sub-8,S1
512,81.33,12.0,16,6.78,1-column,sub-8,S1
513,29.72,18.0,21,1.65,1-column,sub-8,S1
514,98.89,23.0,29,4.3,1-column,sub-8,S1
515,68.14,9.0,12,7.57,1-column,sub-8,S1
